conA,conB,col1,col2,x1_mg,x2_mg,x3_mg,x4_mg,dX_mg,p_gt0_mg,dS_mg,x1_us,x2_us,x3_us,x4_us,dX_us,p_gt0_us,dS_us
lightning,mango,DC,MH,0.2682,0.2562,0.233,0.4432,0.2222,0.6377,0.2754,0.07,0.1054,0.051,0.2602,0.1738,0.7087,0.4174
lightning,peace,DC,MH,0.2682,0.2562,0.3236,0.2698,-0.0418,0.4731,0.0538,0.07,0.1054,0.5204,0.4172,-0.1386,0.3921,0.2158
lightning,peach,DC,MH,0.2682,0.2562,0.233,0.359,0.138,0.5887,0.1774,0.07,0.1054,0.08,0.1872,0.0718,0.6006,0.2011
lightning,sad,DC,MH,0.2682,0.2562,0.2568,0.3458,0.101,0.5646,0.1293,0.07,0.1054,0.3846,0.2904,-0.1296,0.3893,0.2214
lightning,safety,DC,MH,0.2682,0.2562,0.3034,0.3084,0.017,0.5108,0.0217,0.07,0.1054,0.3758,0.3322,-0.079,0.4336,0.1327
lightning,sandstorm,DC,MH,0.2682,0.2562,0.1816,0.3214,0.1518,0.6023,0.2046,0.07,0.1054,0.069,0.1648,0.0604,0.591,0.1819
lightning,sick,DC,MH,0.2682,0.2562,0.2948,0.3572,0.0744,0.5465,0.0931,0.07,0.1054,0.24,0.6592,0.3838,0.8142,0.6285
lightning,tree,DC,MH,0.2682,0.2562,0.3126,0.4288,0.1282,0.5776,0.1551,0.07,0.1054,0.3622,0.707,0.3094,0.7511,0.5021
mango,peace,DC,MH,0.233,0.4432,0.3236,0.2698,-0.264,0.3429,0.3142,0.051,0.2602,0.5204,0.4172,-0.3124,0.2862,0.4276
mango,peach,DC,MH,0.233,0.4432,0.233,0.359,-0.0842,0.4484,0.1032,0.051,0.2602,0.08,0.1872,-0.102,0.3884,0.2232
mango,sad,DC,MH,0.233,0.4432,0.2568,0.3458,-0.1212,0.4265,0.147,0.051,0.2602,0.3846,0.2904,-0.3034,0.2769,0.4462
mango,safety,DC,MH,0.233,0.4432,0.3034,0.3084,-0.2052,0.3777,0.2446,0.051,0.2602,0.3758,0.3322,-0.2528,0.3144,0.3712
mango,sandstorm,DC,MH,0.233,0.4432,0.1816,0.3214,-0.0704,0.4549,0.0903,0.051,0.2602,0.069,0.1648,-0.1134,0.3712,0.2577
mango,sick,DC,MH,0.233,0.4432,0.2948,0.3572,-0.1478,0.4126,0.1748,0.051,0.2602,0.24,0.6592,0.21,0.6677,0.3355
mango,tree,DC,MH,0.233,0.4432,0.3126,0.4288,-0.094,0.4456,0.1088,0.051,0.2602,0.3622,0.707,0.1356,0.6052,0.2104
peace,peach,DC,MH,0.3236,0.2698,0.233,0.359,0.1798,0.611,0.2219,0.5204,0.4172,0.08,0.1872,0.2104,0.6531,0.30620000000000003
peace,sad,DC,MH,0.3236,0.2698,0.2568,0.3458,0.1428,0.5879,0.1758,0.5204,0.4172,0.3846,0.2904,0.009,0.5055,0.0111
peace,safety,DC,MH,0.3236,0.2698,0.3034,0.3084,0.0588,0.5362,0.0723,0.5204,0.4172,0.3758,0.3322,0.0596,0.5362,0.0724
peace,sandstorm,DC,MH,0.3236,0.2698,0.1816,0.3214,0.1936,0.6247,0.2494,0.5204,0.4172,0.069,0.1648,0.199,0.6478,0.2956
peace,sick,DC,MH,0.3236,0.2698,0.2948,0.3572,0.1162,0.5701,0.1401,0.5204,0.4172,0.24,0.6592,0.5224,0.7984,0.5967
peace,tree,DC,MH,0.3236,0.2698,0.3126,0.4288,0.17,0.5992,0.1985,0.5204,0.4172,0.3622,0.707,0.448,0.7567,0.5134
peach,sad,DC,MH,0.233,0.359,0.2568,0.3458,-0.037,0.4769,0.0461,0.08,0.1872,0.3846,0.2904,-0.2014,0.3411,0.3178
peach,safety,DC,MH,0.233,0.359,0.3034,0.3084,-0.121,0.4255,0.149,0.08,0.1872,0.3758,0.3322,-0.1508,0.3821,0.2357
peach,sandstorm,DC,MH,0.233,0.359,0.1816,0.3214,0.0138,0.5091,0.0182,0.08,0.1872,0.069,0.1648,-0.0114,0.4855,0.029
peach,sick,DC,MH,0.233,0.359,0.2948,0.3572,-0.0636,0.4613,0.0774,0.08,0.1872,0.24,0.6592,0.312,0.75,0.5001
peach,tree,DC,MH,0.233,0.359,0.3126,0.4288,-0.0098,0.4942,0.0116,0.08,0.1872,0.3622,0.707,0.2376,0.687,0.3739
sad,safety,DC,MH,0.2568,0.3458,0.3034,0.3084,-0.084,0.4485,0.1029,0.3846,0.2904,0.3758,0.3322,0.0506,0.5325,0.0649
sad,sandstorm,DC,MH,0.2568,0.3458,0.1816,0.3214,0.0508,0.5331,0.0663,0.3846,0.2904,0.069,0.1648,0.19,0.6535,0.3071
sad,sick,DC,MH,0.2568,0.3458,0.2948,0.3572,-0.0266,0.4839,0.0322,0.3846,0.2904,0.24,0.6592,0.5134,0.8083,0.6165
sad,tree,DC,MH,0.2568,0.3458,0.3126,0.4288,0.0272,0.516,0.032,0.3846,0.2904,0.3622,0.707,0.439,0.7645,0.529
safety,sandstorm,DC,MH,0.3034,0.3084,0.1816,0.3214,0.1348,0.5867,0.1733,0.3758,0.3322,0.069,0.1648,0.1394,0.6115,0.2229
safety,sick,DC,MH,0.3034,0.3084,0.2948,0.3572,0.0574,0.5344,0.0689,0.3758,0.3322,0.24,0.6592,0.4628,0.7804,0.5608
safety,tree,DC,MH,0.3034,0.3084,0.3126,0.4288,0.1112,0.5647,0.1295,0.3758,0.3322,0.3622,0.707,0.3884,0.7352,0.4703
sandstorm,sick,DC,MH,0.1816,0.3214,0.2948,0.3572,-0.0774,0.4509,0.0983,0.069,0.1648,0.24,0.6592,0.3234,0.7633,0.5267
sandstorm,tree,DC,MH,0.1816,0.3214,0.3126,0.4288,-0.0236,0.4854,0.0292,0.069,0.1648,0.3622,0.707,0.249,0.6993,0.3985
sick,tree,DC,MH,0.2948,0.3572,0.3126,0.4288,0.0538,0.531,0.0619,0.24,0.6592,0.3622,0.707,-0.0744,0.4494,0.1011
angry,banana,DC,MO,0.2428,0.2308,0.1208,0.231,0.1222,0.5953,0.1907,0.1014,0.1952,0.0568,0.2206,0.07,0.5786,0.1572
angry,death,DC,MO,0.2428,0.2308,0.1532,0.1584,0.0172,0.5141,0.0282,0.1014,0.1952,0.1342,0.1522,-0.0758,0.4135,0.173
angry,happy,DC,MO,0.2428,0.2308,0.2986,0.32,0.0334,0.5219,0.0437,0.1014,0.1952,0.3704,0.35,-0.1142,0.4122,0.1756
angry,justice,DC,MO,0.2428,0.2308,0.2092,0.204,0.0068,0.5051,0.0102,0.1014,0.1952,0.3298,0.2096,-0.214,0.3195,0.361
angry,lightning,DC,MO,0.2428,0.2308,0.2682,0.28,0.0238,0.5162,0.0324,0.1014,0.1952,0.07,0.1292,-0.0346,0.4553,0.0894
angry,mango,DC,MO,0.2428,0.2308,0.233,0.21560000000000001,-0.0054,0.4961,0.0079,0.1014,0.1952,0.051,0.585,0.4402,0.8506,0.7012
angry,peace,DC,MO,0.2428,0.2308,0.3236,0.2126,-0.099,0.4321,0.1358,0.1014,0.1952,0.5204,0.3738,-0.2404,0.3265,0.3471
angry,peach,DC,MO,0.2428,0.2308,0.233,0.3246,0.1036,0.57,0.1401,0.1014,0.1952,0.08,0.7888,0.615,0.9584,0.9169
angry,sad,DC,MO,0.2428,0.2308,0.2568,0.3254,0.0806,0.5538,0.1075,0.1014,0.1952,0.3846,0.2566,-0.2218,0.325,0.3501
angry,safety,DC,MO,0.2428,0.2308,0.3034,0.258,-0.0334,0.4774,0.0452,0.1014,0.1952,0.3758,0.2762,-0.1934,0.3476,0.3048
angry,sandstorm,DC,MO,0.2428,0.2308,0.1816,0.5322,0.3626,0.7288,0.4576,0.1014,0.1952,0.069,0.7142,0.5514,0.9227,0.8454
angry,sick,DC,MO,0.2428,0.2308,0.2948,0.2638,-0.019,0.4871,0.0257,0.1014,0.1952,0.24,0.4076,0.0738,0.5602,0.1204
angry,tree,DC,MO,0.2428,0.2308,0.3126,0.2598,-0.0408,0.4726,0.0548,0.1014,0.1952,0.3622,0.2726,-0.1834,0.3539,0.2923
banana,death,DC,MO,0.1208,0.231,0.1532,0.1584,-0.105,0.4032,0.1936,0.0568,0.2206,0.1342,0.1522,-0.1458,0.3364,0.3272
banana,happy,DC,MO,0.1208,0.231,0.2986,0.32,-0.0888,0.4374,0.1251,0.0568,0.2206,0.3704,0.35,-0.1842,0.36,0.2801
banana,justice,DC,MO,0.1208,0.231,0.2092,0.204,-0.1154,0.4047,0.1905,0.0568,0.2206,0.3298,0.2096,-0.284,0.2663,0.4674
banana,lightning,DC,MO,0.1208,0.231,0.2682,0.28,-0.0984,0.4274,0.1452,0.0568,0.2206,0.07,0.1292,-0.1046,0.3664,0.2671
banana,mango,DC,MO,0.1208,0.231,0.233,0.21560000000000001,-0.1276,0.3983,0.2034,0.0568,0.2206,0.051,0.585,0.3702,0.8096,0.6191
banana,peace,DC,MO,0.1208,0.231,0.3236,0.2126,-0.2212,0.3384,0.3232,0.0568,0.2206,0.5204,0.3738,-0.3104,0.2804,0.4392
banana,peach,DC,MO,0.1208,0.231,0.233,0.3246,-0.0186,0.4863,0.0275,0.0568,0.2206,0.08,0.7888,0.545,0.9385,0.8769
banana,sad,DC,MO,0.1208,0.231,0.2568,0.3254,-0.0416,0.4698,0.0603,0.0568,0.2206,0.3846,0.2566,-0.2918,0.2748,0.4505
banana,safety,DC,MO,0.1208,0.231,0.3034,0.258,-0.1556,0.3871,0.2257,0.0568,0.2206,0.3758,0.2762,-0.2634,0.2964,0.4071
banana,sandstorm,DC,MO,0.1208,0.231,0.1816,0.5322,0.2404,0.6694,0.3388,0.0568,0.2206,0.069,0.7142,0.4814,0.8939,0.7877
banana,sick,DC,MO,0.1208,0.231,0.2948,0.2638,-0.1412,0.3972,0.2056,0.0568,0.2206,0.24,0.4076,0.0038,0.5031,0.0062
banana,tree,DC,MO,0.1208,0.231,0.3126,0.2598,-0.163,0.3828,0.2344,0.0568,0.2206,0.3622,0.2726,-0.2534,0.3018,0.3963
death,happy,DC,MO,0.1532,0.1584,0.2986,0.32,0.0162,0.5118,0.0237,0.1342,0.1522,0.3704,0.35,-0.0384,0.47,0.0601
death,justice,DC,MO,0.1532,0.1584,0.2092,0.204,-0.0104,0.4909,0.0181,0.1342,0.1522,0.3298,0.2096,-0.1382,0.3794,0.2411
death,lightning,DC,MO,0.1532,0.1584,0.2682,0.28,0.0066,0.5051,0.0101,0.1342,0.1522,0.07,0.1292,0.0412,0.5547,0.1095
death,mango,DC,MO,0.1532,0.1584,0.233,0.21560000000000001,-0.0226,0.481,0.0379,0.1342,0.1522,0.051,0.585,0.516,0.8919,0.7838
death,peace,DC,MO,0.1532,0.1584,0.3236,0.2126,-0.1162,0.4102,0.1795,0.1342,0.1522,0.5204,0.3738,-0.1646,0.378,0.2441
death,peach,DC,MO,0.1532,0.1584,0.233,0.3246,0.0864,0.5658,0.1316,0.1342,0.1522,0.08,0.7888,0.6908,0.9767,0.9533
death,sad,DC,MO,0.1532,0.1584,0.2568,0.3254,0.0634,0.5475,0.0949,0.1342,0.1522,0.3846,0.2566,-0.146,0.3812,0.2375
death,safety,DC,MO,0.1532,0.1584,0.3034,0.258,-0.0506,0.4616,0.0769,0.1342,0.1522,0.3758,0.2762,-0.1176,0.4048,0.1904
death,sandstorm,DC,MO,0.1532,0.1584,0.1816,0.5322,0.3454,0.7425,0.485,0.1342,0.1522,0.069,0.7142,0.6272,0.9505,0.9009
death,sick,DC,MO,0.1532,0.1584,0.2948,0.2638,-0.0362,0.4724,0.0551,0.1342,0.1522,0.24,0.4076,0.1496,0.622,0.244
death,tree,DC,MO,0.1532,0.1584,0.3126,0.2598,-0.058,0.4563,0.0874,0.1342,0.1522,0.3622,0.2726,-0.1076,0.412,0.1761
happy,justice,DC,MO,0.2986,0.32,0.2092,0.204,-0.0266,0.4819,0.0362,0.3704,0.35,0.3298,0.2096,-0.0998,0.4328,0.1344
happy,lightning,DC,MO,0.2986,0.32,0.2682,0.28,-0.0096,0.494,0.012,0.3704,0.35,0.07,0.1292,0.0796,0.5653,0.1306
happy,mango,DC,MO,0.2986,0.32,0.233,0.21560000000000001,-0.0388,0.4742,0.0516,0.3704,0.35,0.051,0.585,0.5544,0.8369,0.6738
happy,peace,DC,MO,0.2986,0.32,0.3236,0.2126,-0.1324,0.4167,0.1666,0.3704,0.35,0.5204,0.3738,-0.1262,0.4233,0.1535
happy,peach,DC,MO,0.2986,0.32,0.233,0.3246,0.0702,0.5439,0.0877,0.3704,0.35,0.08,0.7888,0.7292,0.9216,0.8431
happy,sad,DC,MO,0.2986,0.32,0.2568,0.3254,0.0472,0.5291,0.0583,0.3704,0.35,0.3846,0.2566,-0.1076,0.4305,0.1389
happy,safety,DC,MO,0.2986,0.32,0.3034,0.258,-0.0668,0.4584,0.0832,0.3704,0.35,0.3758,0.2762,-0.0792,0.4491,0.1018
happy,sandstorm,DC,MO,0.2986,0.32,0.1816,0.5322,0.3292,0.6952,0.3904,0.3704,0.35,0.069,0.7142,0.6656,0.892,0.7841
happy,sick,DC,MO,0.2986,0.32,0.2948,0.2638,-0.0524,0.4673,0.0654,0.3704,0.35,0.24,0.4076,0.188,0.6203,0.2407
happy,tree,DC,MO,0.2986,0.32,0.3126,0.2598,-0.0742,0.4541,0.0919,0.3704,0.35,0.3622,0.2726,-0.0692,0.4552,0.0895
justice,lightning,DC,MO,0.2092,0.204,0.2682,0.28,0.017,0.5121,0.0242,0.3298,0.2096,0.07,0.1292,0.1794,0.6649,0.3298
justice,mango,DC,MO,0.2092,0.204,0.233,0.21560000000000001,-0.0122,0.4907,0.0187,0.3298,0.2096,0.051,0.585,0.6542,0.8994,0.7988
justice,peace,DC,MO,0.2092,0.204,0.3236,0.2126,-0.1058,0.4243,0.1513,0.3298,0.2096,0.5204,0.3738,-0.0264,0.4827,0.0347
justice,peach,DC,MO,0.2092,0.204,0.233,0.3246,0.0968,0.5682,0.1365,0.3298,0.2096,0.08,0.7888,0.829,0.9653,0.9306
justice,sad,DC,MO,0.2092,0.204,0.2568,0.3254,0.0738,0.5513,0.1025,0.3298,0.2096,0.3846,0.2566,-0.0078,0.4945,0.011
justice,safety,DC,MO,0.2092,0.204,0.3034,0.258,-0.0402,0.4717,0.0566,0.3298,0.2096,0.3758,0.2762,0.0206,0.5144,0.0288
justice,sandstorm,DC,MO,0.2092,0.204,0.1816,0.5322,0.3558,0.7332,0.4663,0.3298,0.2096,0.069,0.7142,0.7654,0.9438,0.8876
justice,sick,DC,MO,0.2092,0.204,0.2948,0.2638,-0.0258,0.4818,0.0364,0.3298,0.2096,0.24,0.4076,0.2878,0.6946,0.3892
justice,tree,DC,MO,0.2092,0.204,0.3126,0.2598,-0.0476,0.4667,0.0666,0.3298,0.2096,0.3622,0.2726,0.0306,0.5215,0.043
lightning,mango,DC,MO,0.2682,0.28,0.233,0.21560000000000001,-0.0292,0.4798,0.0405,0.07,0.1292,0.051,0.585,0.4748,0.8907,0.7815
lightning,peace,DC,MO,0.2682,0.28,0.3236,0.2126,-0.1228,0.4198,0.1605,0.07,0.1292,0.5204,0.3738,-0.2058,0.3418,0.3163
lightning,peach,DC,MO,0.2682,0.28,0.233,0.3246,0.0798,0.5517,0.1033,0.07,0.1292,0.08,0.7888,0.6496,0.9823,0.9646
lightning,sad,DC,MO,0.2682,0.28,0.2568,0.3254,0.0568,0.5363,0.0726,0.07,0.1292,0.3846,0.2566,-0.1872,0.3408,0.3184
lightning,safety,DC,MO,0.2682,0.28,0.3034,0.258,-0.0572,0.4631,0.0739,0.07,0.1292,0.3758,0.2762,-0.1588,0.3654,0.2692
lightning,sandstorm,DC,MO,0.2682,0.28,0.1816,0.5322,0.3388,0.707,0.4139,0.07,0.1292,0.069,0.7142,0.586,0.9551,0.9101
lightning,sick,DC,MO,0.2682,0.28,0.2948,0.2638,-0.0428,0.4723,0.0554,0.07,0.1292,0.24,0.4076,0.1084,0.5943,0.1885
lightning,tree,DC,MO,0.2682,0.28,0.3126,0.2598,-0.0646,0.4585,0.0829,0.07,0.1292,0.3622,0.2726,-0.1488,0.3723,0.2554
mango,peace,DC,MO,0.233,0.21560000000000001,0.3236,0.2126,-0.0936,0.4347,0.1307,0.051,0.585,0.5204,0.3738,-0.6806,0.1214,0.7571
mango,peach,DC,MO,0.233,0.21560000000000001,0.233,0.3246,0.109,0.5749,0.1498,0.051,0.585,0.08,0.7888,0.1748,0.6599,0.3198
mango,sad,DC,MO,0.233,0.21560000000000001,0.2568,0.3254,0.086,0.5583,0.1165,0.051,0.585,0.3846,0.2566,-0.662,0.1105,0.7789
mango,safety,DC,MO,0.233,0.21560000000000001,0.3034,0.258,-0.028,0.4807,0.0385,0.051,0.585,0.3758,0.2762,-0.6336,0.1227,0.7545
mango,sandstorm,DC,MO,0.233,0.21560000000000001,0.1816,0.5322,0.368,0.7351,0.4703,0.051,0.585,0.069,0.7142,0.1112,0.5973,0.1945
mango,sick,DC,MO,0.233,0.21560000000000001,0.2948,0.2638,-0.0136,0.4906,0.0187,0.051,0.585,0.24,0.4076,-0.3664,0.2485,0.5029
mango,tree,DC,MO,0.233,0.21560000000000001,0.3126,0.2598,-0.0354,0.4758,0.0484,0.051,0.585,0.3622,0.2726,-0.6236,0.1247,0.7505
peace,peach,DC,MO,0.3236,0.2126,0.233,0.3246,0.2026,0.6305,0.261,0.5204,0.3738,0.08,0.7888,0.8554,0.9451,0.8902
peace,sad,DC,MO,0.3236,0.2126,0.2568,0.3254,0.1796,0.6145,0.229,0.5204,0.3738,0.3846,0.2566,0.0186,0.5117,0.0235
peace,safety,DC,MO,0.3236,0.2126,0.3034,0.258,0.0656,0.5428,0.0855,0.5204,0.3738,0.3758,0.2762,0.047,0.5295,0.059
peace,sandstorm,DC,MO,0.3236,0.2126,0.1816,0.5322,0.4616,0.7732,0.5463,0.5204,0.3738,0.069,0.7142,0.7918,0.9224,0.8449
peace,sick,DC,MO,0.3236,0.2126,0.2948,0.2638,0.08,0.5522,0.1044,0.5204,0.3738,0.24,0.4076,0.3142,0.6909,0.3818
peace,tree,DC,MO,0.3236,0.2126,0.3126,0.2598,0.0582,0.5377,0.0755,0.5204,0.3738,0.3622,0.2726,0.057,0.5359,0.0719
peach,sad,DC,MO,0.233,0.3246,0.2568,0.3254,-0.023,0.4853,0.0294,0.08,0.7888,0.3846,0.2566,-0.8368,0.0435,0.9129
peach,safety,DC,MO,0.233,0.3246,0.3034,0.258,-0.137,0.4124,0.1753,0.08,0.7888,0.3758,0.2762,-0.8084,0.0509,0.8982
peach,sandstorm,DC,MO,0.233,0.3246,0.1816,0.5322,0.259,0.661,0.322,0.08,0.7888,0.069,0.7142,-0.0636,0.4349,0.1303
peach,sick,DC,MO,0.233,0.3246,0.2948,0.2638,-0.1226,0.4213,0.1573,0.08,0.7888,0.24,0.4076,-0.5412,0.1334,0.7332
peach,tree,DC,MO,0.233,0.3246,0.3126,0.2598,-0.1444,0.4082,0.1836,0.08,0.7888,0.3622,0.2726,-0.7984,0.0515,0.8971
sad,safety,DC,MO,0.2568,0.3254,0.3034,0.258,-0.114,0.4279,0.1442,0.3846,0.2566,0.3758,0.2762,0.0284,0.519,0.0379
sad,sandstorm,DC,MO,0.2568,0.3254,0.1816,0.5322,0.282,0.6721,0.3443,0.3846,0.2566,0.069,0.7142,0.7732,0.9341,0.8682
sad,sick,DC,MO,0.2568,0.3254,0.2948,0.2638,-0.0996,0.4369,0.1263,0.3846,0.2566,0.24,0.4076,0.2956,0.6912,0.3825
sad,tree,DC,MO,0.2568,0.3254,0.3126,0.2598,-0.1214,0.4237,0.1526,0.3846,0.2566,0.3622,0.2726,0.0384,0.5258,0.0516
safety,sandstorm,DC,MO,0.3034,0.258,0.1816,0.5322,0.396,0.7364,0.4728,0.3758,0.2762,0.069,0.7142,0.7448,0.9248,0.8497
safety,sick,DC,MO,0.3034,0.258,0.2948,0.2638,0.0144,0.5093,0.0185,0.3758,0.2762,0.24,0.4076,0.2672,0.673,0.346
safety,tree,DC,MO,0.3034,0.258,0.3126,0.2598,-0.0074,0.4953,0.0095,0.3758,0.2762,0.3622,0.2726,0.01,0.5067,0.0133
sandstorm,sick,DC,MO,0.1816,0.5322,0.2948,0.2638,-0.3816,0.2709,0.4581,0.069,0.7142,0.24,0.4076,-0.4776,0.1752,0.6496
sandstorm,tree,DC,MO,0.1816,0.5322,0.3126,0.2598,-0.4034,0.2609,0.4782,0.069,0.7142,0.3622,0.2726,-0.7348,0.0762,0.8475
sick,tree,DC,MO,0.2948,0.2638,0.3126,0.2598,-0.0218,0.4861,0.0279,0.24,0.4076,0.3622,0.2726,-0.2572,0.3321,0.3358
angry,banana,DC,MP,0.2428,0.1816,0.1208,0.1404,0.0808,0.5728,0.1456,0.1014,0.1072,0.0568,0.0544,-0.0082,0.4844,0.0313
angry,death,DC,MP,0.2428,0.1816,0.1532,0.4454,0.3534,0.7348,0.4697,0.1014,0.1072,0.1342,0.0938,-0.0462,0.432,0.136
angry,happy,DC,MP,0.2428,0.1816,0.2986,0.264,0.0266,0.5186,0.0372,0.1014,0.1072,0.3704,0.5084,0.1322,0.6031,0.2062
angry,justice,DC,MP,0.2428,0.1816,0.2092,0.2238,0.0758,0.5581,0.1162,0.1014,0.1072,0.3298,0.2626,-0.073,0.4348,0.1304
angry,lightning,DC,MP,0.2428,0.1816,0.2682,0.3518,0.1448,0.5971,0.1941,0.1014,0.1072,0.07,0.0836,0.0078,0.5136,0.0272
angry,mango,DC,MP,0.2428,0.1816,0.233,0.1594,-0.0124,0.4901,0.0198,0.1014,0.1072,0.051,0.0536,-0.0032,0.4938,0.0124
angry,peace,DC,MP,0.2428,0.1816,0.3236,0.254,-0.0084,0.4942,0.0116,0.1014,0.1072,0.5204,0.4942,-0.032,0.4755,0.049
angry,peach,DC,MP,0.2428,0.1816,0.233,0.1904,0.0186,0.5144,0.0288,0.1014,0.1072,0.08,0.0594,-0.0264,0.4528,0.0944
angry,sad,DC,MP,0.2428,0.1816,0.2568,0.488,0.2924,0.6853,0.3707,0.1014,0.1072,0.3846,0.2126,-0.1778,0.343,0.3141
angry,safety,DC,MP,0.2428,0.1816,0.3034,0.2388,-0.0034,0.4976,0.0048,0.1014,0.1072,0.3758,0.298,-0.0836,0.4295,0.141
angry,sandstorm,DC,MP,0.2428,0.1816,0.1816,0.1912,0.0708,0.5573,0.1145,0.1014,0.1072,0.069,0.049,-0.0258,0.4517,0.0965
angry,sick,DC,MP,0.2428,0.1816,0.2948,0.402,0.1684,0.6088,0.2175,0.1014,0.1072,0.24,0.1502,-0.0956,0.3945,0.211
angry,tree,DC,MP,0.2428,0.1816,0.3126,0.1514,-0.1,0.4252,0.1496,0.1014,0.1072,0.3622,0.0974,-0.2706,0.2421,0.5158
banana,death,DC,MP,0.1208,0.1404,0.1532,0.4454,0.2726,0.7087,0.4175,0.0568,0.0544,0.1342,0.0938,-0.038,0.4325,0.135
banana,happy,DC,MP,0.1208,0.1404,0.2986,0.264,-0.0542,0.4573,0.0855,0.0568,0.0544,0.3704,0.5084,0.1404,0.6144,0.2288
banana,justice,DC,MP,0.1208,0.1404,0.2092,0.2238,-0.005,0.4955,0.009,0.0568,0.0544,0.3298,0.2626,-0.0648,0.4384,0.1231
banana,lightning,DC,MP,0.1208,0.1404,0.2682,0.3518,0.064,0.5485,0.097,0.0568,0.0544,0.07,0.0836,0.016,0.537,0.0739
banana,mango,DC,MP,0.1208,0.1404,0.233,0.1594,-0.0932,0.413,0.1741,0.0568,0.0544,0.051,0.0536,0.005,0.5141,0.0283
banana,peace,DC,MP,0.1208,0.1404,0.3236,0.254,-0.0892,0.4306,0.1389,0.0568,0.0544,0.5204,0.4942,-0.0238,0.4809,0.0381
banana,peach,DC,MP,0.1208,0.1404,0.233,0.1904,-0.0622,0.4438,0.1125,0.0568,0.0544,0.08,0.0594,-0.0182,0.4557,0.0886
banana,sad,DC,MP,0.1208,0.1404,0.2568,0.488,0.2116,0.6514,0.3028,0.0568,0.0544,0.3846,0.2126,-0.1696,0.3407,0.3187
banana,safety,DC,MP,0.1208,0.1404,0.3034,0.2388,-0.0842,0.4325,0.1349,0.0568,0.0544,0.3758,0.298,-0.0754,0.4328,0.1343
banana,sandstorm,DC,MP,0.1208,0.1404,0.1816,0.1912,-0.01,0.4903,0.0193,0.0568,0.0544,0.069,0.049,-0.0176,0.4533,0.0934
banana,sick,DC,MP,0.1208,0.1404,0.2948,0.402,0.0876,0.5634,0.1269,0.0568,0.0544,0.24,0.1502,-0.0874,0.3936,0.2127
banana,tree,DC,MP,0.1208,0.1404,0.3126,0.1514,-0.1808,0.3466,0.3069,0.0568,0.0544,0.3622,0.0974,-0.2624,0.2306,0.5387
death,happy,DC,MP,0.1532,0.4454,0.2986,0.264,-0.3268,0.2976,0.4049,0.1342,0.0938,0.3704,0.5084,0.1784,0.6363,0.2726
death,justice,DC,MP,0.1532,0.4454,0.2092,0.2238,-0.2776,0.3121,0.3758,0.1342,0.0938,0.3298,0.2626,-0.0268,0.4763,0.0473
death,lightning,DC,MP,0.1532,0.4454,0.2682,0.3518,-0.2086,0.3707,0.2587,0.1342,0.0938,0.07,0.0836,0.054,0.5882,0.1763
death,mango,DC,MP,0.1532,0.4454,0.233,0.1594,-0.3658,0.2532,0.49370000000000003,0.1342,0.0938,0.051,0.0536,0.043,0.5771,0.1543
death,peace,DC,MP,0.1532,0.4454,0.3236,0.254,-0.3618,0.2795,0.441,0.1342,0.0938,0.5204,0.4942,0.0142,0.5108,0.0215
death,peach,DC,MP,0.1532,0.4454,0.233,0.1904,-0.3348,0.276,0.4481,0.1342,0.0938,0.08,0.0594,0.0198,0.5334,0.0668
death,sad,DC,MP,0.1532,0.4454,0.2568,0.488,-0.061,0.4625,0.0751,0.1342,0.0938,0.3846,0.2126,-0.1316,0.3841,0.2317
death,safety,DC,MP,0.1532,0.4454,0.3034,0.2388,-0.3568,0.2785,0.4431,0.1342,0.0938,0.3758,0.298,-0.0374,0.4688,0.0625
death,sandstorm,DC,MP,0.1532,0.4454,0.1816,0.1912,-0.2826,0.301,0.3979,0.1342,0.0938,0.069,0.049,0.0204,0.5358,0.0717
death,sick,DC,MP,0.1532,0.4454,0.2948,0.402,-0.185,0.3882,0.2236,0.1342,0.0938,0.24,0.1502,-0.0494,0.4463,0.1074
death,tree,DC,MP,0.1532,0.4454,0.3126,0.1514,-0.4534,0.2161,0.5678,0.1342,0.0938,0.3622,0.0974,-0.2244,0.2849,0.4303
happy,justice,DC,MP,0.2986,0.264,0.2092,0.2238,0.0492,0.5341,0.0682,0.3704,0.5084,0.3298,0.2626,-0.2052,0.3708,0.2585
happy,lightning,DC,MP,0.2986,0.264,0.2682,0.3518,0.1182,0.5734,0.1468,0.3704,0.5084,0.07,0.0836,-0.1244,0.4001,0.1997
happy,mango,DC,MP,0.2986,0.264,0.233,0.1594,-0.039,0.4722,0.0557,0.3704,0.5084,0.051,0.0536,-0.1354,0.3893,0.2214
happy,peace,DC,MP,0.2986,0.264,0.3236,0.254,-0.035,0.4777,0.0446,0.3704,0.5084,0.5204,0.4942,-0.1642,0.4044,0.1913
happy,peach,DC,MP,0.2986,0.264,0.233,0.1904,-0.008,0.4944,0.0112,0.3704,0.5084,0.08,0.0594,-0.1586,0.3728,0.2545
happy,sad,DC,MP,0.2986,0.264,0.2568,0.488,0.2658,0.6577,0.3155,0.3704,0.5084,0.3846,0.2126,-0.31,0.3081,0.3838
happy,safety,DC,MP,0.2986,0.264,0.3034,0.2388,-0.03,0.4805,0.0389,0.3704,0.5084,0.3758,0.298,-0.2158,0.3682,0.2637
