conA,conB,col1,col2,x1_mg,x2_mg,x3_mg,x4_mg,dX_mg,p_gt0_mg,dS_mg,x1_us,x2_us,x3_us,x4_us,dX_us,p_gt0_us,dS_us
mango,peach,LB,SO,0.2242,0.5772,0.2988,0.3388,-0.313,0.3178,0.3645,0.0486,0.7842,0.054,0.6312,-0.1584,0.3491,0.3019
mango,sad,LB,SO,0.2242,0.5772,0.2766,0.2062,-0.4234,0.2436,0.5127,0.0486,0.7842,0.3498,0.0838,-1.0016,0.0073,0.9854
mango,safety,LB,SO,0.2242,0.5772,0.3254,0.3436,-0.3348,0.3084,0.3831,0.0486,0.7842,0.4148,0.4068,-0.7436,0.0806,0.8388
mango,sandstorm,LB,SO,0.2242,0.5772,0.1938,0.3536,-0.1932,0.3792,0.2415,0.0486,0.7842,0.0938,0.4428,-0.3866,0.1865,0.627
mango,sick,LB,SO,0.2242,0.5772,0.373,0.137,-0.589,0.1683,0.6633,0.0486,0.7842,0.1804,0.3056,-0.6104,0.0785,0.843
mango,tree,LB,SO,0.2242,0.5772,0.2656,0.226,-0.3926,0.2609,0.4781,0.0486,0.7842,0.1298,0.2038,-0.6616,0.0349,0.9303
peace,peach,LB,SO,0.4376,0.334,0.2988,0.3388,0.1436,0.5818,0.1635,0.7542,0.3294,0.054,0.6312,1.002,0.9739,0.9477
peace,sad,LB,SO,0.4376,0.334,0.2766,0.2062,0.0332,0.5204,0.0409,0.7542,0.3294,0.3498,0.0838,0.1588,0.6205,0.2409
peace,safety,LB,SO,0.4376,0.334,0.3254,0.3436,0.1218,0.5687,0.1373,0.7542,0.3294,0.4148,0.4068,0.4168,0.7501,0.5002
peace,sandstorm,LB,SO,0.4376,0.334,0.1938,0.3536,0.2634,0.6539,0.3078,0.7542,0.3294,0.0938,0.4428,0.7738,0.9253,0.8506
peace,sick,LB,SO,0.4376,0.334,0.373,0.137,-0.1324,0.4194,0.1612,0.7542,0.3294,0.1804,0.3056,0.55,0.8482,0.6965
peace,tree,LB,SO,0.4376,0.334,0.2656,0.226,0.064,0.5392,0.0783,0.7542,0.3294,0.1298,0.2038,0.4988,0.8494,0.6988
peach,sad,LB,SO,0.2988,0.3388,0.2766,0.2062,-0.1104,0.4291,0.1418,0.054,0.6312,0.3498,0.0838,-0.8432,0.0354,0.9291
peach,safety,LB,SO,0.2988,0.3388,0.3254,0.3436,-0.0218,0.4872,0.0257,0.054,0.6312,0.4148,0.4068,-0.5852,0.1546,0.6907
peach,sandstorm,LB,SO,0.2988,0.3388,0.1938,0.3536,0.1198,0.5747,0.1493,0.054,0.6312,0.0938,0.4428,-0.2282,0.3199,0.3601
peach,sick,LB,SO,0.2988,0.3388,0.373,0.137,-0.276,0.3284,0.3431,0.054,0.6312,0.1804,0.3056,-0.452,0.1759,0.6483
peach,tree,LB,SO,0.2988,0.3388,0.2656,0.226,-0.0796,0.449,0.102,0.054,0.6312,0.1298,0.2038,-0.5032,0.1195,0.761
sad,safety,LB,SO,0.2766,0.2062,0.3254,0.3436,0.0886,0.5562,0.1123,0.3498,0.0838,0.4148,0.4068,0.258,0.6726,0.3453
sad,sandstorm,LB,SO,0.2766,0.2062,0.1938,0.3536,0.2302,0.6534,0.3069,0.3498,0.0838,0.0938,0.4428,0.615,0.8956,0.7912
sad,sick,LB,SO,0.2766,0.2062,0.373,0.137,-0.1656,0.3851,0.2298,0.3498,0.0838,0.1804,0.3056,0.3912,0.7891,0.5782
sad,tree,LB,SO,0.2766,0.2062,0.2656,0.226,0.0308,0.5217,0.0433,0.3498,0.0838,0.1298,0.2038,0.34,0.7859,0.5718
safety,sandstorm,LB,SO,0.3254,0.3436,0.1938,0.3536,0.1416,0.5868,0.1736,0.4148,0.4068,0.0938,0.4428,0.357,0.7261,0.4522
safety,sick,LB,SO,0.3254,0.3436,0.373,0.137,-0.2542,0.3435,0.3131,0.4148,0.4068,0.1804,0.3056,0.1332,0.589,0.178
safety,tree,LB,SO,0.3254,0.3436,0.2656,0.226,-0.0578,0.4635,0.073,0.4148,0.4068,0.1298,0.2038,0.082,0.5597,0.1195
sandstorm,sick,LB,SO,0.1938,0.3536,0.373,0.137,-0.3958,0.2501,0.4998,0.0938,0.4428,0.1804,0.3056,-0.2238,0.3295,0.3411
sandstorm,tree,LB,SO,0.1938,0.3536,0.2656,0.226,-0.1994,0.367,0.2659,0.0938,0.4428,0.1298,0.2038,-0.275,0.2714,0.4573
sick,tree,LB,SO,0.373,0.137,0.2656,0.226,0.1964,0.6346,0.2693,0.1804,0.3056,0.1298,0.2038,-0.0512,0.4546,0.0907
angry,banana,LB,SP,0.1918,0.252,0.128,0.1486,-0.0396,0.4655,0.0691,0.0746,0.1408,0.0416,0.0422,-0.0656,0.376,0.248
angry,death,LB,SP,0.1918,0.252,0.185,0.5226,0.2774,0.6822,0.3644,0.0746,0.1408,0.0902,0.0856,-0.0708,0.3876,0.2248
angry,happy,LB,SP,0.1918,0.252,0.4598,0.3078,-0.2122,0.3679,0.2643,0.0746,0.1408,0.5664,0.5532,-0.0794,0.4391,0.1219
angry,justice,LB,SP,0.1918,0.252,0.39,0.2902,-0.16,0.3971,0.2058,0.0746,0.1408,0.355,0.2242,-0.197,0.3275,0.345
angry,lightning,LB,SP,0.1918,0.252,0.322,0.333,-0.0492,0.4678,0.0644,0.0746,0.1408,0.2592,0.1004,-0.225,0.2603,0.4793
angry,mango,LB,SP,0.1918,0.252,0.2242,0.1868,-0.0976,0.4252,0.1496,0.0746,0.1408,0.0486,0.0524,-0.0624,0.3852,0.2296
angry,peace,LB,SP,0.1918,0.252,0.4376,0.2536,-0.2442,0.344,0.312,0.0746,0.1408,0.7542,0.3694,-0.451,0.16,0.6799
angry,peach,LB,SP,0.1918,0.252,0.2988,0.2148,-0.1442,0.3983,0.2035,0.0746,0.1408,0.054,0.0788,-0.0414,0.4279,0.1441
angry,sad,LB,SP,0.1918,0.252,0.2766,0.397,0.0602,0.5393,0.0786,0.0746,0.1408,0.3498,0.1294,-0.2866,0.2366,0.5268
angry,safety,LB,SP,0.1918,0.252,0.3254,0.2564,-0.1292,0.4125,0.1749,0.0746,0.1408,0.4148,0.2808,-0.2002,0.3371,0.3258
angry,sandstorm,LB,SP,0.1918,0.252,0.1938,0.1526,-0.1014,0.4178,0.1644,0.0746,0.1408,0.0938,0.045,-0.115,0.3107,0.3786
angry,sick,LB,SP,0.1918,0.252,0.373,0.3604,-0.0728,0.454,0.092,0.0746,0.1408,0.1804,0.124,-0.1226,0.3499,0.3003
angry,tree,LB,SP,0.1918,0.252,0.2656,0.1718,-0.154,0.3854,0.2292,0.0746,0.1408,0.1298,0.0786,-0.1174,0.33,0.34
banana,death,LB,SP,0.128,0.1486,0.185,0.5226,0.317,0.7295,0.4589,0.0416,0.0422,0.0902,0.0856,-0.0052,0.4881,0.0237
banana,happy,LB,SP,0.128,0.1486,0.4598,0.3078,-0.1726,0.3804,0.2392,0.0416,0.0422,0.5664,0.5532,-0.0138,0.4887,0.0226
banana,justice,LB,SP,0.128,0.1486,0.39,0.2902,-0.1204,0.4133,0.1733,0.0416,0.0422,0.355,0.2242,-0.1314,0.3726,0.2547
banana,lightning,LB,SP,0.128,0.1486,0.322,0.333,-0.0096,0.493,0.014,0.0416,0.0422,0.2592,0.1004,-0.1594,0.2995,0.401
banana,mango,LB,SP,0.128,0.1486,0.2242,0.1868,-0.058,0.4476,0.1048,0.0416,0.0422,0.0486,0.0524,0.0032,0.5105,0.0209
banana,peace,LB,SP,0.128,0.1486,0.4376,0.2536,-0.2046,0.3535,0.2931,0.0416,0.0422,0.7542,0.3694,-0.3854,0.1784,0.6432
banana,peach,LB,SP,0.128,0.1486,0.2988,0.2148,-0.1046,0.4153,0.1694,0.0416,0.0422,0.054,0.0788,0.0242,0.5661,0.1322
banana,sad,LB,SP,0.128,0.1486,0.2766,0.397,0.0998,0.5725,0.145,0.0416,0.0422,0.3498,0.1294,-0.221,0.269,0.4619
banana,safety,LB,SP,0.128,0.1486,0.3254,0.2564,-0.0896,0.4313,0.1374,0.0416,0.0422,0.4148,0.2808,-0.1346,0.3806,0.2389
banana,sandstorm,LB,SP,0.128,0.1486,0.1938,0.1526,-0.0618,0.4395,0.1209,0.0416,0.0422,0.0938,0.045,-0.0494,0.3734,0.2532
banana,sick,LB,SP,0.128,0.1486,0.373,0.3604,-0.0332,0.4767,0.0466,0.0416,0.0422,0.1804,0.124,-0.057,0.4149,0.1703
banana,tree,LB,SP,0.128,0.1486,0.2656,0.1718,-0.1144,0.4004,0.1991,0.0416,0.0422,0.1298,0.0786,-0.0518,0.3983,0.2033
death,happy,LB,SP,0.185,0.5226,0.4598,0.3078,-0.4896,0.2341,0.5318,0.0902,0.0856,0.5664,0.5532,-0.0086,0.4932,0.0136
death,justice,LB,SP,0.185,0.5226,0.39,0.2902,-0.4374,0.2539,0.4921,0.0902,0.0856,0.355,0.2242,-0.1262,0.3837,0.2327
death,lightning,LB,SP,0.185,0.5226,0.322,0.333,-0.3266,0.3095,0.3809,0.0902,0.0856,0.2592,0.1004,-0.1542,0.3212,0.3577
death,mango,LB,SP,0.185,0.5226,0.2242,0.1868,-0.375,0.2563,0.4874,0.0902,0.0856,0.0486,0.0524,0.0084,0.5184,0.0367
death,peace,LB,SP,0.185,0.5226,0.4376,0.2536,-0.5216,0.2132,0.5736,0.0902,0.0856,0.7542,0.3694,-0.3802,0.1936,0.6129
death,peach,LB,SP,0.185,0.5226,0.2988,0.2148,-0.4216,0.245,0.5099,0.0902,0.0856,0.054,0.0788,0.0294,0.5588,0.1176
death,sad,LB,SP,0.185,0.5226,0.2766,0.397,-0.2172,0.3706,0.2588,0.0902,0.0856,0.3498,0.1294,-0.2158,0.2869,0.4262
death,safety,LB,SP,0.185,0.5226,0.3254,0.2564,-0.4066,0.2607,0.4787,0.0902,0.0856,0.4148,0.2808,-0.1294,0.3899,0.2201
death,sandstorm,LB,SP,0.185,0.5226,0.1938,0.1526,-0.3788,0.2443,0.5115,0.0902,0.0856,0.0938,0.045,-0.0442,0.4144,0.1712
death,sick,LB,SP,0.185,0.5226,0.373,0.3604,-0.3502,0.3023,0.3955,0.0902,0.0856,0.1804,0.124,-0.0518,0.4309,0.1382
death,tree,LB,SP,0.185,0.5226,0.2656,0.1718,-0.4314,0.2296,0.5408,0.0902,0.0856,0.1298,0.0786,-0.0466,0.4238,0.1524
happy,justice,LB,SP,0.4598,0.3078,0.39,0.2902,0.0522,0.5298,0.0595,0.5664,0.5532,0.355,0.2242,-0.1176,0.4252,0.1496
happy,lightning,LB,SP,0.4598,0.3078,0.322,0.333,0.163,0.5926,0.1852,0.5664,0.5532,0.2592,0.1004,-0.1456,0.398,0.2041
happy,mango,LB,SP,0.4598,0.3078,0.2242,0.1868,0.1146,0.5737,0.1474,0.5664,0.5532,0.0486,0.0524,0.017,0.5138,0.0277
happy,peace,LB,SP,0.4598,0.3078,0.4376,0.2536,-0.032,0.4816,0.0367,0.5664,0.5532,0.7542,0.3694,-0.3716,0.2784,0.4432
happy,peach,LB,SP,0.4598,0.3078,0.2988,0.2148,0.068,0.5415,0.083,0.5664,0.5532,0.054,0.0788,0.038,0.5305,0.061
happy,sad,LB,SP,0.4598,0.3078,0.2766,0.397,0.2724,0.6522,0.3044,0.5664,0.5532,0.3498,0.1294,-0.2072,0.3638,0.2724
happy,safety,LB,SP,0.4598,0.3078,0.3254,0.2564,0.083,0.549,0.098,0.5664,0.5532,0.4148,0.2808,-0.1208,0.4262,0.1477
happy,sandstorm,LB,SP,0.4598,0.3078,0.1938,0.1526,0.1108,0.5741,0.1482,0.5664,0.5532,0.0938,0.045,-0.0356,0.4715,0.0569
happy,sick,LB,SP,0.4598,0.3078,0.373,0.3604,0.1394,0.5774,0.1548,0.5664,0.5532,0.1804,0.124,-0.0432,0.4683,0.0634
happy,tree,LB,SP,0.4598,0.3078,0.2656,0.1718,0.0582,0.537,0.074,0.5664,0.5532,0.1298,0.0786,-0.038,0.4706,0.0588
justice,lightning,LB,SP,0.39,0.2902,0.322,0.333,0.1108,0.5645,0.1291,0.355,0.2242,0.2592,0.1004,-0.028,0.4774,0.0453
justice,mango,LB,SP,0.39,0.2902,0.2242,0.1868,0.0624,0.5413,0.0827,0.355,0.2242,0.0486,0.0524,0.1346,0.6294,0.2587
justice,peace,LB,SP,0.39,0.2902,0.4376,0.2536,-0.0842,0.4508,0.0984,0.355,0.2242,0.7542,0.3694,-0.254,0.3283,0.3435
justice,peach,LB,SP,0.39,0.2902,0.2988,0.2148,0.0158,0.5099,0.0198,0.355,0.2242,0.054,0.0788,0.1556,0.6461,0.2921
justice,sad,LB,SP,0.39,0.2902,0.2766,0.397,0.2202,0.6265,0.2531,0.355,0.2242,0.3498,0.1294,-0.0896,0.4328,0.1344
justice,safety,LB,SP,0.39,0.2902,0.3254,0.2564,0.0308,0.5186,0.0372,0.355,0.2242,0.4148,0.2808,-0.0032,0.4978,0.0043
justice,sandstorm,LB,SP,0.39,0.2902,0.1938,0.1526,0.0586,0.5405,0.081,0.355,0.2242,0.0938,0.045,0.082,0.5778,0.1555
justice,sick,LB,SP,0.39,0.2902,0.373,0.3604,0.0872,0.5495,0.0991,0.355,0.2242,0.1804,0.124,0.0744,0.5628,0.1256
justice,tree,LB,SP,0.39,0.2902,0.2656,0.1718,0.006,0.5039,0.0078,0.355,0.2242,0.1298,0.0786,0.0796,0.5721,0.1442
lightning,mango,LB,SP,0.322,0.333,0.2242,0.1868,-0.0484,0.4677,0.0646,0.2592,0.1004,0.0486,0.0524,0.1626,0.7016,0.4031
lightning,peace,LB,SP,0.322,0.333,0.4376,0.2536,-0.195,0.3867,0.2266,0.2592,0.1004,0.7542,0.3694,-0.226,0.3271,0.3458
lightning,peach,LB,SP,0.322,0.333,0.2988,0.2148,-0.095,0.4404,0.1192,0.2592,0.1004,0.054,0.0788,0.1836,0.7185,0.437
lightning,sad,LB,SP,0.322,0.333,0.2766,0.397,0.1094,0.564,0.128,0.2592,0.1004,0.3498,0.1294,-0.0616,0.4463,0.1073
lightning,safety,LB,SP,0.322,0.333,0.3254,0.2564,-0.08,0.4515,0.097,0.2592,0.1004,0.4148,0.2808,0.0248,0.5188,0.0377
lightning,sandstorm,LB,SP,0.322,0.333,0.1938,0.1526,-0.0522,0.4637,0.0727,0.2592,0.1004,0.0938,0.045,0.11,0.6341,0.2682
lightning,sick,LB,SP,0.322,0.333,0.373,0.3604,-0.0236,0.4865,0.027,0.2592,0.1004,0.1804,0.124,0.1024,0.6043,0.2086
lightning,tree,LB,SP,0.322,0.333,0.2656,0.1718,-0.1048,0.4314,0.1371,0.2592,0.1004,0.1298,0.0786,0.1076,0.6219,0.2439
mango,peace,LB,SP,0.2242,0.1868,0.4376,0.2536,-0.1466,0.4028,0.1943,0.0486,0.0524,0.7542,0.3694,-0.3886,0.1782,0.6436
mango,peach,LB,SP,0.2242,0.1868,0.2988,0.2148,-0.0466,0.466,0.068,0.0486,0.0524,0.054,0.0788,0.021,0.5542,0.1083
mango,sad,LB,SP,0.2242,0.1868,0.2766,0.397,0.1578,0.6041,0.2082,0.0486,0.0524,0.3498,0.1294,-0.2242,0.2682,0.4637
mango,safety,LB,SP,0.2242,0.1868,0.3254,0.2564,-0.0316,0.478,0.0441,0.0486,0.0524,0.4148,0.2808,-0.1378,0.3786,0.2428
mango,sandstorm,LB,SP,0.2242,0.1868,0.1938,0.1526,-0.0038,0.4968,0.0064,0.0486,0.0524,0.0938,0.045,-0.0526,0.3722,0.2555
mango,sick,LB,SP,0.2242,0.1868,0.373,0.3604,0.0248,0.516,0.032,0.0486,0.0524,0.1804,0.124,-0.0602,0.4118,0.1765
mango,tree,LB,SP,0.2242,0.1868,0.2656,0.1718,-0.0564,0.4564,0.0873,0.0486,0.0524,0.1298,0.0786,-0.055,0.3955,0.209
peace,peach,LB,SP,0.4376,0.2536,0.2988,0.2148,0.1,0.5628,0.1256,0.7542,0.3694,0.054,0.0788,0.4096,0.8303,0.6606
peace,sad,LB,SP,0.4376,0.2536,0.2766,0.397,0.3044,0.6733,0.3466,0.7542,0.3694,0.3498,0.1294,0.1644,0.6196,0.2393
peace,safety,LB,SP,0.4376,0.2536,0.3254,0.2564,0.115,0.5697,0.1394,0.7542,0.3694,0.4148,0.2808,0.2508,0.6623,0.3246
peace,sandstorm,LB,SP,0.4376,0.2536,0.1938,0.1526,0.1428,0.5987,0.1974,0.7542,0.3694,0.0938,0.045,0.336,0.782,0.564
peace,sick,LB,SP,0.4376,0.2536,0.373,0.3604,0.1714,0.5973,0.1945,0.7542,0.3694,0.1804,0.124,0.3284,0.7519,0.5038
peace,tree,LB,SP,0.4376,0.2536,0.2656,0.1718,0.0902,0.5592,0.1184,0.7542,0.3694,0.1298,0.0786,0.3336,0.7704,0.5409
peach,sad,LB,SP,0.2988,0.2148,0.2766,0.397,0.2044,0.6264,0.2527,0.054,0.0788,0.3498,0.1294,-0.2452,0.2544,0.4913
peach,safety,LB,SP,0.2988,0.2148,0.3254,0.2564,0.015,0.5098,0.0196,0.054,0.0788,0.4148,0.2808,-0.1588,0.3629,0.2743
peach,sandstorm,LB,SP,0.2988,0.2148,0.1938,0.1526,0.0428,0.5329,0.0658,0.054,0.0788,0.0938,0.045,-0.0736,0.341,0.3179
peach,sick,LB,SP,0.2988,0.2148,0.373,0.3604,0.0714,0.5435,0.087,0.054,0.0788,0.1804,0.124,-0.0812,0.3864,0.2272
peach,tree,LB,SP,0.2988,0.2148,0.2656,0.1718,-0.0098,0.493,0.014,0.054,0.0788,0.1298,0.0786,-0.076,0.3661,0.2679
sad,safety,LB,SP,0.2766,0.397,0.3254,0.2564,-0.1894,0.3865,0.2269,0.3498,0.1294,0.4148,0.2808,0.0864,0.5614,0.1228
sad,sandstorm,LB,SP,0.2766,0.397,0.1938,0.1526,-0.1616,0.389,0.222,0.3498,0.1294,0.0938,0.045,0.1716,0.6768,0.3535
sad,sick,LB,SP,0.2766,0.397,0.373,0.3604,-0.133,0.4244,0.1512,0.3498,0.1294,0.1804,0.124,0.164,0.6478,0.2957
sad,tree,LB,SP,0.2766,0.397,0.2656,0.1718,-0.2142,0.3622,0.2756,0.3498,0.1294,0.1298,0.0786,0.1692,0.6653,0.3307
safety,sandstorm,LB,SP,0.3254,0.2564,0.1938,0.1526,0.0278,0.5203,0.0406,0.4148,0.2808,0.0938,0.045,0.0852,0.5742,0.1485
safety,sick,LB,SP,0.3254,0.2564,0.373,0.3604,0.0564,0.5333,0.0665,0.4148,0.2808,0.1804,0.124,0.0776,0.5612,0.1224
safety,tree,LB,SP,0.3254,0.2564,0.2656,0.1718,-0.0248,0.483,0.034,0.4148,0.2808,0.1298,0.0786,0.0828,0.5694,0.1388
sandstorm,sick,LB,SP,0.1938,0.1526,0.373,0.3604,0.0286,0.5192,0.0384,0.0938,0.045,0.1804,0.124,-0.0076,0.4894,0.0213
sandstorm,tree,LB,SP,0.1938,0.1526,0.2656,0.1718,-0.0526,0.4569,0.0863,0.0938,0.045,0.1298,0.0786,-0.0024,0.4958,0.0084
sick,tree,LB,SP,0.373,0.3604,0.2656,0.1718,-0.0812,0.4485,0.1029,0.1804,0.124,0.1298,0.0786,0.0052,0.5066,0.0132
angry,banana,LB,SR,0.1918,0.621,0.128,0.1622,-0.395,0.22,0.56,0.0746,0.7332,0.0416,0.0434,-0.6568,0.0135,0.973
angry,death,LB,SR,0.1918,0.621,0.185,0.2782,-0.336,0.2816,0.4368,0.0746,0.7332,0.0902,0.2494,-0.4994,0.107,0.786
angry,happy,LB,SR,0.1918,0.621,0.4598,0.5492,-0.3398,0.3119,0.3762,0.0746,0.7332,0.5664,0.5774,-0.6476,0.1225,0.7551
angry,justice,LB,SR,0.1918,0.621,0.39,0.4092,-0.41,0.273,0.454,0.0746,0.7332,0.355,0.28,-0.7336,0.0748,0.8504
angry,lightning,LB,SR,0.1918,0.621,0.322,0.5258,-0.2254,0.3683,0.2635,0.0746,0.7332,0.2592,0.17,-0.7478,0.0432,0.9137
angry,mango,LB,SR,0.1918,0.621,0.2242,0.2782,-0.3752,0.2647,0.4707,0.0746,0.7332,0.0486,0.3182,-0.389,0.1767,0.6467
angry,peace,LB,SR,0.1918,0.621,0.4376,0.3032,-0.5636,0.1972,0.6056,0.0746,0.7332,0.7542,0.2054,-1.2074,0.0033,0.9933
angry,peach,LB,SR,0.1918,0.621,0.2988,0.445,-0.283,0.3343,0.3314,0.0746,0.7332,0.054,0.1894,-0.5232,0.0748,0.8504
angry,sad,LB,SR,0.1918,0.621,0.2766,0.2424,-0.4634,0.221,0.558,0.0746,0.7332,0.3498,0.1296,-0.8788,0.026,0.9479
angry,safety,LB,SR,0.1918,0.621,0.3254,0.4582,-0.2964,0.3291,0.3418,0.0746,0.7332,0.4148,0.3344,-0.739,0.0844,0.8311
angry,sandstorm,LB,SR,0.1918,0.621,0.1938,0.2004,-0.4226,0.2229,0.5543,0.0746,0.7332,0.0938,0.0944,-0.658,0.0234,0.9531
angry,sick,LB,SR,0.1918,0.621,0.373,0.3258,-0.4764,0.2344,0.5312,0.0746,0.7332,0.1804,0.3264,-0.5126,0.1348,0.7303
angry,tree,LB,SR,0.1918,0.621,0.2656,0.1748,-0.52,0.1819,0.6361,0.0746,0.7332,0.1298,0.1256,-0.6628,0.0326,0.9348
banana,death,LB,SR,0.128,0.1622,0.185,0.2782,0.059,0.5497,0.0995,0.0416,0.0434,0.0902,0.2494,0.1574,0.7044,0.4088
banana,happy,LB,SR,0.128,0.1622,0.4598,0.5492,0.0552,0.5364,0.0728,0.0416,0.0434,0.5664,0.5774,0.0092,0.5076,0.0152
banana,justice,LB,SR,0.128,0.1622,0.39,0.4092,-0.015,0.4898,0.0203,0.0416,0.0434,0.355,0.28,-0.0768,0.4289,0.1423
banana,lightning,LB,SR,0.128,0.1622,0.322,0.5258,0.1696,0.6154,0.2309,0.0416,0.0434,0.2592,0.17,-0.091,0.394,0.2121
banana,mango,LB,SR,0.128,0.1622,0.2242,0.2782,0.0198,0.5161,0.0322,0.0416,0.0434,0.0486,0.3182,0.2678,0.8014,0.6029
banana,peace,LB,SR,0.128,0.1622,0.4376,0.3032,-0.1686,0.3833,0.2333,0.0416,0.0434,0.7542,0.2054,-0.5506,0.0578,0.8843
banana,peach,LB,SR,0.128,0.1622,0.2988,0.445,0.112,0.5782,0.1564,0.0416,0.0434,0.054,0.1894,0.1336,0.7135,0.4271
banana,sad,LB,SR,0.128,0.1622,0.2766,0.2424,-0.0684,0.4454,0.1092,0.0416,0.0434,0.3498,0.1296,-0.222,0.2683,0.4634
banana,safety,LB,SR,0.128,0.1622,0.3254,0.4582,0.0986,0.5678,0.1355,0.0416,0.0434,0.4148,0.3344,-0.0822,0.4293,0.1414
banana,sandstorm,LB,SR,0.128,0.1622,0.1938,0.2004,-0.0276,0.4749,0.0502,0.0416,0.0434,0.0938,0.0944,-0.0012,0.4974,0.0052
banana,sick,LB,SR,0.128,0.1622,0.373,0.3258,-0.0814,0.4426,0.1149,0.0416,0.0434,0.1804,0.3264,0.1442,0.65,0.3001
banana,tree,LB,SR,0.128,0.1622,0.2656,0.1748,-0.125,0.3932,0.2135,0.0416,0.0434,0.1298,0.1256,-0.006,0.4897,0.0207
death,happy,LB,SR,0.185,0.2782,0.4598,0.5492,-0.0038,0.4977,0.0046,0.0902,0.2494,0.5664,0.5774,-0.1482,0.3947,0.2106
death,justice,LB,SR,0.185,0.2782,0.39,0.4092,-0.074,0.4547,0.0907,0.0902,0.2494,0.355,0.28,-0.2342,0.322,0.356
death,lightning,LB,SR,0.185,0.2782,0.322,0.5258,0.1106,0.5686,0.1371,0.0902,0.2494,0.2592,0.17,-0.2484,0.2832,0.4336
death,mango,LB,SR,0.185,0.2782,0.2242,0.2782,-0.0392,0.4722,0.0555,0.0902,0.2494,0.0486,0.3182,0.1104,0.6046,0.2092
death,peace,LB,SR,0.185,0.2782,0.4376,0.3032,-0.2276,0.3593,0.2814,0.0902,0.2494,0.7542,0.2054,-0.708,0.0548,0.8905
death,peach,LB,SR,0.185,0.2782,0.2988,0.445,0.053,0.5335,0.0669,0.0902,0.2494,0.054,0.1894,-0.0238,0.4736,0.0527
death,sad,LB,SR,0.185,0.2782,0.2766,0.2424,-0.1274,0.4115,0.177,0.0902,0.2494,0.3498,0.1296,-0.3794,0.1995,0.6011
death,safety,LB,SR,0.185,0.2782,0.3254,0.4582,0.0396,0.5247,0.0493,0.0902,0.2494,0.4148,0.3344,-0.2396,0.3271,0.3458
death,sandstorm,LB,SR,0.185,0.2782,0.1938,0.2004,-0.0866,0.4336,0.1328,0.0902,0.2494,0.0938,0.0944,-0.1586,0.3141,0.3718
death,sick,LB,SR,0.185,0.2782,0.373,0.3258,-0.1404,0.4115,0.1771,0.0902,0.2494,0.1804,0.3264,-0.0132,0.4886,0.0228
death,tree,LB,SR,0.185,0.2782,0.2656,0.1748,-0.184,0.3661,0.2678,0.0902,0.2494,0.1298,0.1256,-0.1634,0.3232,0.3536
happy,justice,LB,SR,0.4598,0.5492,0.39,0.4092,-0.0702,0.4628,0.0744,0.5664,0.5774,0.355,0.28,-0.086,0.4463,0.1074
happy,lightning,LB,SR,0.4598,0.5492,0.322,0.5258,0.1144,0.5612,0.1224,0.5664,0.5774,0.2592,0.17,-0.1002,0.4314,0.1372
happy,mango,LB,SR,0.4598,0.5492,0.2242,0.2782,-0.0354,0.4792,0.0417,0.5664,0.5774,0.0486,0.3182,0.2586,0.6757,0.3514
happy,peace,LB,SR,0.4598,0.5492,0.4376,0.3032,-0.2238,0.3805,0.239,0.5664,0.5774,0.7542,0.2054,-0.5598,0.1701,0.6598
happy,peach,LB,SR,0.4598,0.5492,0.2988,0.445,0.0568,0.5308,0.0616,0.5664,0.5774,0.054,0.1894,0.1244,0.5932,0.1865
happy,sad,LB,SR,0.4598,0.5492,0.2766,0.2424,-0.1236,0.4282,0.1436,0.5664,0.5774,0.3498,0.1296,-0.2312,0.3482,0.3036
happy,safety,LB,SR,0.4598,0.5492,0.3254,0.4582,0.0434,0.5233,0.0466,0.5664,0.5774,0.4148,0.3344,-0.0914,0.4449,0.1102
happy,sandstorm,LB,SR,0.4598,0.5492,0.1938,0.2004,-0.0828,0.4486,0.1028,0.5664,0.5774,0.0938,0.0944,-0.0104,0.4918,0.0164
happy,sick,LB,SR,0.4598,0.5492,0.373,0.3258,-0.1366,0.426,0.148,0.5664,0.5774,0.1804,0.3264,0.135,0.5888,0.1776
happy,tree,LB,SR,0.4598,0.5492,0.2656,0.1748,-0.1802,0.3919,0.2162,0.5664,0.5774,0.1298,0.1256,-0.0152,0.4884,0.0231
justice,lightning,LB,SR,0.39,0.4092,0.322,0.5258,0.1846,0.5998,0.1996,0.355,0.28,0.2592,0.17,-0.0142,0.4894,0.0212
justice,mango,LB,SR,0.39,0.4092,0.2242,0.2782,0.0348,0.5209,0.0418,0.355,0.28,0.0486,0.3182,0.3446,0.746,0.492
justice,peace,LB,SR,0.39,0.4092,0.4376,0.3032,-0.1536,0.4158,0.1683,0.355,0.28,0.7542,0.2054,-0.4738,0.1909,0.6183
justice,peach,LB,SR,0.39,0.4092,0.2988,0.445,0.127,0.5698,0.1396,0.355,0.28,0.054,0.1894,0.2104,0.6706,0.3412
justice,sad,LB,SR,0.39,0.4092,0.2766,0.2424,-0.0534,0.4682,0.0636,0.355,0.28,0.3498,0.1296,-0.1452,0.3955,0.2091
justice,safety,LB,SR,0.39,0.4092,0.3254,0.4582,0.1136,0.5618,0.1236,0.355,0.28,0.4148,0.3344,-0.0054,0.4965,0.007
justice,sandstorm,LB,SR,0.39,0.4092,0.1938,0.2004,-0.0126,0.492,0.0161,0.355,0.28,0.0938,0.0944,0.0756,0.5663,0.1326
