country,concept_a,concept_b,color_1,color_2,A_to_C1,B_to_C2,A_to_C2,B_to_C1,sigma_A_C1,sigma_B_C2,sigma_A_C2,sigma_B_C1,mu_D,var_D,p_gt0,p_swapped,semantic_distance
usa,angry,tree,DY,LG,0.2382,0.3894,0.069,0.4092,0.25041584879999995,0.32811934319999997,0.08864982,0.3336223968,0.1494,0.2895,0.6094,0.3906,0.2187
usa,banana,death,DY,LG,0.3008,0.0758,0.097,0.241,0.2902407168,0.0966750168,0.12087558000000001,0.25242822,0.0386,0.1719,0.5371,0.4629,0.0742
usa,banana,happy,DY,LG,0.3008,0.6034,0.097,0.1966,0.2902407168,0.33024564719999994,0.12087558000000001,0.21796884719999998,0.6106,0.2554,0.8865,0.1135,0.773
usa,banana,justice,DY,LG,0.3008,0.206,0.097,0.1374,0.2902407168,0.22571832,0.12087558000000001,0.16355931119999997,0.2724,0.1766,0.7416,0.2584,0.4832
usa,banana,lightning,DY,LG,0.3008,0.1256,0.097,0.1704,0.2902407168,0.15155800319999999,0.12087558000000001,0.19508209919999997,0.159,0.1599,0.6546,0.3454,0.3091
usa,banana,mango,DY,LG,0.3008,0.1262,0.097,0.2826,0.2902407168,0.1521775128,0.12087558000000001,0.2797773912,0.0474,0.2003,0.5422,0.4578,0.0843
usa,banana,peace,DY,LG,0.3008,0.5842,0.097,0.1712,0.2902407168,0.3352162968,0.12087558000000001,0.19580897279999998,0.6168,0.2496,0.8915,0.1085,0.7831
usa,banana,peach,DY,LG,0.3008,0.1348,0.097,0.1766,0.2902407168,0.16094796479999998,0.12087558000000001,0.2006691672,0.162,0.165,0.655,0.345,0.31
usa,banana,sad,DY,LG,0.3008,0.146,0.097,0.4402,0.2902407168,0.17206391999999995,0.12087558000000001,0.3400650648,-0.0904,0.2441,0.4274,0.5726,0.1452
usa,banana,safety,DY,LG,0.3008,0.429,0.097,0.175,0.2902407168,0.33804342,0.12087558000000001,0.19923749999999996,0.4578,0.2528,0.8187,0.1813,0.6374
usa,banana,sandstorm,DY,LG,0.3008,0.0802,0.097,0.598,0.2902407168,0.10179978479999997,0.12087558000000001,0.33174647999999995,-0.314,0.2193,0.2512,0.7488,0.4975
usa,banana,sick,DY,LG,0.3008,0.3106,0.097,0.73740000000000006,0.2902407168,0.29549614319999995,0.12087558000000001,0.2672249111999999,-0.223,0.2576,0.3302,0.6698,0.3396
usa,banana,tree,DY,LG,0.3008,0.3894,0.097,0.4092,0.2902407168,0.32811934319999997,0.12087558000000001,0.3336223968,0.184,0.3178,0.6279,0.3721,0.2559
usa,death,happy,DY,LG,0.241,0.6034,0.0758,0.1966,0.25242822,0.33024564719999994,0.0966750168,0.21796884719999998,0.572,0.2296,0.8837,0.1163,0.7674
usa,death,justice,DY,LG,0.241,0.206,0.0758,0.1374,0.25242822,0.22571832,0.0966750168,0.16355931119999997,0.2338,0.1508,0.7265,0.2735,0.4529
usa,death,lightning,DY,LG,0.241,0.1256,0.0758,0.1704,0.25242822,0.15155800319999999,0.0966750168,0.19508209919999997,0.1204,0.1341,0.6288,0.3712,0.2577
usa,death,mango,DY,LG,0.241,0.1262,0.0758,0.2826,0.25242822,0.1521775128,0.0966750168,0.2797773912,0.0088,0.1745,0.5084,0.4916,0.0168
usa,death,peace,DY,LG,0.241,0.5842,0.0758,0.1712,0.25242822,0.3352162968,0.0966750168,0.19580897279999998,0.5782,0.2238,0.8892,0.1108,0.7784
usa,death,peach,DY,LG,0.241,0.1348,0.0758,0.1766,0.25242822,0.16094796479999998,0.0966750168,0.2006691672,0.1234,0.1392,0.6296,0.3704,0.2591
usa,death,sad,DY,LG,0.241,0.146,0.0758,0.4402,0.25242822,0.17206391999999995,0.0966750168,0.3400650648,-0.129,0.2183,0.3912,0.6088,0.2175
usa,death,safety,DY,LG,0.241,0.429,0.0758,0.175,0.25242822,0.33804342,0.0966750168,0.19923749999999996,0.4192,0.227,0.8105,0.1895,0.621
usa,death,sandstorm,DY,LG,0.241,0.0802,0.0758,0.598,0.25242822,0.10179978479999997,0.0966750168,0.33174647999999995,-0.3526,0.1935,0.2114,0.7886,0.5772
usa,death,sick,DY,LG,0.241,0.3106,0.0758,0.73740000000000006,0.25242822,0.29549614319999995,0.0966750168,0.2672249111999999,-0.2616,0.2318,0.2934,0.7066,0.4131
usa,death,tree,DY,LG,0.241,0.3894,0.0758,0.4092,0.25242822,0.32811934319999997,0.0966750168,0.3336223968,0.1454,0.292,0.6061,0.3939,0.2121
usa,happy,justice,DY,LG,0.1966,0.206,0.6034,0.1374,0.21796884719999998,0.22571832,0.33024564719999994,0.16355931119999997,-0.3382,0.2343,0.2424,0.7576,0.5153
usa,happy,lightning,DY,LG,0.1966,0.1256,0.6034,0.1704,0.21796884719999998,0.15155800319999999,0.33024564719999994,0.19508209919999997,-0.4516,0.2176,0.1665,0.8335,0.667
usa,happy,mango,DY,LG,0.1966,0.1262,0.6034,0.2826,0.21796884719999998,0.1521775128,0.33024564719999994,0.2797773912,-0.5632,0.258,0.1338,0.8662,0.7325
usa,happy,peace,DY,LG,0.1966,0.5842,0.6034,0.1712,0.21796884719999998,0.3352162968,0.33024564719999994,0.19580897279999998,0.0062,0.3073,0.5045,0.4955,0.0089
usa,happy,peach,DY,LG,0.1966,0.1348,0.6034,0.1766,0.21796884719999998,0.16094796479999998,0.33024564719999994,0.2006691672,-0.4486,0.2227,0.1709,0.8291,0.6581
usa,happy,sad,DY,LG,0.1966,0.146,0.6034,0.4402,0.21796884719999998,0.17206391999999995,0.33024564719999994,0.3400650648,-0.701,0.3018,0.101,0.899,0.798
usa,happy,safety,DY,LG,0.1966,0.429,0.6034,0.175,0.21796884719999998,0.33804342,0.33024564719999994,0.19923749999999996,-0.1528,0.3105,0.392,0.608,0.2161
usa,happy,sandstorm,DY,LG,0.1966,0.0802,0.6034,0.598,0.21796884719999998,0.10179978479999997,0.33024564719999994,0.33174647999999995,-0.9246,0.277,0.0395,0.9605,0.921
usa,happy,sick,DY,LG,0.1966,0.3106,0.6034,0.73740000000000006,0.21796884719999998,0.29549614319999995,0.33024564719999994,0.2672249111999999,-0.8336,0.3153,0.0688,0.9312,0.8623
usa,happy,tree,DY,LG,0.1966,0.3894,0.6034,0.4092,0.21796884719999998,0.32811934319999997,0.33024564719999994,0.3336223968,-0.4266,0.3755,0.2432,0.7568,0.5137
usa,justice,lightning,DY,LG,0.1374,0.1256,0.206,0.1704,0.16355931119999997,0.15155800319999999,0.22571832,0.19508209919999997,-0.1134,0.1387,0.3804,0.6196,0.2392
usa,justice,mango,DY,LG,0.1374,0.1262,0.206,0.2826,0.16355931119999997,0.1521775128,0.22571832,0.2797773912,-0.225,0.1791,0.2975,0.7025,0.405
usa,justice,peace,DY,LG,0.1374,0.5842,0.206,0.1712,0.16355931119999997,0.3352162968,0.22571832,0.19580897279999998,0.3444,0.2284,0.7644,0.2356,0.5289
usa,justice,peach,DY,LG,0.1374,0.1348,0.206,0.1766,0.16355931119999997,0.16094796479999998,0.22571832,0.2006691672,-0.1104,0.1439,0.3855,0.6145,0.229
usa,justice,sad,DY,LG,0.1374,0.146,0.206,0.4402,0.16355931119999997,0.17206391999999995,0.22571832,0.3400650648,-0.3628,0.223,0.2211,0.7789,0.5577
usa,justice,safety,DY,LG,0.1374,0.429,0.206,0.175,0.16355931119999997,0.33804342,0.22571832,0.19923749999999996,0.1854,0.2317,0.65,0.35,0.2999
usa,justice,sandstorm,DY,LG,0.1374,0.0802,0.206,0.598,0.16355931119999997,0.10179978479999997,0.22571832,0.33174647999999995,-0.5864,0.1981,0.0938,0.9062,0.8123
usa,justice,sick,DY,LG,0.1374,0.3106,0.206,0.73740000000000006,0.16355931119999997,0.29549614319999995,0.22571832,0.2672249111999999,-0.4954,0.2364,0.1541,0.8459,0.6917
usa,justice,tree,DY,LG,0.1374,0.3894,0.206,0.4092,0.16355931119999997,0.32811934319999997,0.22571832,0.3336223968,-0.0884,0.2967,0.4355,0.5645,0.1289
usa,lightning,mango,DY,LG,0.1704,0.1262,0.1256,0.2826,0.19508209919999997,0.1521775128,0.15155800319999999,0.2797773912,-0.1116,0.1625,0.3909,0.6091,0.2181
usa,lightning,peace,DY,LG,0.1704,0.5842,0.1256,0.1712,0.19508209919999997,0.3352162968,0.15155800319999999,0.19580897279999998,0.4578,0.2117,0.8401,0.1599,0.6802
usa,lightning,peach,DY,LG,0.1704,0.1348,0.1256,0.1766,0.19508209919999997,0.16094796479999998,0.15155800319999999,0.2006691672,0.003,0.1272,0.5034,0.4966,0.0067
usa,lightning,sad,DY,LG,0.1704,0.146,0.1256,0.4402,0.19508209919999997,0.17206391999999995,0.15155800319999999,0.3400650648,-0.2494,0.2063,0.2915,0.7085,0.4171
usa,lightning,safety,DY,LG,0.1704,0.429,0.1256,0.175,0.19508209919999997,0.33804342,0.15155800319999999,0.19923749999999996,0.2988,0.215,0.7403,0.2597,0.4807
usa,lightning,sandstorm,DY,LG,0.1704,0.0802,0.1256,0.598,0.19508209919999997,0.10179978479999997,0.15155800319999999,0.33174647999999995,-0.473,0.1814,0.1334,0.8666,0.7332
usa,lightning,sick,DY,LG,0.1704,0.3106,0.1256,0.73740000000000006,0.19508209919999997,0.29549614319999995,0.15155800319999999,0.2672249111999999,-0.382,0.2198,0.2076,0.7924,0.5849
usa,lightning,tree,DY,LG,0.1704,0.3894,0.1256,0.4092,0.19508209919999997,0.32811934319999997,0.15155800319999999,0.3336223968,0.025,0.28,0.5188,0.4812,0.0377
usa,mango,peace,DY,LG,0.2826,0.5842,0.1262,0.1712,0.2797773912,0.3352162968,0.1521775128,0.19580897279999998,0.5694,0.2521,0.8716,0.1284,0.7432
usa,mango,peach,DY,LG,0.2826,0.1348,0.1262,0.1766,0.2797773912,0.16094796479999998,0.1521775128,0.2006691672,0.1146,0.1676,0.6102,0.3898,0.2205
usa,mango,sad,DY,LG,0.2826,0.146,0.1262,0.4402,0.2797773912,0.17206391999999995,0.1521775128,0.3400650648,-0.1378,0.2467,0.3907,0.6093,0.2186
usa,mango,safety,DY,LG,0.2826,0.429,0.1262,0.175,0.2797773912,0.33804342,0.1521775128,0.19923749999999996,0.4104,0.2554,0.7916,0.2084,0.5833
usa,mango,sandstorm,DY,LG,0.2826,0.0802,0.1262,0.598,0.2797773912,0.10179978479999997,0.1521775128,0.33174647999999995,-0.3614,0.2219,0.2215,0.7785,0.5571
usa,mango,sick,DY,LG,0.2826,0.3106,0.1262,0.73740000000000006,0.2797773912,0.29549614319999995,0.1521775128,0.2672249111999999,-0.2704,0.2602,0.298,0.702,0.404
usa,mango,tree,DY,LG,0.2826,0.3894,0.1262,0.4092,0.2797773912,0.32811934319999997,0.1521775128,0.3336223968,0.1366,0.3204,0.5953,0.4047,0.1907
usa,peace,peach,DY,LG,0.1712,0.1348,0.5842,0.1766,0.19580897279999998,0.16094796479999998,0.3352162968,0.2006691672,-0.4548,0.2169,0.1644,0.8356,0.6712
usa,peace,sad,DY,LG,0.1712,0.146,0.5842,0.4402,0.19580897279999998,0.17206391999999995,0.3352162968,0.3400650648,-0.7072,0.296,0.0968,0.9032,0.8064
usa,peace,safety,DY,LG,0.1712,0.429,0.5842,0.175,0.19580897279999998,0.33804342,0.3352162968,0.19923749999999996,-0.159,0.3047,0.3867,0.6133,0.2267
usa,peace,sandstorm,DY,LG,0.1712,0.0802,0.5842,0.598,0.19580897279999998,0.10179978479999997,0.3352162968,0.33174647999999995,-0.9308,0.2711,0.0369,0.9631,0.9262
usa,peace,sick,DY,LG,0.1712,0.3106,0.5842,0.73740000000000006,0.19580897279999998,0.29549614319999995,0.3352162968,0.2672249111999999,-0.8398,0.3094,0.0656,0.9344,0.8689
usa,peace,tree,DY,LG,0.1712,0.3894,0.5842,0.4092,0.19580897279999998,0.32811934319999997,0.3352162968,0.3336223968,-0.4328,0.3697,0.2383,0.7617,0.5234
usa,peach,sad,DY,LG,0.1766,0.146,0.1348,0.4402,0.2006691672,0.17206391999999995,0.16094796479999998,0.3400650648,-0.2524,0.2114,0.2915,0.7085,0.4169
usa,peach,safety,DY,LG,0.1766,0.429,0.1348,0.175,0.2006691672,0.33804342,0.16094796479999998,0.19923749999999996,0.2958,0.2201,0.7358,0.2642,0.4716
usa,peach,sandstorm,DY,LG,0.1766,0.0802,0.1348,0.598,0.2006691672,0.10179978479999997,0.16094796479999998,0.33174647999999995,-0.476,0.1866,0.1352,0.8648,0.7295
usa,peach,sick,DY,LG,0.1766,0.3106,0.1348,0.73740000000000006,0.2006691672,0.29549614319999995,0.16094796479999998,0.2672249111999999,-0.385,0.2249,0.2084,0.7916,0.5831
usa,peach,tree,DY,LG,0.1766,0.3894,0.1348,0.4092,0.2006691672,0.32811934319999997,0.16094796479999998,0.3336223968,0.022,0.2851,0.5164,0.4836,0.0329
usa,sad,safety,DY,LG,0.4402,0.429,0.146,0.175,0.3400650648,0.33804342,0.17206391999999995,0.19923749999999996,0.5482,0.2992,0.8419,0.1581,0.6837
usa,sad,sandstorm,DY,LG,0.4402,0.0802,0.146,0.598,0.3400650648,0.10179978479999997,0.17206391999999995,0.33174647999999995,-0.2236,0.2657,0.3322,0.6678,0.3356
usa,sad,sick,DY,LG,0.4402,0.3106,0.146,0.73740000000000006,0.3400650648,0.29549614319999995,0.17206391999999995,0.2672249111999999,-0.1326,0.304,0.405,0.595,0.1901
usa,sad,tree,DY,LG,0.4402,0.3894,0.146,0.4092,0.3400650648,0.32811934319999997,0.17206391999999995,0.3336223968,0.2744,0.3642,0.6753,0.3247,0.3507
usa,safety,sandstorm,DY,LG,0.175,0.0802,0.429,0.598,0.19923749999999996,0.10179978479999997,0.33804342,0.33174647999999995,-0.7718,0.2744,0.0703,0.9297,0.8594
usa,safety,sick,DY,LG,0.175,0.3106,0.429,0.73740000000000006,0.19923749999999996,0.29549614319999995,0.33804342,0.2672249111999999,-0.6808,0.3127,0.1117,0.8883,0.7766
usa,safety,tree,DY,LG,0.175,0.3894,0.429,0.4092,0.19923749999999996,0.32811934319999997,0.33804342,0.3336223968,-0.2738,0.3729,0.327,0.673,0.3461
usa,sandstorm,sick,DY,LG,0.598,0.3106,0.0802,0.73740000000000006,0.33174647999999995,0.29549614319999995,0.10179978479999997,0.2672249111999999,0.091,0.2791,0.5684,0.4316,0.1367
usa,sandstorm,tree,DY,LG,0.598,0.3894,0.0802,0.4092,0.33174647999999995,0.32811934319999997,0.10179978479999997,0.3336223968,0.498,0.3394,0.8037,0.1963,0.6074
usa,sick,tree,DY,LG,0.73740000000000006,0.3894,0.3106,0.4092,0.2672249111999999,0.32811934319999997,0.29549614319999995,0.3336223968,0.407,0.3777,0.7461,0.2539,0.4922
usa,angry,banana,DY,LH,0.2382,0.4324,0.091,0.3008,0.25041584879999995,0.33869373119999996,0.11415222,0.2902407168,0.2788,0.2747,0.7026,0.2974,0.4052
usa,angry,death,DY,LH,0.2382,0.088,0.091,0.241,0.25041584879999995,0.11075327999999998,0.11415222,0.25242822,-0.0058,0.1517,0.4941,0.5059,0.0119
usa,angry,happy,DY,LH,0.2382,0.5776,0.091,0.1966,0.25041584879999995,0.33668997119999994,0.11415222,0.21796884719999998,0.5282,0.2366,0.8612,0.1388,0.7225
usa,angry,justice,DY,LH,0.2382,0.1824,0.091,0.1374,0.25041584879999995,0.2057997312,0.11415222,0.16355931119999997,0.1922,0.1448,0.6932,0.3068,0.3865
usa,angry,lightning,DY,LH,0.2382,0.4064,0.091,0.1704,0.25041584879999995,0.3329098751999999,0.11415222,0.19508209919999997,0.3832,0.2246,0.7906,0.2094,0.5812
usa,angry,mango,DY,LH,0.2382,0.2614,0.091,0.2826,0.25041584879999995,0.2664366552,0.11415222,0.2797773912,0.126,0.225,0.6047,0.3953,0.2095
usa,angry,peace,DY,LH,0.2382,0.5494,0.091,0.1712,0.25041584879999995,0.3416323032,0.11415222,0.19580897279999998,0.5254,0.2308,0.8629,0.1371,0.7259
usa,angry,peach,DY,LH,0.2382,0.2424,0.091,0.1766,0.25041584879999995,0.2534262912,0.11415222,0.2006691672,0.213,0.1802,0.6921,0.3079,0.3841
usa,angry,sad,DY,LH,0.2382,0.1354,0.091,0.4402,0.25041584879999995,0.16155223919999998,0.11415222,0.3400650648,-0.1576,0.2175,0.3677,0.6323,0.2646
usa,angry,safety,DY,LH,0.2382,0.3592,0.091,0.175,0.25041584879999995,0.3176419968,0.11415222,0.19923749999999996,0.3314,0.2163,0.7619,0.2381,0.5239
usa,angry,sandstorm,DY,LH,0.2382,0.2318,0.091,0.598,0.25041584879999995,0.2457348888,0.11415222,0.33174647999999995,-0.219,0.2462,0.3295,0.6705,0.3411
usa,angry,sick,DY,LH,0.2382,0.4288,0.091,0.73740000000000006,0.25041584879999995,0.33800417279999995,0.11415222,0.2672249111999999,-0.1614,0.2614,0.3761,0.6239,0.2478
usa,angry,tree,DY,LH,0.2382,0.3512,0.091,0.4092,0.25041584879999995,0.31444481280000003,0.11415222,0.3336223968,0.0892,0.2859,0.5662,0.4338,0.1325
usa,banana,death,DY,LH,0.3008,0.088,0.4324,0.241,0.2902407168,0.11075327999999998,0.33869373119999996,0.25242822,-0.2846,0.2749,0.2936,0.7064,0.4127
usa,banana,happy,DY,LH,0.3008,0.5776,0.4324,0.1966,0.2902407168,0.33668997119999994,0.33869373119999996,0.21796884719999998,0.2494,0.3598,0.6612,0.3388,0.3224
usa,banana,justice,DY,LH,0.3008,0.1824,0.4324,0.1374,0.2902407168,0.2057997312,0.33869373119999996,0.16355931119999997,-0.0866,0.2681,0.4336,0.5664,0.1328
usa,banana,lightning,DY,LH,0.3008,0.4064,0.4324,0.1704,0.2902407168,0.3329098751999999,0.33869373119999996,0.19508209919999997,0.1044,0.3478,0.5703,0.4297,0.1405
usa,banana,mango,DY,LH,0.3008,0.2614,0.4324,0.2826,0.2902407168,0.2664366552,0.33869373119999996,0.2797773912,-0.1528,0.3482,0.3978,0.6022,0.2043
usa,banana,peace,DY,LH,0.3008,0.5494,0.4324,0.1712,0.2902407168,0.3416323032,0.33869373119999996,0.19580897279999998,0.2466,0.354,0.6607,0.3393,0.3215
usa,banana,peach,DY,LH,0.3008,0.2424,0.4324,0.1766,0.2902407168,0.2534262912,0.33869373119999996,0.2006691672,-0.0658,0.3034,0.4525,0.5475,0.0951
usa,banana,sad,DY,LH,0.3008,0.1354,0.4324,0.4402,0.2902407168,0.16155223919999998,0.33869373119999996,0.3400650648,-0.4364,0.3407,0.2273,0.7727,0.5453
usa,banana,safety,DY,LH,0.3008,0.3592,0.4324,0.175,0.2902407168,0.3176419968,0.33869373119999996,0.19923749999999996,0.0526,0.3395,0.536,0.464,0.0719
usa,banana,sandstorm,DY,LH,0.3008,0.2318,0.4324,0.598,0.2902407168,0.2457348888,0.33869373119999996,0.33174647999999995,-0.4978,0.3694,0.2064,0.7936,0.5872
usa,banana,sick,DY,LH,0.3008,0.4288,0.4324,0.73740000000000006,0.2902407168,0.33800417279999995,0.33869373119999996,0.2672249111999999,-0.4402,0.3846,0.2389,0.7611,0.5222
usa,banana,tree,DY,LH,0.3008,0.3512,0.4324,0.4092,0.2902407168,0.31444481280000003,0.33869373119999996,0.3336223968,-0.1896,0.4091,0.3835,0.6165,0.2331
usa,death,happy,DY,LH,0.241,0.5776,0.088,0.1966,0.25242822,0.33668997119999994,0.11075327999999998,0.21796884719999998,0.534,0.2369,0.8637,0.1363,0.7275
usa,death,justice,DY,LH,0.241,0.1824,0.088,0.1374,0.25242822,0.2057997312,0.11075327999999998,0.16355931119999997,0.198,0.1451,0.6984,0.3016,0.3968
usa,death,lightning,DY,LH,0.241,0.4064,0.088,0.1704,0.25242822,0.3329098751999999,0.11075327999999998,0.19508209919999997,0.389,0.2249,0.794,0.206,0.588
usa,death,mango,DY,LH,0.241,0.2614,0.088,0.2826,0.25242822,0.2664366552,0.11075327999999998,0.2797773912,0.1318,0.2253,0.6094,0.3906,0.2188
usa,death,peace,DY,LH,0.241,0.5494,0.088,0.1712,0.25242822,0.3416323032,0.11075327999999998,0.19580897279999998,0.5312,0.231,0.8654,0.1346,0.7309
usa,death,peach,DY,LH,0.241,0.2424,0.088,0.1766,0.25242822,0.2534262912,0.11075327999999998,0.2006691672,0.2188,0.1805,0.6967,0.3033,0.3935
usa,death,sad,DY,LH,0.241,0.1354,0.088,0.4402,0.25242822,0.16155223919999998,0.11075327999999998,0.3400650648,-0.1518,0.2177,0.3725,0.6275,0.2551
usa,death,safety,DY,LH,0.241,0.3592,0.088,0.175,0.25242822,0.3176419968,0.11075327999999998,0.19923749999999996,0.3372,0.2166,0.7656,0.2344,0.5313
usa,death,sandstorm,DY,LH,0.241,0.2318,0.088,0.598,0.25242822,0.2457348888,0.11075327999999998,0.33174647999999995,-0.2132,0.2464,0.3338,0.6662,0.3324
usa,death,sick,DY,LH,0.241,0.4288,0.088,0.73740000000000006,0.25242822,0.33800417279999995,0.11075327999999998,0.2672249111999999,-0.1556,0.2616,0.3805,0.6195,0.239
usa,death,tree,DY,LH,0.241,0.3512,0.088,0.4092,0.25242822,0.31444481280000003,0.11075327999999998,0.3336223968,0.095,0.2862,0.5705,0.4295,0.141
usa,happy,justice,DY,LH,0.1966,0.1824,0.5776,0.1374,0.21796884719999998,0.2057997312,0.33668997119999994,0.16355931119999997,-0.336,0.23,0.2418,0.7582,0.5165
usa,happy,lightning,DY,LH,0.1966,0.4064,0.5776,0.1704,0.21796884719999998,0.3329098751999999,0.33668997119999994,0.19508209919999997,-0.145,0.3098,0.3972,0.6028,0.2055
usa,happy,mango,DY,LH,0.1966,0.2614,0.5776,0.2826,0.21796884719999998,0.2664366552,0.33668997119999994,0.2797773912,-0.4022,0.3101,0.2351,0.7649,0.5298
usa,happy,peace,DY,LH,0.1966,0.5494,0.5776,0.1712,0.21796884719999998,0.3416323032,0.33668997119999994,0.19580897279999998,-0.0028,0.3159,0.498,0.502,0.004
usa,happy,peach,DY,LH,0.1966,0.2424,0.5776,0.1766,0.21796884719999998,0.2534262912,0.33668997119999994,0.2006691672,-0.3152,0.2654,0.2703,0.7297,0.4594
usa,happy,sad,DY,LH,0.1966,0.1354,0.5776,0.4402,0.21796884719999998,0.16155223919999998,0.33668997119999994,0.3400650648,-0.6858,0.3026,0.1063,0.8937,0.7875
usa,happy,safety,DY,LH,0.1966,0.3592,0.5776,0.175,0.21796884719999998,0.3176419968,0.33668997119999994,0.19923749999999996,-0.1968,0.3015,0.36,0.64,0.28
usa,happy,sandstorm,DY,LH,0.1966,0.2318,0.5776,0.598,0.21796884719999998,0.2457348888,0.33668997119999994,0.33174647999999995,-0.7472,0.3313,0.0971,0.9029,0.8058
usa,happy,sick,DY,LH,0.1966,0.4288,0.5776,0.73740000000000006,0.21796884719999998,0.33800417279999995,0.33668997119999994,0.2672249111999999,-0.6896,0.3465,0.1207,0.8793,0.7586
usa,happy,tree,DY,LH,0.1966,0.3512,0.5776,0.4092,0.21796884719999998,0.31444481280000003,0.33668997119999994,0.3336223968,-0.439,0.371,0.2356,0.7644,0.5289
usa,justice,lightning,DY,LH,0.1374,0.4064,0.1824,0.1704,0.16355931119999997,0.3329098751999999,0.2057997312,0.19508209919999997,0.191,0.218,0.6588,0.3412,0.3175
usa,justice,mango,DY,LH,0.1374,0.2614,0.1824,0.2826,0.16355931119999997,0.2664366552,0.2057997312,0.2797773912,-0.0662,0.2184,0.4437,0.5563,0.1127
usa,justice,peace,DY,LH,0.1374,0.5494,0.1824,0.1712,0.16355931119999997,0.3416323032,0.2057997312,0.19580897279999998,0.3332,0.2242,0.7592,0.2408,0.5184
usa,justice,peach,DY,LH,0.1374,0.2424,0.1824,0.1766,0.16355931119999997,0.2534262912,0.2057997312,0.2006691672,0.0208,0.1736,0.5199,0.4801,0.0398
usa,justice,sad,DY,LH,0.1374,0.1354,0.1824,0.4402,0.16355931119999997,0.16155223919999998,0.2057997312,0.3400650648,-0.3498,0.2108,0.2231,0.7769,0.5538
usa,justice,safety,DY,LH,0.1374,0.3592,0.1824,0.175,0.16355931119999997,0.3176419968,0.2057997312,0.19923749999999996,0.1392,0.2097,0.6194,0.3806,0.2389
usa,justice,sandstorm,DY,LH,0.1374,0.2318,0.1824,0.598,0.16355931119999997,0.2457348888,0.2057997312,0.33174647999999995,-0.4112,0.2395,0.2004,0.7996,0.5992
usa,justice,sick,DY,LH,0.1374,0.4288,0.1824,0.73740000000000006,0.16355931119999997,0.33800417279999995,0.2057997312,0.2672249111999999,-0.3536,0.2548,0.2418,0.7582,0.5164
usa,justice,tree,DY,LH,0.1374,0.3512,0.1824,0.4092,0.16355931119999997,0.31444481280000003,0.2057997312,0.3336223968,-0.103,0.2793,0.4227,0.5773,0.1545
usa,lightning,mango,DY,LH,0.1704,0.2614,0.4064,0.2826,0.19508209919999997,0.2664366552,0.3329098751999999,0.2797773912,-0.2572,0.2981,0.3188,0.6812,0.3624
usa,lightning,peace,DY,LH,0.1704,0.5494,0.4064,0.1712,0.19508209919999997,0.3416323032,0.3329098751999999,0.19580897279999998,0.1422,0.3039,0.6018,0.3982,0.2035
usa,lightning,peach,DY,LH,0.1704,0.2424,0.4064,0.1766,0.19508209919999997,0.2534262912,0.3329098751999999,0.2006691672,-0.1702,0.2534,0.3676,0.6324,0.2647
usa,lightning,sad,DY,LH,0.1704,0.1354,0.4064,0.4402,0.19508209919999997,0.16155223919999998,0.3329098751999999,0.3400650648,-0.5408,0.2906,0.1579,0.8421,0.6842
usa,lightning,safety,DY,LH,0.1704,0.3592,0.4064,0.175,0.19508209919999997,0.3176419968,0.3329098751999999,0.19923749999999996,-0.0518,0.2895,0.4617,0.5383,0.0767
usa,lightning,sandstorm,DY,LH,0.1704,0.2318,0.4064,0.598,0.19508209919999997,0.2457348888,0.3329098751999999,0.33174647999999995,-0.6022,0.3193,0.1433,0.8567,0.7134
usa,lightning,sick,DY,LH,0.1704,0.4288,0.4064,0.73740000000000006,0.19508209919999997,0.33800417279999995,0.3329098751999999,0.2672249111999999,-0.5446,0.3345,0.1732,0.8268,0.6536
usa,lightning,tree,DY,LH,0.1704,0.3512,0.4064,0.4092,0.19508209919999997,0.31444481280000003,0.3329098751999999,0.3336223968,-0.294,0.3591,0.3118,0.6882,0.3763
usa,mango,peace,DY,LH,0.2826,0.5494,0.2614,0.1712,0.2797773912,0.3416323032,0.2664366552,0.19580897279999998,0.3994,0.3043,0.7655,0.2345,0.5309
usa,mango,peach,DY,LH,0.2826,0.2424,0.2614,0.1766,0.2797773912,0.2534262912,0.2664366552,0.2006691672,0.087,0.2538,0.5686,0.4314,0.1371
usa,mango,sad,DY,LH,0.2826,0.1354,0.2614,0.4402,0.2797773912,0.16155223919999998,0.2664366552,0.3400650648,-0.2836,0.291,0.2995,0.7005,0.4009
usa,mango,safety,DY,LH,0.2826,0.3592,0.2614,0.175,0.2797773912,0.3176419968,0.2664366552,0.19923749999999996,0.2054,0.2899,0.6486,0.3514,0.2972
usa,mango,sandstorm,DY,LH,0.2826,0.2318,0.2614,0.598,0.2797773912,0.2457348888,0.2664366552,0.33174647999999995,-0.345,0.3197,0.2709,0.7291,0.4582
usa,mango,sick,DY,LH,0.2826,0.4288,0.2614,0.73740000000000006,0.2797773912,0.33800417279999995,0.2664366552,0.2672249111999999,-0.2874,0.3349,0.3097,0.6903,0.3805
usa,mango,tree,DY,LH,0.2826,0.3512,0.2614,0.4092,0.2797773912,0.31444481280000003,0.2664366552,0.3336223968,-0.0368,0.3594,0.4755,0.5245,0.0489
usa,peace,peach,DY,LH,0.1712,0.2424,0.5494,0.1766,0.19580897279999998,0.2534262912,0.3416323032,0.2006691672,-0.3124,0.2595,0.2699,0.7301,0.4603
