conA,conB,col1,col2,x1_us,x2_us,x3_us,x4_us,p_gt0_us,dX_us,dS_us,x1_mg,x2_mg,x3_mg,x4_mg,p_gt0_mg,dX_mg,dS_mg,dS_diff
safety,tree,DB,DG,0.4336,0.4914,0.1272,0.8782,0.9021,0.6932,0.8041,0.3774,0.3888,0.1824,0.742,0.8285,0.5482,0.6569,0.1472
sandstorm,sick,DB,DG,0.078,0.068,0.202,0.404,0.6901,0.212,0.3802,0.1752,0.1648,0.2758,0.316,0.5405,0.0506,0.081,0.2992
sandstorm,tree,DB,DG,0.078,0.068,0.1272,0.8782,0.9986,0.761,0.9972,0.1752,0.1648,0.1824,0.742,0.9025,0.57,0.805,0.1922
sick,tree,DB,DG,0.202,0.404,0.1272,0.8782,0.8839,0.549,0.7678,0.2758,0.316,0.1824,0.742,0.8346,0.5194,0.6693,0.0985
angry,banana,DB,DH,0.1306,0.1616,0.0426,0.23,0.6703,0.1564,0.3405,0.21,0.2688,0.1018,0.4152,0.6907,0.2546,0.3814,-0.0409
angry,death,DB,DH,0.1306,0.1616,0.2328,0.1602,0.3976,-0.1036,0.2048,0.21,0.2688,0.1568,0.2044,0.4904,-0.0112,0.0192,0.1856
angry,happy,DB,DH,0.1306,0.1616,0.3926,0.281,0.3883,-0.1426,0.2233,0.21,0.2688,0.4474,0.268,0.338,-0.2382,0.324,-0.1007
angry,justice,DB,DH,0.1306,0.1616,0.4366,0.2116,0.2985,-0.256,0.403,0.21,0.2688,0.3148,0.2074,0.3754,-0.1662,0.2492,0.1538
angry,lightning,DB,DH,0.1306,0.1616,0.1768,0.0508,0.3159,-0.157,0.3682,0.21,0.2688,0.3332,0.2148,0.3693,-0.1772,0.2613,0.1069
angry,mango,DB,DH,0.1306,0.1616,0.046,0.2748,0.6996,0.1978,0.3992,0.21,0.2688,0.237,0.5078,0.6469,0.212,0.2938,0.1054
angry,peace,DB,DH,0.1306,0.1616,0.5406,0.3594,0.3458,-0.2122,0.3085,0.21,0.2688,0.2616,0.2914,0.4784,-0.029,0.0432,0.2653
angry,peach,DB,DH,0.1306,0.1616,0.051,0.1438,0.5792,0.0618,0.1585,0.21,0.2688,0.2244,0.3804,0.5707,0.0972,0.1413,0.0172
angry,sad,DB,DH,0.1306,0.1616,0.5434,0.2784,0.2812,-0.296,0.4377,0.21,0.2688,0.225,0.3196,0.5269,0.0358,0.0538,0.3839
angry,safety,DB,DH,0.1306,0.1616,0.4336,0.369,0.429,-0.0956,0.1419,0.21,0.2688,0.3774,0.3684,0.454,-0.0678,0.092,0.0499
angry,sandstorm,DB,DH,0.1306,0.1616,0.078,0.1458,0.5459,0.0368,0.0918,0.21,0.2688,0.1752,0.2462,0.51,0.0122,0.0199,0.0719
angry,sick,DB,DH,0.1306,0.1616,0.202,0.6996,0.8524,0.4666,0.7047,0.21,0.2688,0.2758,0.3546,0.5143,0.02,0.0286,0.6761
angry,tree,DB,DH,0.1306,0.1616,0.1272,0.8018,0.9601,0.6436,0.9203,0.21,0.2688,0.1824,0.561,0.723,0.3198,0.4459,0.4744
banana,death,DB,DH,0.0426,0.23,0.2328,0.1602,0.2596,-0.26,0.4808,0.1018,0.4152,0.1568,0.2044,0.2846,-0.2658,0.4308,0.05
banana,happy,DB,DH,0.0426,0.23,0.3926,0.281,0.2774,-0.299,0.4453,0.1018,0.4152,0.4474,0.268,0.1945,-0.4928,0.6111,-0.1658
banana,justice,DB,DH,0.0426,0.23,0.4366,0.2116,0.1989,-0.4124,0.6022,0.1018,0.4152,0.3148,0.2074,0.2116,-0.4208,0.5768,0.0254
banana,lightning,DB,DH,0.0426,0.23,0.1768,0.0508,0.1732,-0.3134,0.6535,0.1018,0.4152,0.3332,0.2148,0.2091,-0.4318,0.5818,0.0717
banana,mango,DB,DH,0.0426,0.23,0.046,0.2748,0.5431,0.0414,0.0862,0.1018,0.4152,0.237,0.5078,0.4699,-0.0426,0.0602,0.026
banana,peace,DB,DH,0.0426,0.23,0.5406,0.3594,0.2467,-0.3686,0.5067,0.1018,0.4152,0.2616,0.2914,0.2988,-0.2836,0.4024,0.1043
banana,peach,DB,DH,0.0426,0.23,0.051,0.1438,0.3819,-0.0946,0.2363,0.1018,0.4152,0.2244,0.3804,0.3869,-0.1574,0.2261,0.0102
banana,sad,DB,DH,0.0426,0.23,0.5434,0.2784,0.1895,-0.4524,0.621,0.1018,0.4152,0.225,0.3196,0.3408,-0.2188,0.3185,0.3025
banana,safety,DB,DH,0.0426,0.23,0.4336,0.369,0.3197,-0.252,0.3606,0.1018,0.4152,0.3774,0.3684,0.2919,-0.3224,0.4162,-0.0556
banana,sandstorm,DB,DH,0.0426,0.23,0.078,0.1458,0.3562,-0.1196,0.2876,0.1018,0.4152,0.1752,0.2462,0.3105,-0.2424,0.379,-0.0914
banana,sick,DB,DH,0.0426,0.23,0.202,0.6996,0.7548,0.3102,0.5097,0.1018,0.4152,0.2758,0.3546,0.3374,-0.2346,0.3251,0.1846
banana,tree,DB,DH,0.0426,0.23,0.1272,0.8018,0.9048,0.4872,0.8097,0.1018,0.4152,0.1824,0.561,0.5478,0.0652,0.0956,0.7141
death,happy,DB,DH,0.2328,0.1602,0.3926,0.281,0.4711,-0.039,0.0578,0.1568,0.2044,0.4474,0.268,0.3343,-0.227,0.3313,-0.2735
death,justice,DB,DH,0.2328,0.1602,0.4366,0.2116,0.3849,-0.1524,0.2302,0.1568,0.2044,0.3148,0.2074,0.3733,-0.155,0.2533,-0.0231
death,lightning,DB,DH,0.2328,0.1602,0.1768,0.0508,0.4441,-0.0534,0.1119,0.1568,0.2044,0.3332,0.2148,0.367,-0.166,0.266,-0.1541
death,mango,DB,DH,0.2328,0.1602,0.046,0.2748,0.7615,0.3014,0.523,0.1568,0.2044,0.237,0.5078,0.6655,0.2232,0.331,0.192
death,peace,DB,DH,0.2328,0.1602,0.5406,0.3594,0.4242,-0.1086,0.1516,0.1568,0.2044,0.2616,0.2914,0.4856,-0.0178,0.0288,0.1228
death,peach,DB,DH,0.2328,0.1602,0.051,0.1438,0.6753,0.1654,0.3507,0.1568,0.2044,0.2244,0.3804,0.5851,0.1084,0.1702,0.1805
death,sad,DB,DH,0.2328,0.1602,0.5434,0.2784,0.3622,-0.1924,0.2756,0.1568,0.2044,0.225,0.3196,0.5383,0.047,0.0767,0.1989
death,safety,DB,DH,0.2328,0.1602,0.4336,0.369,0.5056,0.008,0.0112,0.1568,0.2044,0.3774,0.3684,0.4589,-0.0566,0.0822,-0.071
death,sandstorm,DB,DH,0.2328,0.1602,0.078,0.1458,0.647,0.1404,0.294,0.1568,0.2044,0.1752,0.2462,0.5212,0.0234,0.0423,0.2517
death,sick,DB,DH,0.2328,0.1602,0.202,0.6996,0.88,0.5702,0.76,0.1568,0.2044,0.2758,0.3546,0.5241,0.0312,0.0482,0.7118
death,tree,DB,DH,0.2328,0.1602,0.1272,0.8018,0.9643,0.7472,0.9287,0.1568,0.2044,0.1824,0.561,0.7466,0.331,0.4933,0.4354
happy,justice,DB,DH,0.3926,0.281,0.4366,0.2116,0.4255,-0.1134,0.149,0.4474,0.268,0.3148,0.2074,0.5492,0.072,0.0984,0.0506
happy,lightning,DB,DH,0.3926,0.281,0.1768,0.0508,0.4882,-0.0144,0.0236,0.4474,0.268,0.3332,0.2148,0.5412,0.061,0.0824,-0.0588
happy,mango,DB,DH,0.3926,0.281,0.046,0.2748,0.7426,0.3404,0.4852,0.4474,0.268,0.237,0.5078,0.7669,0.4502,0.5338,-0.0486
happy,peace,DB,DH,0.3926,0.281,0.5406,0.3594,0.457,-0.0696,0.0859,0.4474,0.268,0.2616,0.2914,0.6378,0.2092,0.2756,-0.1897
happy,peach,DB,DH,0.3926,0.281,0.051,0.1438,0.6665,0.2044,0.3329,0.4474,0.268,0.2244,0.3804,0.711,0.3354,0.422,-0.0891
happy,sad,DB,DH,0.3926,0.281,0.5434,0.2784,0.4031,-0.1534,0.1937,0.4474,0.268,0.225,0.3196,0.679,0.274,0.3579,-0.1642
happy,safety,DB,DH,0.3926,0.281,0.4336,0.369,0.529,0.047,0.0581,0.4474,0.268,0.3774,0.3684,0.605,0.1704,0.21,-0.1519
happy,sandstorm,DB,DH,0.3926,0.281,0.078,0.1458,0.6452,0.1794,0.2904,0.4474,0.268,0.1752,0.2462,0.6752,0.2504,0.3505,-0.0601
happy,sick,DB,DH,0.3926,0.281,0.202,0.6996,0.8559,0.6092,0.7118,0.4474,0.268,0.2758,0.3546,0.6631,0.2582,0.3263,0.3855
happy,tree,DB,DH,0.3926,0.281,0.1272,0.8018,0.9366,0.7862,0.8732,0.4474,0.268,0.1824,0.561,0.8246,0.558,0.6492,0.224
justice,lightning,DB,DH,0.4366,0.2116,0.1768,0.0508,0.5837,0.099,0.1675,0.3148,0.2074,0.3332,0.2148,0.4919,-0.011,0.0161,0.1514
justice,mango,DB,DH,0.4366,0.2116,0.046,0.2748,0.8157,0.4538,0.6314,0.3148,0.2074,0.237,0.5078,0.7446,0.3782,0.4893,0.1421
justice,peace,DB,DH,0.4366,0.2116,0.5406,0.3594,0.5277,0.0438,0.0554,0.3148,0.2074,0.2616,0.2914,0.5988,0.1372,0.1975,-0.1421
justice,peach,DB,DH,0.4366,0.2116,0.051,0.1438,0.7573,0.3178,0.5147,0.3148,0.2074,0.2244,0.3804,0.6813,0.2634,0.3625,0.1522
justice,sad,DB,DH,0.4366,0.2116,0.5434,0.2784,0.4739,-0.04,0.0522,0.3148,0.2074,0.225,0.3196,0.6447,0.202,0.2894,-0.2372
justice,safety,DB,DH,0.4366,0.2116,0.4336,0.369,0.6004,0.1604,0.2008,0.3148,0.2074,0.3774,0.3684,0.5653,0.0984,0.1305,0.0703
justice,sandstorm,DB,DH,0.4366,0.2116,0.078,0.1458,0.7368,0.2928,0.4735,0.3148,0.2074,0.1752,0.2462,0.6387,0.1784,0.2774,0.1961
justice,sick,DB,DH,0.4366,0.2116,0.202,0.6996,0.9026,0.7226,0.8052,0.3148,0.2074,0.2758,0.3546,0.628,0.1862,0.256,0.5492
justice,tree,DB,DH,0.4366,0.2116,0.1272,0.8018,0.9649,0.8996,0.9298,0.3148,0.2074,0.1824,0.561,0.8099,0.486,0.6199,0.3099
lightning,mango,DB,DH,0.1768,0.0508,0.046,0.2748,0.8396,0.3548,0.6792,0.3332,0.2148,0.237,0.5078,0.7481,0.3892,0.4961,0.1831
lightning,peace,DB,DH,0.1768,0.0508,0.5406,0.3594,0.4578,-0.0552,0.0845,0.3332,0.2148,0.2616,0.2914,0.6051,0.1482,0.2102,-0.1257
lightning,peach,DB,DH,0.1768,0.0508,0.051,0.1438,0.7799,0.2188,0.5597,0.3332,0.2148,0.2244,0.3804,0.686,0.2744,0.372,0.1877
lightning,sad,DB,DH,0.1768,0.0508,0.5434,0.2784,0.3896,-0.139,0.2208,0.3332,0.2148,0.225,0.3196,0.6502,0.213,0.3004,-0.0796
lightning,safety,DB,DH,0.1768,0.0508,0.4336,0.369,0.547,0.0614,0.094,0.3332,0.2148,0.3774,0.3684,0.5717,0.1094,0.1433,-0.0493
lightning,sandstorm,DB,DH,0.1768,0.0508,0.078,0.1458,0.7449,0.1938,0.4898,0.3332,0.2148,0.1752,0.2462,0.6446,0.1894,0.2892,0.2006
lightning,sick,DB,DH,0.1768,0.0508,0.202,0.6996,0.9272,0.6236,0.8545,0.3332,0.2148,0.2758,0.3546,0.6337,0.1972,0.2673,0.5872
lightning,tree,DB,DH,0.1768,0.0508,0.1272,0.8018,0.9897,0.8006,0.9793,0.3332,0.2148,0.1824,0.561,0.8121,0.497,0.6241,0.3552
mango,peace,DB,DH,0.046,0.2748,0.5406,0.3594,0.2294,-0.41,0.5411,0.237,0.5078,0.2616,0.2914,0.3404,-0.241,0.3192,0.2219
mango,peach,DB,DH,0.046,0.2748,0.051,0.1438,0.3448,-0.136,0.3104,0.237,0.5078,0.2244,0.3804,0.4236,-0.1148,0.1528,0.1576
mango,sad,DB,DH,0.046,0.2748,0.5434,0.2784,0.176,-0.4938,0.6481,0.237,0.5078,0.225,0.3196,0.3811,-0.1762,0.2379,0.4102
mango,safety,DB,DH,0.046,0.2748,0.4336,0.369,0.2979,-0.2934,0.4041,0.237,0.5078,0.3774,0.3684,0.3293,-0.2798,0.3415,0.0626
mango,sandstorm,DB,DH,0.046,0.2748,0.078,0.1458,0.3225,-0.161,0.355,0.237,0.5078,0.1752,0.2462,0.3565,-0.1998,0.287,0.068
mango,sick,DB,DH,0.046,0.2748,0.202,0.6996,0.7171,0.2688,0.4342,0.237,0.5078,0.2758,0.3546,0.3757,-0.192,0.2486,0.1856
mango,tree,DB,DH,0.046,0.2748,0.1272,0.8018,0.871,0.4458,0.7421,0.237,0.5078,0.1824,0.561,0.5724,0.10780000000000001,0.1448,0.5973
peace,peach,DB,DH,0.5406,0.3594,0.051,0.1438,0.7048,0.274,0.4096,0.2616,0.2914,0.2244,0.3804,0.5876,0.1262,0.1752,0.2344
peace,sad,DB,DH,0.5406,0.3594,0.5434,0.2784,0.4488,-0.0838,0.1023,0.2616,0.2914,0.225,0.3196,0.5464,0.0648,0.0928,0.0095
peace,safety,DB,DH,0.5406,0.3594,0.4336,0.369,0.5691,0.1166,0.1381,0.2616,0.2914,0.3774,0.3684,0.4746,-0.0388,0.0508,0.0873
peace,sandstorm,DB,DH,0.5406,0.3594,0.078,0.1458,0.6856,0.249,0.3712,0.2616,0.2914,0.1752,0.2462,0.5319,0.0412,0.0638,0.3074
peace,sick,DB,DH,0.5406,0.3594,0.202,0.6996,0.8703,0.6788,0.7406,0.2616,0.2914,0.2758,0.3546,0.5336,0.049,0.0672,0.6734
peace,tree,DB,DH,0.5406,0.3594,0.1272,0.8018,0.9414,0.8558,0.8828,0.2616,0.2914,0.1824,0.561,0.7315,0.3488,0.463,0.4198
peach,sad,DB,DH,0.051,0.1438,0.5434,0.2784,0.2298,-0.3578,0.5404,0.2244,0.3804,0.225,0.3196,0.4568,-0.0614,0.0864,0.454
peach,safety,DB,DH,0.051,0.1438,0.4336,0.369,0.3785,-0.1574,0.243,0.2244,0.3804,0.3774,0.3684,0.3948,-0.165,0.2103,0.0327
peach,sandstorm,DB,DH,0.051,0.1438,0.078,0.1458,0.4636,-0.025,0.0728,0.2244,0.3804,0.1752,0.2462,0.4358,-0.085,0.1284,-0.0556
peach,sick,DB,DH,0.051,0.1438,0.202,0.6996,0.8356,0.4048,0.6712,0.2244,0.3804,0.2758,0.3546,0.448,-0.0772,0.104,0.5672
peach,tree,DB,DH,0.051,0.1438,0.1272,0.8018,0.9617,0.5818,0.9234,0.2244,0.3804,0.1824,0.561,0.6506,0.2226,0.3013,0.6221
sad,safety,DB,DH,0.5434,0.2784,0.4336,0.369,0.6208,0.2004,0.2417,0.225,0.3196,0.3774,0.3684,0.4321,-0.1036,0.1359,0.1058
sad,sandstorm,DB,DH,0.5434,0.2784,0.078,0.1458,0.7514,0.3328,0.5028,0.225,0.3196,0.1752,0.2462,0.4816,-0.0236,0.0369,0.4659
sad,sick,DB,DH,0.5434,0.2784,0.202,0.6996,0.9054,0.7626,0.8109,0.225,0.3196,0.2758,0.3546,0.4891,-0.0158,0.0218,0.7891
sad,tree,DB,DH,0.5434,0.2784,0.1272,0.8018,0.9638,0.9396,0.9277,0.225,0.3196,0.1824,0.561,0.6936,0.284,0.3873,0.5404
safety,sandstorm,DB,DH,0.4336,0.369,0.078,0.1458,0.6015,0.1324,0.203,0.3774,0.3684,0.1752,0.2462,0.556,0.08,0.112,0.091
safety,sick,DB,DH,0.4336,0.369,0.202,0.6996,0.825,0.5622,0.6499,0.3774,0.3684,0.2758,0.3546,0.5555,0.0878,0.1111,0.5388
safety,tree,DB,DH,0.4336,0.369,0.1272,0.8018,0.9121,0.7392,0.8242,0.3774,0.3684,0.1824,0.561,0.7361,0.3876,0.4722,0.352
sandstorm,sick,DB,DH,0.078,0.1458,0.202,0.6996,0.8458,0.4298,0.6916,0.1752,0.2462,0.2758,0.3546,0.5058,0.0078,0.0116,0.68
sandstorm,tree,DB,DH,0.078,0.1458,0.1272,0.8018,0.9637,0.6068,0.9275,0.1752,0.2462,0.1824,0.561,0.7227,0.3076,0.4455,0.482
sick,tree,DB,DH,0.202,0.6996,0.1272,0.8018,0.65,0.177,0.2999,0.2758,0.3546,0.1824,0.561,0.6956,0.2998,0.3911,-0.0912
angry,banana,DB,DO,0.1306,0.324,0.0426,0.272,0.5321,0.036,0.0643,0.21,0.3696,0.1018,0.1568,0.4099,-0.1046,0.1801,-0.1158
angry,death,DB,DO,0.1306,0.324,0.2328,0.2752,0.3835,-0.151,0.233,0.21,0.3696,0.1568,0.2514,0.4497,-0.065,0.1007,0.1323
angry,happy,DB,DO,0.1306,0.324,0.3926,0.1576,0.2028,-0.4284,0.5944,0.21,0.3696,0.4474,0.2284,0.2584,-0.3786,0.4832,0.1112
angry,justice,DB,DO,0.1306,0.324,0.4366,0.2098,0.2183,-0.4202,0.5634,0.21,0.3696,0.3148,0.1862,0.2983,-0.2882,0.4034,0.16
angry,lightning,DB,DO,0.1306,0.324,0.1768,0.0864,0.2475,-0.2838,0.5049,0.21,0.3696,0.3332,0.2774,0.3551,-0.2154,0.2899,0.215
angry,mango,DB,DO,0.1306,0.324,0.046,0.2664,0.5242,0.027,0.0484,0.21,0.3696,0.237,0.1916,0.347,-0.205,0.306,-0.2576
angry,peace,DB,DO,0.1306,0.324,0.5406,0.1764,0.1467,-0.5576,0.7067,0.21,0.3696,0.2616,0.171,0.316,-0.2502,0.368,0.3387
angry,peach,DB,DO,0.1306,0.324,0.051,0.2264,0.4833,-0.018,0.0335,0.21,0.3696,0.2244,0.3198,0.4543,-0.0642,0.0914,-0.0579
angry,sad,DB,DO,0.1306,0.324,0.5434,0.376,0.2704,-0.3608,0.4593,0.21,0.3696,0.225,0.33,0.4613,-0.0546,0.0774,0.3819
angry,safety,DB,DO,0.1306,0.324,0.4336,0.205,0.2165,-0.422,0.5671,0.21,0.3696,0.3774,0.2304,0.2968,-0.3066,0.4064,0.1607
angry,sandstorm,DB,DO,0.1306,0.324,0.078,0.612,0.7566,0.3406,0.5131,0.21,0.3696,0.1752,0.5044,0.6172,0.1696,0.2343,0.2788
angry,sick,DB,DO,0.1306,0.324,0.202,0.515,0.5875,0.1196,0.175,0.21,0.3696,0.2758,0.3264,0.4251,-0.109,0.1498,0.0252
angry,tree,DB,DO,0.1306,0.324,0.1272,0.652,0.7487,0.3314,0.4974,0.21,0.3696,0.1824,0.3802,0.5272,0.0382,0.0545,0.4429
banana,death,DB,DO,0.0426,0.272,0.2328,0.2752,0.3453,-0.187,0.3095,0.1018,0.1568,0.1568,0.2514,0.5401,0.0396,0.0803,0.2292
banana,happy,DB,DO,0.0426,0.272,0.3926,0.1576,0.1644,-0.4644,0.6712,0.1018,0.1568,0.4474,0.2284,0.2844,-0.274,0.4311,0.2401
banana,justice,DB,DO,0.0426,0.272,0.4366,0.2098,0.182,-0.4562,0.636,0.1018,0.1568,0.3148,0.1862,0.3355,-0.1836,0.329,0.307
banana,lightning,DB,DO,0.0426,0.272,0.1768,0.0864,0.191,-0.3198,0.618,0.1018,0.1568,0.3332,0.2774,0.4079,-0.1108,0.1842,0.4338
banana,mango,DB,DO,0.0426,0.272,0.046,0.2664,0.491,-0.009,0.018,0.1018,0.1568,0.237,0.1916,0.4014,-0.1004,0.1971,-0.1791
banana,peace,DB,DO,0.0426,0.272,0.5406,0.1764,0.114,-0.5936,0.7721,0.1018,0.1568,0.2616,0.171,0.3593,-0.1456,0.2815,0.4906
banana,peach,DB,DO,0.0426,0.272,0.051,0.2264,0.4436,-0.054,0.1128,0.1018,0.1568,0.2244,0.3198,0.5357,0.0404,0.0715,0.0413
banana,sad,DB,DO,0.0426,0.272,0.5434,0.376,0.2375,-0.3968,0.5249,0.1018,0.1568,0.225,0.33,0.5439,0.05,0.0877,0.4372
banana,safety,DB,DO,0.0426,0.272,0.4336,0.205,0.18,-0.458,0.64,0.1018,0.1568,0.3774,0.2304,0.3335,-0.202,0.3329,0.3071
banana,sandstorm,DB,DO,0.0426,0.272,0.078,0.612,0.7517,0.3046,0.5034,0.1018,0.1568,0.1752,0.5044,0.7233,0.2742,0.4466,0.0568
banana,sick,DB,DO,0.0426,0.272,0.202,0.515,0.566,0.0836,0.1319,0.1018,0.1568,0.2758,0.3264,0.4963,-0.0044,0.0074,0.1245
banana,tree,DB,DO,0.0426,0.272,0.1272,0.652,0.7428,0.2954,0.4857,0.1018,0.1568,0.1824,0.3802,0.6243,0.1428,0.2487,0.237
death,happy,DB,DO,0.2328,0.2752,0.3926,0.1576,0.3021,-0.2774,0.3957,0.1568,0.2514,0.4474,0.2284,0.2782,-0.3136,0.4435,-0.0478
death,justice,DB,DO,0.2328,0.2752,0.4366,0.2098,0.3152,-0.2692,0.3696,0.1568,0.2514,0.3148,0.1862,0.3243,-0.2232,0.3514,0.0182
death,lightning,DB,DO,0.2328,0.2752,0.1768,0.0864,0.3816,-0.1328,0.2368,0.1568,0.2514,0.3332,0.2774,0.388,-0.1504,0.2241,0.0127
death,mango,DB,DO,0.2328,0.2752,0.046,0.2664,0.6481,0.178,0.2962,0.1568,0.2514,0.237,0.1916,0.3813,-0.14,0.2374,0.0588
death,peace,DB,DO,0.2328,0.2752,0.5406,0.1764,0.23,-0.4066,0.5401,0.1568,0.2514,0.2616,0.171,0.3452,-0.1852,0.3096,0.2305
death,peach,DB,DO,0.2328,0.2752,0.051,0.2264,0.6155,0.133,0.2309,0.1568,0.2514,0.2244,0.3198,0.5006,8e-4,0.0013,0.2296
death,sad,DB,DO,0.2328,0.2752,0.5434,0.376,0.3649,-0.2098,0.2702,0.1568,0.2514,0.225,0.33,0.5082,0.0104,0.0163,0.2539
death,safety,DB,DO,0.2328,0.2752,0.4336,0.205,0.3134,-0.271,0.3731,0.1568,0.2514,0.3774,0.2304,0.3221,-0.2416,0.3559,0.0172
death,sandstorm,DB,DO,0.2328,0.2752,0.078,0.612,0.832,0.4916,0.6639,0.1568,0.2514,0.1752,0.5044,0.6751,0.2346,0.3501,0.3138
death,sick,DB,DO,0.2328,0.2752,0.202,0.515,0.6855,0.2706,0.371,0.1568,0.2514,0.2758,0.3264,0.4667,-0.044,0.0667,0.3043
death,tree,DB,DO,0.2328,0.2752,0.1272,0.652,0.8254,0.4824,0.6508,0.1568,0.2514,0.1824,0.3802,0.5808,0.1032,0.1616,0.4892
happy,justice,DB,DO,0.3926,0.1576,0.4366,0.2098,0.5058,0.0082,0.0116,0.4474,0.2284,0.3148,0.1862,0.5638,0.0904,0.1276,-0.116
happy,lightning,DB,DO,0.3926,0.1576,0.1768,0.0864,0.6269,0.1446,0.2537,0.4474,0.2284,0.3332,0.2774,0.6077,0.1632,0.2155,0.0382
happy,mango,DB,DO,0.3926,0.1576,0.046,0.2664,0.8317,0.4554,0.6634,0.4474,0.2284,0.237,0.1916,0.626,0.1736,0.2521,0.4113
happy,peace,DB,DO,0.3926,0.1576,0.5406,0.1764,0.408,-0.1292,0.184,0.4474,0.2284,0.2616,0.171,0.5937,0.1284,0.1874,-0.0034
happy,peach,DB,DO,0.3926,0.1576,0.051,0.2264,0.8143,0.4104,0.6287,0.4474,0.2284,0.2244,0.3198,0.7071,0.3144,0.4142,0.2145
happy,sad,DB,DO,0.3926,0.1576,0.5434,0.376,0.544,0.0676,0.088,0.4474,0.2284,0.225,0.33,0.7119,0.324,0.4238,-0.3358
happy,safety,DB,DO,0.3926,0.1576,0.4336,0.205,0.5045,0.0064,0.0091,0.4474,0.2284,0.3774,0.2304,0.5484,0.072,0.0968,-0.0877
happy,sandstorm,DB,DO,0.3926,0.1576,0.078,0.612,0.9318,0.769,0.8636,0.4474,0.2284,0.1752,0.5044,0.825,0.5482,0.65,0.2136
happy,sick,DB,DO,0.3926,0.1576,0.202,0.515,0.834,0.548,0.6679,0.4474,0.2284,0.2758,0.3264,0.67490000000000006,0.2696,0.3497,0.3182
happy,tree,DB,DO,0.3926,0.1576,0.1272,0.652,0.9278,0.7598,0.8555,0.4474,0.2284,0.1824,0.3802,0.7649,0.4168,0.5298,0.3257
justice,lightning,DB,DO,0.4366,0.2098,0.1768,0.0864,0.6129,0.1364,0.2257,0.3148,0.1862,0.3332,0.2774,0.5519,0.0728,0.1037,0.122
justice,mango,DB,DO,0.4366,0.2098,0.046,0.2664,0.8139,0.4472,0.6278,0.3148,0.1862,0.237,0.1916,0.5664,0.0832,0.1329,0.4949
justice,peace,DB,DO,0.4366,0.2098,0.5406,0.1764,0.4061,-0.1374,0.1877,0.3148,0.1862,0.2616,0.171,0.5304,0.038,0.0607,0.127
justice,peach,DB,DO,0.4366,0.2098,0.051,0.2264,0.7956,0.4022,0.5911,0.3148,0.1862,0.2244,0.3198,0.6617,0.224,0.3234,0.2677
justice,sad,DB,DO,0.4366,0.2098,0.5434,0.376,0.5374,0.0594,0.0747,0.3148,0.1862,0.225,0.33,0.6673,0.2336,0.3347,-0.26
justice,safety,DB,DO,0.4366,0.2098,0.4336,0.205,0.4988,-0.0018,0.0025,0.3148,0.1862,0.3774,0.2304,0.4867,-0.0184,0.0265,-0.024
justice,sandstorm,DB,DO,0.4366,0.2098,0.078,0.612,0.92,0.7608,0.8401,0.3148,0.1862,0.1752,0.5044,0.7985,0.4578,0.5971,0.243
justice,sick,DB,DO,0.4366,0.2098,0.202,0.515,0.8207,0.5398,0.6414,0.3148,0.1862,0.2758,0.3264,0.6264,0.1792,0.2528,0.3886
justice,tree,DB,DO,0.4366,0.2098,0.1272,0.652,0.9159,0.7516,0.8318,0.3148,0.1862,0.1824,0.3802,0.7283,0.3264,0.4565,0.3753
lightning,mango,DB,DO,0.1768,0.0864,0.046,0.2664,0.8035,0.3108,0.607,0.3332,0.2774,0.237,0.1916,0.5077,0.0104,0.0155,0.5915
lightning,peace,DB,DO,0.1768,0.0864,0.5406,0.1764,0.2779,-0.2738,0.4442,0.3332,0.2774,0.2616,0.171,0.4741,-0.0348,0.0517,0.3925
lightning,peach,DB,DO,0.1768,0.0864,0.051,0.2264,0.78,0.2658,0.5601,0.3332,0.2774,0.2244,0.3198,0.6042,0.1512,0.2083,0.3518
lightning,sad,DB,DO,0.1768,0.0864,0.5434,0.376,0.4424,-0.077,0.1152,0.3332,0.2774,0.225,0.33,0.6101,0.1608,0.2202,-0.105
lightning,safety,DB,DO,0.1768,0.0864,0.4336,0.205,0.3851,-0.1382,0.2297,0.3332,0.2774,0.3774,0.2304,0.4383,-0.0912,0.1233,0.1064
lightning,sandstorm,DB,DO,0.1768,0.0864,0.078,0.612,0.9326,0.6244,0.8651,0.3332,0.2774,0.1752,0.5044,0.7458,0.385,0.4916,0.3735
lightning,sick,DB,DO,0.1768,0.0864,0.202,0.515,0.8014,0.4034,0.6029,0.3332,0.2774,0.2758,0.3264,0.5715,0.1064,0.143,0.4599
lightning,tree,DB,DO,0.1768,0.0864,0.1272,0.652,0.9272,0.6152,0.8543,0.3332,0.2774,0.1824,0.3802,0.6711,0.2536,0.3421,0.5122
mango,peace,DB,DO,0.046,0.2664,0.5406,0.1764,0.1168,-0.5846,0.7664,0.237,0.1916,0.2616,0.171,0.4619,-0.0452,0.0761,0.6903
mango,peach,DB,DO,0.046,0.2664,0.051,0.2264,0.4527,-0.045,0.0946,0.237,0.1916,0.2244,0.3198,0.6081,0.1408,0.2162,-0.1216
mango,sad,DB,DO,0.046,0.2664,0.5434,0.376,0.2421,-0.3878,0.5159,0.237,0.1916,0.225,0.33,0.6146,0.1504,0.2292,0.2867
mango,safety,DB,DO,0.046,0.2664,0.4336,0.205,0.1841,-0.449,0.6319,0.237,0.1916,0.3774,0.2304,0.424,-0.1016,0.152,0.4799
