conA,conB,col1,col2,x1_us,x2_us,x3_us,x4_us,p_gt0_us,dX_us,dS_us,x1_mg,x2_mg,x3_mg,x4_mg,p_gt0_mg,dX_mg,dS_mg,dS_diff
banana,lightning,DB,DC,0.0426,0.0568,0.1768,0.07,0.3088,-0.121,0.3825,0.1018,0.1208,0.3332,0.2682,0.4274,-0.084,0.1452,0.2373
banana,mango,DB,DC,0.0426,0.0568,0.046,0.051,0.4721,-0.0092,0.0558,0.1018,0.1208,0.237,0.233,0.4774,-0.023,0.0451,0.0107
banana,peace,DB,DC,0.0426,0.0568,0.5406,0.5204,0.4727,-0.0344,0.0546,0.1018,0.1208,0.2616,0.3236,0.5378,0.043,0.0756,-0.021
banana,peach,DB,DC,0.0426,0.0568,0.051,0.08,0.538,0.0148,0.076,0.1018,0.1208,0.2244,0.233,0.4896,-0.0104,0.0207,0.0553
banana,sad,DB,DC,0.0426,0.0568,0.5434,0.3846,0.3618,-0.173,0.2764,0.1018,0.1208,0.225,0.2568,0.5124,0.0128,0.0248,0.2516
banana,safety,DB,DC,0.0426,0.0568,0.4336,0.3758,0.441,-0.072,0.1181,0.1018,0.1208,0.3774,0.3034,0.4238,-0.093,0.1524,-0.0343
banana,sandstorm,DB,DC,0.0426,0.0568,0.078,0.069,0.444,-0.0232,0.1121,0.1018,0.1208,0.1752,0.1816,0.4857,-0.0126,0.0287,0.0834
banana,sick,DB,DC,0.0426,0.0568,0.202,0.24,0.5268,0.0238,0.0537,0.1018,0.1208,0.2758,0.2948,0.5,0,0,0.0537
banana,tree,DB,DC,0.0426,0.0568,0.1272,0.3622,0.7241,0.2208,0.4483,0.1018,0.1208,0.1824,0.3126,0.6055,0.1112,0.211,0.2373
death,happy,DB,DC,0.2328,0.1342,0.3926,0.3704,0.5548,0.0764,0.1097,0.1568,0.1532,0.4474,0.2986,0.3906,-0.1452,0.2189,-0.1092
death,justice,DB,DC,0.2328,0.1342,0.4366,0.3298,0.4941,-0.0082,0.0119,0.1568,0.1532,0.3148,0.2092,0.4124,-0.102,0.1753,-0.1634
death,lightning,DB,DC,0.2328,0.1342,0.1768,0.07,0.4912,-0.0082,0.0176,0.1568,0.1532,0.3332,0.2682,0.4501,-0.0614,0.0998,-0.0822
death,mango,DB,DC,0.2328,0.1342,0.046,0.051,0.6301,0.1036,0.2601,0.1568,0.1532,0.237,0.233,0.4996,-4.00E-04,7e-4,0.2594
death,peace,DB,DC,0.2328,0.1342,0.5406,0.5204,0.5541,0.0784,0.1082,0.1568,0.1532,0.2616,0.3236,0.5539,0.0656,0.10780000000000001,4e-4
death,peach,DB,DC,0.2328,0.1342,0.051,0.08,0.6537,0.1276,0.3074,0.1568,0.1532,0.2244,0.233,0.5112,0.0122,0.0224,0.285
death,sad,DB,DC,0.2328,0.1342,0.5434,0.3846,0.4576,-0.0602,0.0848,0.1568,0.1532,0.225,0.2568,0.5317,0.0354,0.0634,0.0214
death,safety,DB,DC,0.2328,0.1342,0.4336,0.3758,0.529,0.0408,0.0579,0.1568,0.1532,0.3774,0.3034,0.4454,-0.0704,0.1092,-0.0513
death,sandstorm,DB,DC,0.2328,0.1342,0.078,0.069,0.6078,0.0896,0.21560000000000001,0.1568,0.1532,0.1752,0.1816,0.5102,0.01,0.0205,0.1951
death,sick,DB,DC,0.2328,0.1342,0.202,0.24,0.6185,0.1366,0.2371,0.1568,0.1532,0.2758,0.2948,0.5188,0.0226,0.0376,0.1995
death,tree,DB,DC,0.2328,0.1342,0.1272,0.3622,0.7627,0.3336,0.5253,0.1568,0.1532,0.1824,0.3126,0.6172,0.1338,0.2344,0.2909
happy,justice,DB,DC,0.3926,0.3704,0.4366,0.3298,0.4488,-0.0846,0.1024,0.4474,0.2986,0.3148,0.2092,0.5291,0.0432,0.0582,0.0442
happy,lightning,DB,DC,0.3926,0.3704,0.1768,0.07,0.4351,-0.0846,0.1298,0.4474,0.2986,0.3332,0.2682,0.5542,0.0838,0.1084,0.0214
happy,mango,DB,DC,0.3926,0.3704,0.046,0.051,0.5228,0.0272,0.0456,0.4474,0.2986,0.237,0.233,0.5991,0.1448,0.1983,-0.1527
happy,peace,DB,DC,0.3926,0.3704,0.5406,0.5204,0.5012,0.002,0.0024,0.4474,0.2986,0.2616,0.3236,0.635,0.2108,0.2701,-0.2677
happy,peach,DB,DC,0.3926,0.3704,0.051,0.08,0.5422,0.0512,0.0844,0.4474,0.2986,0.2244,0.233,0.6083,0.1574,0.2166,-0.1322
happy,sad,DB,DC,0.3926,0.3704,0.5434,0.3846,0.4192,-0.1366,0.1616,0.4474,0.2986,0.225,0.2568,0.6222,0.1806,0.2444,-0.0828
happy,safety,DB,DC,0.3926,0.3704,0.4336,0.3758,0.4787,-0.0356,0.0426,0.4474,0.2986,0.3774,0.3034,0.547,0.0748,0.094,-0.0514
happy,sandstorm,DB,DC,0.3926,0.3704,0.078,0.069,0.5108,0.0132,0.0217,0.4474,0.2986,0.1752,0.1816,0.6134,0.1552,0.2268,-0.2051
happy,sick,DB,DC,0.3926,0.3704,0.202,0.24,0.5415,0.0602,0.0829,0.4474,0.2986,0.2758,0.2948,0.6089,0.1678,0.2177,-0.1348
happy,tree,DB,DC,0.3926,0.3704,0.1272,0.3622,0.6689,0.2572,0.3377,0.4474,0.2986,0.1824,0.3126,0.6839,0.279,0.3678,-0.0301
justice,lightning,DB,DC,0.4366,0.3298,0.1768,0.07,0.5,0,0,0.3148,0.2092,0.3332,0.2682,0.5287,0.0406,0.0575,-0.0575
justice,mango,DB,DC,0.4366,0.3298,0.046,0.051,0.5936,0.1118,0.1873,0.3148,0.2092,0.237,0.233,0.5773,0.1016,0.1546,0.0327
justice,peace,DB,DC,0.4366,0.3298,0.5406,0.5204,0.5509,0.0866,0.1019,0.3148,0.2092,0.2616,0.3236,0.618,0.1676,0.2359,-0.134
justice,peach,DB,DC,0.4366,0.3298,0.051,0.08,0.6116,0.1358,0.2232,0.3148,0.2092,0.2244,0.233,0.5875,0.1142,0.175,0.0482
justice,sad,DB,DC,0.4366,0.3298,0.5434,0.3846,0.4689,-0.052,0.0621,0.3148,0.2092,0.225,0.2568,0.6032,0.1374,0.2064,-0.1443
justice,safety,DB,DC,0.4366,0.3298,0.4336,0.3758,0.5294,0.049,0.0589,0.3148,0.2092,0.3774,0.3034,0.5216,0.0316,0.0432,0.0157
justice,sandstorm,DB,DC,0.4366,0.3298,0.078,0.069,0.5804,0.0978,0.1607,0.3148,0.2092,0.1752,0.1816,0.5925,0.112,0.185,-0.0243
justice,sick,DB,DC,0.4366,0.3298,0.202,0.24,0.5994,0.1448,0.1989,0.3148,0.2092,0.2758,0.2948,0.5889,0.1246,0.1777,0.0212
justice,tree,DB,DC,0.4366,0.3298,0.1272,0.3622,0.7202,0.3418,0.4405,0.3148,0.2092,0.1824,0.3126,0.6724,0.2358,0.3447,0.0958
lightning,mango,DB,DC,0.1768,0.07,0.046,0.051,0.6785,0.1118,0.357,0.3332,0.2682,0.237,0.233,0.5444,0.061,0.0888,0.2682
lightning,peace,DB,DC,0.1768,0.07,0.5406,0.5204,0.5636,0.0866,0.1272,0.3332,0.2682,0.2616,0.3236,0.5863,0.127,0.1726,-0.0454
lightning,peach,DB,DC,0.1768,0.07,0.051,0.08,0.7028,0.1358,0.4056,0.3332,0.2682,0.2244,0.233,0.554,0.0736,0.1079,0.2977
lightning,sad,DB,DC,0.1768,0.07,0.5434,0.3846,0.4609,-0.052,0.0782,0.3332,0.2682,0.225,0.2568,0.5698,0.0968,0.1395,-0.0613
lightning,safety,DB,DC,0.1768,0.07,0.4336,0.3758,0.5372,0.049,0.0743,0.3332,0.2682,0.3774,0.3034,0.4941,-0.009,0.0118,0.0625
lightning,sandstorm,DB,DC,0.1768,0.07,0.078,0.069,0.6461,0.0978,0.2923,0.3332,0.2682,0.1752,0.1816,0.5561,0.0714,0.1121,0.1802
lightning,sick,DB,DC,0.1768,0.07,0.202,0.24,0.6389,0.1448,0.2777,0.3332,0.2682,0.2758,0.2948,0.5577,0.084,0.1154,0.1623
lightning,tree,DB,DC,0.1768,0.07,0.1272,0.3622,0.7907,0.3418,0.5814,0.3332,0.2682,0.1824,0.3126,0.6378,0.1952,0.2757,0.3057
mango,peace,DB,DC,0.046,0.051,0.5406,0.5204,0.48,-0.0252,0.0401,0.237,0.233,0.2616,0.3236,0.5485,0.066,0.0969,-0.0568
mango,peach,DB,DC,0.046,0.051,0.051,0.08,0.5621,0.024,0.1242,0.237,0.233,0.2244,0.233,0.5101,0.0126,0.0202,0.104
mango,sad,DB,DC,0.046,0.051,0.5434,0.3846,0.36870000000000003,-0.1638,0.2625,0.237,0.233,0.225,0.2568,0.5281,0.0358,0.0562,0.2063
mango,safety,DB,DC,0.046,0.051,0.4336,0.3758,0.4484,-0.0628,0.1032,0.237,0.233,0.3774,0.3034,0.4509,-0.07,0.0981,0.0051
mango,sandstorm,DB,DC,0.046,0.051,0.078,0.069,0.4658,-0.014,0.0684,0.237,0.233,0.1752,0.1816,0.509,0.0104,0.0181,0.0503
mango,sick,DB,DC,0.046,0.051,0.202,0.24,0.5373,0.033,0.0745,0.237,0.233,0.2758,0.2948,0.517,0.023,0.0341,0.0404
mango,tree,DB,DC,0.046,0.051,0.1272,0.3622,0.7327,0.23,0.4655,0.237,0.233,0.1824,0.3126,0.6036,0.1342,0.2073,0.2582
peace,peach,DB,DC,0.5406,0.5204,0.051,0.08,0.5386,0.0492,0.0771,0.2616,0.3236,0.2244,0.233,0.4604,-0.0534,0.0791,-0.002
peace,sad,DB,DC,0.5406,0.5204,0.5434,0.3846,0.4202,-0.1386,0.1596,0.2616,0.3236,0.225,0.2568,0.4779,-0.0302,0.0441,0.1155
peace,safety,DB,DC,0.5406,0.5204,0.4336,0.3758,0.4781,-0.0376,0.0438,0.2616,0.3236,0.3774,0.3034,0.4107,-0.136,0.1786,-0.1348
peace,sandstorm,DB,DC,0.5406,0.5204,0.078,0.069,0.5087,0.0112,0.0175,0.2616,0.3236,0.1752,0.1816,0.4558,-0.0556,0.0883,-0.0708
peace,sick,DB,DC,0.5406,0.5204,0.202,0.24,0.5387,0.0582,0.0774,0.2616,0.3236,0.2758,0.2948,0.4702,-0.043,0.0597,0.0177
peace,tree,DB,DC,0.5406,0.5204,0.1272,0.3622,0.6622,0.2552,0.3245,0.2616,0.3236,0.1824,0.3126,0.5495,0.0682,0.0989,0.2256
peach,sad,DB,DC,0.051,0.08,0.5434,0.3846,0.3524,-0.1878,0.2952,0.2244,0.233,0.225,0.2568,0.5184,0.0232,0.0368,0.2584
peach,safety,DB,DC,0.051,0.08,0.4336,0.3758,0.4299,-0.0868,0.1403,0.2244,0.233,0.3774,0.3034,0.4417,-0.0826,0.1165,0.0238
peach,sandstorm,DB,DC,0.051,0.08,0.078,0.069,0.4177,-0.038,0.1646,0.2244,0.233,0.1752,0.1816,0.4981,-0.0022,0.0039,0.1607
peach,sick,DB,DC,0.051,0.08,0.202,0.24,0.5099,0.009,0.0198,0.2244,0.233,0.2758,0.2948,0.5078,0.0104,0.0155,0.0043
peach,tree,DB,DC,0.051,0.08,0.1272,0.3622,0.7064,0.206,0.4128,0.2244,0.233,0.1824,0.3126,0.595,0.1216,0.1899,0.2229
sad,safety,DB,DC,0.5434,0.3846,0.4336,0.3758,0.5594,0.101,0.1188,0.225,0.2568,0.3774,0.3034,0.4266,-0.1058,0.1468,-0.028
sad,sandstorm,DB,DC,0.5434,0.3846,0.078,0.069,0.6181,0.1498,0.2361,0.225,0.2568,0.1752,0.1816,0.4782,-0.0254,0.0437,0.1924
sad,sick,DB,DC,0.5434,0.3846,0.202,0.24,0.6309,0.1968,0.2618,0.225,0.2568,0.2758,0.2948,0.4906,-0.0128,0.0188,0.243
sad,tree,DB,DC,0.5434,0.3846,0.1272,0.3622,0.7444,0.3938,0.4889,0.225,0.2568,0.1824,0.3126,0.5758,0.0984,0.1516,0.3373
safety,sandstorm,DB,DC,0.4336,0.3758,0.078,0.069,0.5393,0.0488,0.0787,0.3774,0.3034,0.1752,0.1816,0.5604,0.0804,0.1208,-0.0421
safety,sick,DB,DC,0.4336,0.3758,0.202,0.24,0.565,0.0958,0.1301,0.3774,0.3034,0.2758,0.2948,0.5617,0.093,0.1234,0.0067
safety,tree,DB,DC,0.4336,0.3758,0.1272,0.3622,0.6885,0.2928,0.377,0.3774,0.3034,0.1824,0.3126,0.6389,0.2042,0.2778,0.0992
sandstorm,sick,DB,DC,0.078,0.069,0.202,0.24,0.551,0.047,0.102,0.1752,0.1816,0.2758,0.2948,0.5101,0.0126,0.0202,0.0818
sandstorm,tree,DB,DC,0.078,0.069,0.1272,0.3622,0.7378,0.244,0.4755,0.1752,0.1816,0.1824,0.3126,0.6045,0.1238,0.209,0.2665
sick,tree,DB,DC,0.202,0.24,0.1272,0.3622,0.6547,0.197,0.3094,0.2758,0.2948,0.1824,0.3126,0.5808,0.1112,0.1617,0.1477
angry,banana,DB,DG,0.1306,0.1384,0.0426,0.1682,0.649,0.1178,0.298,0.21,0.2624,0.1018,0.4858,0.7398,0.3316,0.4797,-0.1817
angry,death,DB,DG,0.1306,0.1384,0.2328,0.1142,0.3658,-0.1264,0.2685,0.21,0.2624,0.1568,0.1972,0.4896,-0.012,0.0209,0.2476
angry,happy,DB,DG,0.1306,0.1384,0.3926,0.363,0.4713,-0.0374,0.0574,0.21,0.2624,0.4474,0.4178,0.4459,-0.082,0.1082,-0.0508
angry,justice,DB,DG,0.1306,0.1384,0.4366,0.3464,0.4255,-0.098,0.149,0.21,0.2624,0.3148,0.2318,0.3991,-0.1354,0.2017,-0.0527
angry,lightning,DB,DG,0.1306,0.1384,0.1768,0.0454,0.3286,-0.1392,0.3429,0.21,0.2624,0.3332,0.2002,0.3617,-0.1854,0.2766,0.0663
angry,mango,DB,DG,0.1306,0.1384,0.046,0.2178,0.6866,0.164,0.3731,0.21,0.2624,0.237,0.6116,0.7211,0.3222,0.4423,-0.0692
angry,peace,DB,DG,0.1306,0.1384,0.5406,0.4608,0.4359,-0.0876,0.1281,0.21,0.2624,0.2616,0.347,0.524,0.033,0.048,0.0801
angry,peach,DB,DG,0.1306,0.1384,0.051,0.1328,0.6009,0.074,0.2019,0.21,0.2624,0.2244,0.501,0.6566,0.2242,0.3132,-0.1113
angry,sad,DB,DG,0.1306,0.1384,0.5434,0.26,0.2787,-0.2912,0.4426,0.21,0.2624,0.225,0.2636,0.4892,-0.0138,0.0216,0.421
angry,safety,DB,DG,0.1306,0.1384,0.4336,0.4914,0.5367,0.05,0.0735,0.21,0.2624,0.3774,0.3888,0.4722,-0.041,0.0555,0.018
angry,sandstorm,DB,DG,0.1306,0.1384,0.078,0.068,0.4734,-0.0178,0.0532,0.21,0.2624,0.1752,0.1648,0.4449,-0.0628,0.1102,-0.057
angry,sick,DB,DG,0.1306,0.1384,0.202,0.404,0.6614,0.1942,0.3227,0.21,0.2624,0.2758,0.316,0.4911,-0.0122,0.0179,0.3048
angry,tree,DB,DG,0.1306,0.1384,0.1272,0.8782,0.9907,0.7432,0.9814,0.21,0.2624,0.1824,0.742,0.8483,0.5072,0.6967,0.2847
banana,death,DB,DG,0.0426,0.1682,0.2328,0.1142,0.2442,-0.2442,0.5116,0.1018,0.4858,0.1568,0.1972,0.233,-0.3436,0.5341,-0.0225
banana,happy,DB,DG,0.0426,0.1682,0.3926,0.363,0.3799,-0.1552,0.2401,0.1018,0.4858,0.4474,0.4178,0.2496,-0.4136,0.5009,-0.2608
banana,justice,DB,DG,0.0426,0.1682,0.4366,0.3464,0.3363,-0.2158,0.3275,0.1018,0.4858,0.3148,0.2318,0.1937,-0.467,0.6125,-0.285
banana,lightning,DB,DG,0.0426,0.1682,0.1768,0.0454,0.1916,-0.257,0.6169,0.1018,0.4858,0.3332,0.2002,0.1667,-0.517,0.6666,-0.0497
banana,mango,DB,DG,0.0426,0.1682,0.046,0.2178,0.5574,0.0462,0.1149,0.1018,0.4858,0.237,0.6116,0.4933,-0.0094,0.0134,0.1015
banana,peace,DB,DG,0.0426,0.1682,0.5406,0.4608,0.3498,-0.2054,0.3003,0.1018,0.4858,0.2616,0.347,0.2966,-0.2986,0.4068,-0.1065
banana,peach,DB,DG,0.0426,0.1682,0.051,0.1328,0.4353,-0.0438,0.1295,0.1018,0.4858,0.2244,0.501,0.4248,-0.1074,0.1504,-0.0209
banana,sad,DB,DG,0.0426,0.1682,0.5434,0.26,0.1993,-0.409,0.6013,0.1018,0.4858,0.225,0.2636,0.254,-0.3454,0.4921,0.1092
banana,safety,DB,DG,0.0426,0.1682,0.4336,0.4914,0.4492,-0.0678,0.1015,0.1018,0.4858,0.3774,0.3888,0.2666,-0.3726,0.4668,-0.3653
banana,sandstorm,DB,DG,0.0426,0.1682,0.078,0.068,0.2894,-0.1356,0.4213,0.1018,0.4858,0.1752,0.1648,0.1985,-0.3944,0.6031,-0.1818
banana,sick,DB,DG,0.0426,0.1682,0.202,0.404,0.5668,0.0764,0.1336,0.1018,0.4858,0.2758,0.316,0.2679,-0.3438,0.4641,-0.3305
banana,tree,DB,DG,0.0426,0.1682,0.1272,0.8782,0.9824,0.6254,0.9648,0.1018,0.4858,0.1824,0.742,0.6362,0.1756,0.2724,0.6924
death,happy,DB,DG,0.2328,0.1142,0.3926,0.363,0.5647,0.089,0.1293,0.1568,0.1972,0.4474,0.4178,0.4507,-0.07,0.0986,0.0307
death,justice,DB,DG,0.2328,0.1142,0.4366,0.3464,0.5206,0.0284,0.0412,0.1568,0.1972,0.3148,0.2318,0.3999,-0.1234,0.2002,-0.159
death,lightning,DB,DG,0.2328,0.1142,0.1768,0.0454,0.4857,-0.0128,0.0286,0.1568,0.1972,0.3332,0.2002,0.359,-0.1734,0.2821,-0.2535
death,mango,DB,DG,0.2328,0.1142,0.046,0.2178,0.7785,0.2904,0.5571,0.1568,0.1972,0.237,0.6116,0.7447,0.3342,0.4894,0.0677
death,peace,DB,DG,0.2328,0.1142,0.5406,0.4608,0.5272,0.0388,0.0543,0.1568,0.1972,0.2616,0.347,0.5354,0.045,0.0707,-0.0164
death,peach,DB,DG,0.2328,0.1142,0.051,0.1328,0.7243,0.2004,0.4486,0.1568,0.1972,0.2244,0.501,0.6767,0.2362,0.3535,0.0951
death,sad,DB,DG,0.2328,0.1142,0.5434,0.26,0.3768,-0.1648,0.2463,0.1568,0.1972,0.225,0.2636,0.4985,-0.0018,0.0031,0.2432
death,safety,DB,DG,0.2328,0.1142,0.4336,0.4914,0.6218,0.1764,0.2436,0.1568,0.1972,0.3774,0.3888,0.479,-0.029,0.0421,0.2015
death,sandstorm,DB,DG,0.2328,0.1142,0.078,0.068,0.634,0.1086,0.268,0.1568,0.1972,0.1752,0.1648,0.4497,-0.0508,0.1006,0.1674
death,sick,DB,DG,0.2328,0.1142,0.202,0.404,0.7405,0.3206,0.481,0.1568,0.1972,0.2758,0.316,0.4998,-2.00E-04,3e-4,0.4807
death,tree,DB,DG,0.2328,0.1142,0.1272,0.8782,0.9922,0.8696,0.9845,0.1568,0.1972,0.1824,0.742,0.8779,0.5192,0.7558,0.2287
happy,justice,DB,DG,0.3926,0.363,0.4366,0.3464,0.4634,-0.0606,0.0732,0.4474,0.4178,0.3148,0.2318,0.4659,-0.0534,0.0682,0.005
happy,lightning,DB,DG,0.3926,0.363,0.1768,0.0454,0.4211,-0.1018,0.1578,0.4474,0.4178,0.3332,0.2002,0.4336,-0.1034,0.1327,0.0251
happy,mango,DB,DG,0.3926,0.363,0.046,0.2178,0.649,0.2014,0.2981,0.4474,0.4178,0.237,0.6116,0.7359,0.4042,0.4719,-0.1738
happy,peace,DB,DG,0.3926,0.363,0.5406,0.4608,0.4704,-0.0502,0.0591,0.4474,0.4178,0.2616,0.347,0.5713,0.115,0.1426,-0.0835
happy,peach,DB,DG,0.3926,0.363,0.051,0.1328,0.5887,0.1114,0.1774,0.4474,0.4178,0.2244,0.501,0.6822,0.30620000000000003,0.3644,-0.187
happy,sad,DB,DG,0.3926,0.363,0.5434,0.26,0.3458,-0.2538,0.3084,0.4474,0.4178,0.225,0.2636,0.5447,0.0682,0.0894,0.219
happy,safety,DB,DG,0.3926,0.363,0.4336,0.4914,0.5514,0.0874,0.1029,0.4474,0.4178,0.3774,0.3888,0.5242,0.041,0.0485,0.0544
happy,sandstorm,DB,DG,0.3926,0.363,0.078,0.068,0.5162,0.0196,0.0323,0.4474,0.4178,0.1752,0.1648,0.5137,0.0192,0.0273,0.005
happy,sick,DB,DG,0.3926,0.363,0.202,0.404,0.6463,0.2316,0.2926,0.4474,0.4178,0.2758,0.316,0.5436,0.0698,0.0873,0.2053
happy,tree,DB,DG,0.3926,0.363,0.1272,0.8782,0.9361,0.7806,0.8721,0.4474,0.4178,0.1824,0.742,0.8399,0.5892,0.6799,0.1922
justice,lightning,DB,DG,0.4366,0.3464,0.1768,0.0454,0.4681,-0.0412,0.0639,0.3148,0.2318,0.3332,0.2002,0.4637,-0.05,0.0727,-0.0088
justice,mango,DB,DG,0.4366,0.3464,0.046,0.2178,0.6898,0.262,0.3797,0.3148,0.2318,0.237,0.6116,0.7878,0.4576,0.5757,-0.196
justice,peace,DB,DG,0.4366,0.3464,0.5406,0.4608,0.5061,0.0104,0.0122,0.3148,0.2318,0.2616,0.347,0.6158,0.1684,0.2316,-0.2194
justice,peach,DB,DG,0.4366,0.3464,0.051,0.1328,0.6347,0.172,0.2693,0.3148,0.2318,0.2244,0.501,0.7327,0.3596,0.4655,-0.1962
justice,sad,DB,DG,0.4366,0.3464,0.5434,0.26,0.3817,-0.1932,0.2365,0.3148,0.2318,0.225,0.2636,0.5898,0.1216,0.1796,0.0569
justice,safety,DB,DG,0.4366,0.3464,0.4336,0.4914,0.5864,0.148,0.1728,0.3148,0.2318,0.3774,0.3888,0.5615,0.0944,0.123,0.0498
justice,sandstorm,DB,DG,0.4366,0.3464,0.078,0.068,0.5654,0.0802,0.1308,0.3148,0.2318,0.1752,0.1648,0.56,0.0726,0.12,0.0108
justice,sick,DB,DG,0.4366,0.3464,0.202,0.404,0.6815,0.2922,0.3629,0.3148,0.2318,0.2758,0.316,0.5858,0.1232,0.1716,0.1913
justice,tree,DB,DG,0.4366,0.3464,0.1272,0.8782,0.9487,0.8412,0.8973,0.3148,0.2318,0.1824,0.742,0.8924,0.6426,0.7849,0.1124
lightning,mango,DB,DG,0.1768,0.0454,0.046,0.2178,0.8243,0.3032,0.6486,0.3332,0.2002,0.237,0.6116,0.8146,0.5076,0.6292,0.0194
lightning,peace,DB,DG,0.1768,0.0454,0.5406,0.4608,0.5384,0.0516,0.0767,0.3332,0.2002,0.2616,0.347,0.6501,0.2184,0.3002,-0.2235
lightning,peach,DB,DG,0.1768,0.0454,0.051,0.1328,0.7807,0.2132,0.5613,0.3332,0.2002,0.2244,0.501,0.7625,0.4096,0.5249,0.0364
lightning,sad,DB,DG,0.1768,0.0454,0.5434,0.26,0.3778,-0.152,0.2444,0.3332,0.2002,0.225,0.2636,0.627,0.1716,0.2541,-0.0097
lightning,safety,DB,DG,0.1768,0.0454,0.4336,0.4914,0.6383,0.1892,0.2766,0.3332,0.2002,0.3774,0.3888,0.5943,0.1444,0.1887,0.0879
lightning,sandstorm,DB,DG,0.1768,0.0454,0.078,0.068,0.6854,0.1214,0.3708,0.3332,0.2002,0.1752,0.1648,0.602,0.1226,0.2039,0.1669
lightning,sick,DB,DG,0.1768,0.0454,0.202,0.404,0.7667,0.3334,0.5334,0.3332,0.2002,0.2758,0.316,0.6209,0.1732,0.2417,0.2917
lightning,tree,DB,DG,0.1768,0.0454,0.1272,0.8782,0.9982,0.8824,0.9964,0.3332,0.2002,0.1824,0.742,0.9118,0.6926,0.8236,0.1728
mango,peace,DB,DG,0.046,0.2178,0.5406,0.4608,0.3237,-0.2516,0.3526,0.237,0.6116,0.2616,0.347,0.3121,-0.2892,0.3758,-0.0232
mango,peach,DB,DG,0.046,0.2178,0.051,0.1328,0.3829,-0.09,0.2343,0.237,0.6116,0.2244,0.501,0.4348,-0.098,0.1304,0.1039
mango,sad,DB,DG,0.046,0.2178,0.5434,0.26,0.1832,-0.4552,0.6337,0.237,0.6116,0.225,0.2636,0.2725,-0.336,0.455,0.1787
mango,safety,DB,DG,0.046,0.2178,0.4336,0.4914,0.4177,-0.114,0.1645,0.237,0.6116,0.3774,0.3888,0.2813,-0.3632,0.4374,-0.2729
mango,sandstorm,DB,DG,0.046,0.2178,0.078,0.068,0.2584,-0.1818,0.4831,0.237,0.6116,0.1752,0.1648,0.2219,-0.385,0.5562,-0.0731
mango,sick,DB,DG,0.046,0.2178,0.202,0.404,0.5254,0.0302,0.0507,0.237,0.6116,0.2758,0.316,0.2844,-0.3344,0.43120000000000003,-0.3805
mango,tree,DB,DG,0.046,0.2178,0.1272,0.8782,0.9615,0.5792,0.923,0.237,0.6116,0.1824,0.742,0.6344,0.185,0.2688,0.6542
peace,peach,DB,DG,0.5406,0.4608,0.051,0.1328,0.6216,0.1616,0.2431,0.2616,0.347,0.2244,0.501,0.6257,0.1912,0.2515,-0.0084
peace,sad,DB,DG,0.5406,0.4608,0.5434,0.26,0.3788,-0.2036,0.2424,0.2616,0.347,0.225,0.2636,0.4664,-0.0468,0.0673,0.1751
peace,safety,DB,DG,0.5406,0.4608,0.4336,0.4914,0.5785,0.1376,0.157,0.2616,0.347,0.3774,0.3888,0.453,-0.074,0.094,0.063
peace,sandstorm,DB,DG,0.5406,0.4608,0.078,0.068,0.5545,0.0698,0.1089,0.2616,0.347,0.1752,0.1648,0.4243,-0.0958,0.1514,-0.0425
peace,sick,DB,DG,0.5406,0.4608,0.202,0.404,0.6708,0.2818,0.3415,0.2616,0.347,0.2758,0.316,0.4693,-0.0452,0.0615,0.28
peace,tree,DB,DG,0.5406,0.4608,0.1272,0.8782,0.939,0.8308,0.8781,0.2616,0.347,0.1824,0.742,0.8111,0.4742,0.6221,0.256
peach,sad,DB,DG,0.051,0.1328,0.5434,0.26,0.2201,-0.3652,0.5599,0.2244,0.501,0.225,0.2636,0.3358,-0.238,0.3283,0.2316
peach,safety,DB,DG,0.051,0.1328,0.4336,0.4914,0.4816,-0.024,0.0368,0.2244,0.501,0.3774,0.3888,0.3376,-0.2652,0.3247,-0.2879
peach,sandstorm,DB,DG,0.051,0.1328,0.078,0.068,0.3385,-0.0918,0.3229,0.2244,0.501,0.1752,0.1648,0.2867,-0.287,0.4265,-0.1036
peach,sick,DB,DG,0.051,0.1328,0.202,0.404,0.6072,0.1202,0.2145,0.2244,0.501,0.2758,0.316,0.3451,-0.2364,0.3099,-0.0954
peach,tree,DB,DG,0.051,0.1328,0.1272,0.8782,0.992,0.6692,0.984,0.2244,0.501,0.1824,0.742,0.6981,0.283,0.3963,0.5877
sad,safety,DB,DG,0.5434,0.26,0.4336,0.4914,0.6978,0.3412,0.3955,0.225,0.2636,0.3774,0.3888,0.4817,-0.0272,0.0365,0.359
sad,sandstorm,DB,DG,0.5434,0.26,0.078,0.068,0.724,0.2734,0.4481,0.225,0.2636,0.1752,0.1648,0.4576,-0.049,0.0848,0.3633
sad,sick,DB,DG,0.5434,0.26,0.202,0.404,0.7915,0.4854,0.5829,0.225,0.2636,0.2758,0.316,0.5012,0.0016,0.0023,0.5806
sad,tree,DB,DG,0.5434,0.26,0.1272,0.8782,0.9827,1.0344,0.9653,0.225,0.2636,0.1824,0.742,0.8518,0.521,0.7037,0.2616
safety,sandstorm,DB,DG,0.4336,0.4914,0.078,0.068,0.447,-0.0678,0.1061,0.3774,0.3888,0.1752,0.1648,0.484,-0.0218,0.0319,0.0742
safety,sick,DB,DG,0.4336,0.4914,0.202,0.404,0.5896,0.1442,0.1792,0.3774,0.3888,0.2758,0.316,0.5184,0.0288,0.0368,0.1424
