country,concept_a,concept_b,color_1,color_2,mu_D,semantic_distance
mdg,mango,peace,A1,A2,-0.04899999999999999,0.07449956179806394
mdg,mango,peach,A1,A2,-0.09320000000000006,0.1552247128636124
mdg,mango,sad,A1,A2,-0.09300000000000008,0.1279771447828067
mdg,mango,safety,A1,A2,-0.21100000000000008,0.31070897435647465
mdg,mango,sandstorm,A1,A2,-0.011799999999999922,0.01541153299413911
mdg,mango,sick,A1,A2,-0.06820000000000004,0.08878324347812772
mdg,mango,tree,A1,A2,-0.030200000000000005,0.049910004853623846
mdg,peace,peach,A1,A2,-0.044199999999999906,0.06010582234147982
mdg,peace,sad,A1,A2,-0.04400000000000004,0.05227873222584334
mdg,peace,safety,A1,A2,-0.16200000000000003,0.20327611193163841
mdg,peace,sandstorm,A1,A2,0.03720000000000012,0.04237423540225915
mdg,peace,sick,A1,A2,-0.019199999999999884,0.021857229315001503
mdg,peace,tree,A1,A2,0.01880000000000004,0.0253580590607434
mdg,peach,sad,A1,A2,1.9999999999997797e-4,2.515879667164267e-4
mdg,peach,safety,A1,A2,-0.11780000000000002,0.15838380432629146
mdg,peach,sandstorm,A1,A2,0.08140000000000003,0.0974279256727435
mdg,peach,sick,A1,A2,0.025000000000000022,0.029958529687708957
mdg,peach,tree,A1,A2,0.063,0.0913004062827043
mdg,sad,safety,A1,A2,-0.118,0.1389867432937486
mdg,sad,sandstorm,A1,A2,0.08120000000000016,0.08727514167513228
mdg,sad,sick,A1,A2,0.024799999999999933,0.026681077940133635
mdg,sad,tree,A1,A2,0.06280000000000008,0.07827224116163922
mdg,safety,sandstorm,A1,A2,0.19920000000000004,0.22312327222548767
mdg,safety,sick,A1,A2,0.14280000000000004,0.1608349886110796
mdg,safety,tree,A1,A2,0.18080000000000007,0.23887302062954197
mdg,sandstorm,sick,A1,A2,-0.056400000000000006,0.05854921112770661
mdg,sandstorm,tree,A1,A2,-0.018400000000000083,0.021922448885683232
mdg,sick,tree,A1,A2,0.03799999999999992,0.0452088242954094
mdg,angry,banana,A1,A3,0.14859999999999995,0.213907049572704
mdg,angry,death,A1,A3,-0.20860000000000012,0.2448938219451271
mdg,angry,happy,A1,A3,0.45219999999999994,0.5157928369386751
mdg,angry,justice,A1,A3,0.5402,0.605254749472675
mdg,angry,lightning,A1,A3,0.17659999999999998,0.2047247072546141
mdg,angry,mango,A1,A3,0.17219999999999996,0.24804422652999358
mdg,angry,peace,A1,A3,0.5286,0.5916697483781475
mdg,angry,peach,A1,A3,0.08279999999999998,0.10862334633435089
mdg,angry,sad,A1,A3,-0.10939999999999994,0.125391597822468
mdg,angry,safety,A1,A3,0.1976,0.22256257485813458
mdg,angry,sandstorm,A1,A3,-0.011199999999999988,0.012855215649335838
mdg,angry,sick,A1,A3,0.017800000000000038,0.01997799178925641
mdg,angry,tree,A1,A3,0.048800000000000066,0.06770625743824055
mdg,banana,death,A1,A3,-0.35719999999999996,0.4715385231692824
mdg,banana,happy,A1,A3,0.3036,0.4259706949861597
mdg,banana,justice,A1,A3,0.39159999999999995,0.5433531216223653
mdg,banana,lightning,A1,A3,0.028000000000000025,0.03846357216087126
mdg,banana,mango,A1,A3,0.02360000000000001,0.04555272004937061
mdg,banana,peace,A1,A3,0.38,0.5253130404026845
mdg,banana,peach,A1,A3,-0.06579999999999997,0.10652238947113485
mdg,banana,sad,A1,A3,-0.2580000000000001,0.3352454068413804
mdg,banana,safety,A1,A3,0.04899999999999993,0.06485935492145978
mdg,banana,sandstorm,A1,A3,-0.15979999999999994,0.21086581903776253
mdg,banana,sick,A1,A3,-0.13079999999999992,0.16822970370653545
mdg,banana,tree,A1,A3,-0.0998,0.17497223026225844
mdg,death,happy,A1,A3,0.6608,0.6813170188937021
mdg,death,justice,A1,A3,0.7488000000000001,0.7497295167338072
mdg,death,lightning,A1,A3,0.3852,0.4199937996938239
mdg,death,mango,A1,A3,0.3808,0.5004139487361343
mdg,death,peace,A1,A3,0.7372000000000001,0.7390798622381651
mdg,death,peach,A1,A3,0.2914,0.35969158135321155
mdg,death,sad,A1,A3,0.09920000000000018,0.11136087111687099
mdg,death,safety,A1,A3,0.4062000000000001,0.43050669199048497
mdg,death,sandstorm,A1,A3,0.19740000000000013,0.21892848372408347
mdg,death,sick,A1,A3,0.22639999999999993,0.24495782817121792
mdg,death,tree,A1,A3,0.2574000000000001,0.3359520546561987
mdg,happy,justice,A1,A3,0.08799999999999997,0.11138393840084371
mdg,happy,lightning,A1,A3,-0.27559999999999996,0.3171054639694868
mdg,happy,mango,A1,A3,-0.28,0.3977011127610386
mdg,happy,peace,A1,A3,0.07640000000000002,0.09607912917607386
mdg,happy,peach,A1,A3,-0.36939999999999995,0.46216817589233194
mdg,happy,sad,A1,A3,-0.5616000000000001,0.5860883723403538
mdg,happy,safety,A1,A3,-0.25460000000000005,0.2865751365927593
mdg,happy,sandstorm,A1,A3,-0.46340000000000003,0.4986199764029866
mdg,happy,sick,A1,A3,-0.4343999999999999,0.4621654335536276
mdg,happy,tree,A1,A3,-0.40340000000000004,0.5229850112816505
mdg,justice,lightning,A1,A3,-0.36360000000000003,0.41632774642073755
mdg,justice,mango,A1,A3,-0.36799999999999994,0.5181391956121759
mdg,justice,peace,A1,A3,-0.011599999999999944,0.014903115227104136
mdg,justice,peach,A1,A3,-0.4573999999999999,0.5641558907142505
mdg,justice,sad,A1,A3,-0.6496,0.6631272245911308
mdg,justice,safety,A1,A3,-0.3425999999999999,0.3843798217796095
mdg,justice,sandstorm,A1,A3,-0.5513999999999999,0.583713292746521
mdg,justice,sick,A1,A3,-0.5224,0.5481229892214694
mdg,justice,tree,A1,A3,-0.49139999999999995,0.6249630615899737
mdg,lightning,mango,A1,A3,-0.0043999999999999595,0.00607344337183191
mdg,lightning,peace,A1,A3,0.352,0.40186335932813244
mdg,lightning,peach,A1,A3,-0.09379999999999988,0.11719179139504193
mdg,lightning,sad,A1,A3,-0.28600000000000003,0.3089440566491244
mdg,lightning,safety,A1,A3,0.020999999999999908,0.023099974846027882
mdg,lightning,sandstorm,A1,A3,-0.18779999999999997,0.20537748633455188
mdg,lightning,sick,A1,A3,-0.15879999999999983,0.1706925278569656
mdg,lightning,tree,A1,A3,-0.12779999999999997,0.16703353550451494
mdg,mango,peace,A1,A3,0.35640000000000005,0.4997124929359127
mdg,mango,peach,A1,A3,-0.089400000000000035,0.14525227187743783
mdg,mango,sad,A1,A3,-0.2816000000000001,0.36521167000794774
mdg,mango,safety,A1,A3,0.025399999999999978,0.033787056290197626
mdg,mango,sandstorm,A1,A3,-0.18339999999999995,0.24208436453867715
mdg,mango,sick,A1,A3,-0.15439999999999998,0.1987663761120082
mdg,mango,tree,A1,A3,-0.12340000000000001,0.21697770531188215
mdg,peace,peach,A1,A3,-0.4458,0.5486418948864138
mdg,peace,sad,A1,A3,-0.6380000000000001,0.6513896763750235
mdg,peace,safety,A1,A3,-0.33099999999999996,0.37024622880993996
mdg,peace,sandstorm,A1,A3,-0.5398000000000001,0.5709442515501484
mdg,peace,sick,A1,A3,-0.5107999999999999,0.5353419781316782
mdg,peace,tree,A1,A3,-0.47980000000000006,0.6091420889694279
mdg,peach,sad,A1,A3,-0.19220000000000004,0.2326035585321397
mdg,peach,safety,A1,A3,0.11480000000000001,0.1389178432598681
mdg,peach,sandstorm,A1,A3,-0.09399999999999997,0.11467040786983235
mdg,peach,sick,A1,A3,-0.06499999999999995,0.07745581062470897
mdg,peach,tree,A1,A3,-0.03400000000000003,0.052019414104302386
mdg,sad,safety,A1,A3,0.30700000000000016,0.32295067754126383
mdg,sad,sandstorm,A1,A3,0.09820000000000007,0.10652173782932817
mdg,sad,sick,A1,A3,0.1272000000000001,0.13498500006579284
mdg,sad,tree,A1,A3,0.1582,0.2013627381471248
mdg,safety,sandstorm,A1,A3,-0.2088000000000001,0.22251248035681526
mdg,safety,sick,A1,A3,-0.17979999999999996,0.18855998090675724
mdg,safety,tree,A1,A3,-0.14880000000000004,0.18770189531276277
mdg,sandstorm,sick,A1,A3,0.028999999999999915,0.03084400215173777
mdg,sandstorm,tree,A1,A3,0.05999999999999994,0.07682095299329861
mdg,sick,tree,A1,A3,0.030999999999999917,0.03864990958597181
mdg,angry,banana,A1,BK,-0.18280000000000007,0.24628895084924762
mdg,angry,death,A1,BK,-0.05920000000000014,0.07508584630180226
mdg,angry,happy,A1,BK,-0.2298,0.2924013867875599
mdg,angry,justice,A1,BK,-0.1332000000000001,0.15581961205201367
mdg,angry,lightning,A1,BK,-0.14939999999999998,0.16548593172506282
mdg,angry,mango,A1,BK,-0.16780000000000006,0.22890857015461452
mdg,angry,peace,A1,BK,-0.272,0.32346654128326713
mdg,angry,peach,A1,BK,-0.238,0.28939973899596527
mdg,angry,sad,A1,BK,-0.10739999999999994,0.12299902524814521
mdg,angry,safety,A1,BK,-0.16760000000000008,0.18134733546576176
mdg,angry,sandstorm,A1,BK,-0.1856000000000001,0.1953067858306181
mdg,angry,sick,A1,BK,-0.17840000000000011,0.18785368669825125
mdg,angry,tree,A1,BK,-0.16100000000000003,0.1952909160264935
mdg,banana,death,A1,BK,0.12359999999999993,0.2206859870792568
mdg,banana,happy,A1,BK,-0.04699999999999993,0.08936587127867718
mdg,banana,justice,A1,BK,0.04960000000000003,0.07760066343245464
mdg,banana,lightning,A1,BK,0.033399999999999985,0.04772798525363586
mdg,banana,mango,A1,BK,0.015000000000000013,0.03285529171954171
mdg,banana,peace,A1,BK,-0.08919999999999995,0.14914389232479475
mdg,banana,peach,A1,BK,-0.05520000000000003,0.09555778879850463
mdg,banana,sad,A1,BK,0.07539999999999991,0.11300398467498152
mdg,banana,safety,A1,BK,0.015199999999999991,0.02097197380334581
mdg,banana,sandstorm,A1,BK,-0.0027999999999999137,0.003706223359434657
mdg,banana,sick,A1,BK,0.0043999999999999595,0.005823005272499682
mdg,banana,tree,A1,BK,0.021799999999999986,0.03673974028159055
mdg,death,happy,A1,BK,-0.17059999999999986,0.2776862834497804
mdg,death,justice,A1,BK,-0.07399999999999984,0.10500004345814423
mdg,death,lightning,A1,BK,-0.09020000000000006,0.11844126629511603
mdg,death,mango,A1,BK,-0.10859999999999992,0.19791310358754227
mdg,death,peace,A1,BK,-0.21279999999999988,0.3123406305327742
mdg,death,peach,A1,BK,-0.17879999999999996,0.2709084694766641
mdg,death,sad,A1,BK,-0.04820000000000002,0.06620762942367037
mdg,death,safety,A1,BK,-0.10839999999999983,0.13789969172157063
mdg,death,sandstorm,A1,BK,-0.12640000000000007,0.15491772076067223
mdg,death,sick,A1,BK,-0.11919999999999997,0.14617354554328138
mdg,death,tree,A1,BK,-0.1018,0.15280307401832932
mdg,happy,justice,A1,BK,0.09660000000000002,0.14112472829180733
mdg,happy,lightning,A1,BK,0.08040000000000003,0.10851826071780879
mdg,happy,mango,A1,BK,0.062,0.12004903747907747
mdg,happy,peace,A1,BK,-0.042200000000000015,0.06583763962546296
mdg,happy,peach,A1,BK,-0.008199999999999985,0.013155477652635084
mdg,happy,sad,A1,BK,0.12240000000000006,0.17198713442271463
mdg,happy,safety,A1,BK,0.06220000000000003,0.08142033555795813
mdg,happy,sandstorm,A1,BK,0.04420000000000002,0.05576782863911567
mdg,happy,sick,A1,BK,0.05139999999999989,0.06482315870172584
mdg,happy,tree,A1,BK,0.06880000000000003,0.10735529283101064
mdg,justice,lightning,A1,BK,-0.016199999999999992,0.019682036173964024
mdg,justice,mango,A1,BK,-0.034599999999999964,0.05490383797206638
mdg,justice,peace,A1,BK,-0.13880000000000003,0.18684209468945578
mdg,justice,peach,A1,BK,-0.1048,0.1444916473073412
mdg,justice,sad,A1,BK,0.025800000000000045,0.03248525684125925
mdg,justice,safety,A1,BK,-0.034399999999999986,0.04071082328156267
mdg,justice,sandstorm,A1,BK,-0.0524,0.06009144494329033
mdg,justice,sick,A1,BK,-0.04520000000000002,0.05184028186330547
mdg,justice,tree,A1,BK,-0.027799999999999936,0.03781583473098932
mdg,lightning,mango,A1,BK,-0.018399999999999972,0.026597516571763347
mdg,lightning,peace,A1,BK,-0.12260000000000004,0.15427759841566213
mdg,lightning,peach,A1,BK,-0.0885999999999999,0.11378658796980096
mdg,lightning,sad,A1,BK,0.04200000000000004,0.049732008932989125
mdg,lightning,safety,A1,BK,-0.018199999999999994,0.02040649033505465
mdg,lightning,sandstorm,A1,BK,-0.0361999999999999,0.0394616304538396
mdg,lightning,sick,A1,BK,-0.029000000000000026,0.031613736941367154
mdg,lightning,tree,A1,BK,-0.011599999999999944,0.014708489170218775
mdg,mango,peace,A1,BK,-0.10420000000000001,0.17650892532083096
mdg,mango,peach,A1,BK,-0.07020000000000004,0.12333872045616223
mdg,mango,sad,A1,BK,0.0603999999999999,0.09174743949813058
mdg,mango,safety,A1,BK,1.9999999999997797e-4,2.788428087689976e-4
mdg,mango,sandstorm,A1,BK,-0.017800000000000038,0.023782257723581335
mdg,mango,sick,A1,BK,-0.010600000000000054,0.01416127104753051
mdg,mango,tree,A1,BK,0.006799999999999973,0.011642709388822059
mdg,peace,peach,A1,BK,0.03400000000000003,0.04974417453029045
mdg,peace,sad,A1,BK,0.16460000000000008,0.21411389357194666
mdg,peace,safety,A1,BK,0.10440000000000005,0.12798784455632828
mdg,peace,sandstorm,A1,BK,0.08640000000000003,0.10260019528936559
mdg,peace,sick,A1,BK,0.0935999999999999,0.11108108965368912
mdg,peace,tree,A1,BK,0.1110000000000001,0.15812415268693614
mdg,peach,sad,A1,BK,0.13059999999999994,0.17386543665281295
mdg,peach,safety,A1,BK,0.07040000000000002,0.08794351587401672
mdg,peach,sandstorm,A1,BK,0.0524,0.06330102810408533
mdg,peach,sick,A1,BK,0.059599999999999986,0.07196608649466785
mdg,peach,tree,A1,BK,0.07699999999999996,0.11255757512223363
mdg,sad,safety,A1,BK,-0.06020000000000003,0.06950157418805641
mdg,sad,sandstorm,A1,BK,-0.07819999999999983,0.08758764862677548
mdg,sad,sick,A1,BK,-0.07100000000000017,0.07954137214802848
mdg,sad,tree,A1,BK,-0.05359999999999998,0.07059339991093777
mdg,safety,sandstorm,A1,BK,-0.017999999999999905,0.0192202584191008
mdg,safety,sick,A1,BK,-0.010800000000000032,0.011531542340476042
mdg,safety,tree,A1,BK,0.00660000000000005,0.008136479143715736
mdg,sandstorm,sick,A1,BK,0.007200000000000095,0.007495575350797257
mdg,sandstorm,tree,A1,BK,0.024599999999999955,0.02932205752251793
mdg,sick,tree,A1,BK,0.01739999999999997,0.02073935224894563
mdg,angry,banana,A1,DB,0.11419999999999997,0.18358840378074226
mdg,angry,death,A1,DB,-0.42500000000000004,0.5444511024028444
mdg,angry,happy,A1,DB,0.395,0.47014183579711144
mdg,angry,justice,A1,DB,0.2158,0.2730710739731046
mdg,angry,lightning,A1,DB,0.15779999999999994,0.1923251497602303
mdg,angry,mango,A1,DB,0.26559999999999995,0.3761330202819795
mdg,angry,peace,A1,DB,0.13259999999999994,0.171850357903647
mdg,angry,peach,A1,DB,0.128,0.17320149329255674
mdg,angry,sad,A1,DB,-0.2772,0.34479184312359057
mdg,angry,safety,A1,DB,0.1552,0.1830496209680259
mdg,angry,sandstorm,A1,DB,-0.13860000000000006,0.1765278594117714
mdg,angry,sick,A1,DB,-0.10099999999999998,0.12208459507954267
mdg,angry,tree,A1,DB,0.11059999999999992,0.15696772097702238
mdg,banana,death,A1,DB,-0.5392,0.7886386608850509
mdg,banana,happy,A1,DB,0.2808,0.4203038385921072
mdg,banana,justice,A1,DB,0.10160000000000002,0.16309250392093233
mdg,banana,lightning,A1,DB,0.04360000000000003,0.06544149279701172
mdg,banana,mango,A1,DB,0.15139999999999998,0.2993558187129042
mdg,banana,peace,A1,DB,0.018400000000000027,0.03028625716613198
mdg,banana,peach,A1,DB,0.013800000000000034,0.024378438492793864
mdg,banana,sad,A1,DB,-0.3914,0.5689499509799776
mdg,banana,safety,A1,DB,0.041000000000000036,0.058579358292109696
mdg,banana,sandstorm,A1,DB,-0.2528,0.3884774800225377
mdg,banana,sick,A1,DB,-0.21519999999999995,0.3085335253756176
mdg,banana,tree,A1,DB,-0.0036000000000000476,0.006891966999404531
mdg,death,happy,A1,DB,0.8200000000000002,0.8406706331078739
mdg,death,justice,A1,DB,0.6408000000000001,0.738245271548013
mdg,death,lightning,A1,DB,0.5828000000000001,0.6656940070142228
mdg,death,mango,A1,DB,0.6906000000000001,0.8435266737900979
mdg,death,peace,A1,DB,0.5576,0.6777768200555252
mdg,death,peach,A1,DB,0.5530000000000002,0.6985786681963517
mdg,death,sad,A1,DB,0.14779999999999993,0.20318680549914347
mdg,death,safety,A1,DB,0.5802,0.6448532877585007
mdg,death,sandstorm,A1,DB,0.2864000000000001,0.38181857566027144
mdg,death,sick,A1,DB,0.32400000000000007,0.4025417661279409
mdg,death,tree,A1,DB,0.5356000000000001,0.7100862880274803
mdg,happy,justice,A1,DB,-0.17920000000000003,0.2239088647308271
mdg,happy,lightning,A1,DB,-0.23720000000000008,0.28078475286642157
mdg,happy,mango,A1,DB,-0.12940000000000002,0.18422989321607242
mdg,happy,peace,A1,DB,-0.2624000000000001,0.3263386856418542
mdg,happy,peach,A1,DB,-0.267,0.3448882485644782
mdg,happy,sad,A1,DB,-0.6722,0.7118662590826044
mdg,happy,safety,A1,DB,-0.2398,0.2749992546712017
mdg,happy,sandstorm,A1,DB,-0.5336,0.6005046812152639
mdg,happy,sick,A1,DB,-0.496,0.5416286521934586
mdg,happy,tree,A1,DB,-0.28440000000000004,0.3810150277219013
mdg,justice,lightning,A1,DB,-0.05800000000000005,0.07115510990656831
mdg,justice,mango,A1,DB,0.04980000000000001,0.07305537331264467
mdg,justice,peace,A1,DB,-0.08320000000000005,0.10810409965835494
mdg,justice,peach,A1,DB,-0.0878000000000001,0.11902316256285639
mdg,justice,sad,A1,DB,-0.493,0.5719210481543842
mdg,justice,safety,A1,DB,-0.06059999999999999,0.07188430068607937
mdg,justice,sandstorm,A1,DB,-0.3544,0.4307865374578397
mdg,justice,sick,A1,DB,-0.3168000000000001,0.36942220813639337
mdg,justice,tree,A1,DB,-0.10519999999999996,0.1490095646999816
mdg,lightning,mango,A1,DB,0.10779999999999995,0.14811366977300744
mdg,lightning,peace,A1,DB,-0.0252,0.03127446654343213
mdg,lightning,peach,A1,DB,-0.02980000000000005,0.038445582447306725
mdg,lightning,sad,A1,DB,-0.43499999999999994,0.4952188459383926
mdg,lightning,safety,A1,DB,-0.0025999999999999357,0.002964903655013895
mdg,lightning,sandstorm,A1,DB,-0.2964,0.3502602390358085
mdg,lightning,sick,A1,DB,-0.25880000000000003,0.29351515835603714
mdg,lightning,tree,A1,DB,-0.04720000000000002,0.06341340551518254
mdg,mango,peace,A1,DB,-0.13299999999999995,0.19631721654387985
mdg,mango,peach,A1,DB,-0.1376,0.21461853648302642
mdg,mango,sad,A1,DB,-0.5428000000000001,0.6795460511625537
mdg,mango,safety,A1,DB,-0.1104,0.14544961886919983
mdg,mango,sandstorm,A1,DB,-0.4042,0.5401126131618561
mdg,mango,sick,A1,DB,-0.3666,0.46721100853470876
mdg,mango,tree,A1,DB,-0.15500000000000003,0.2561079143818419
mdg,peace,peach,A1,DB,-0.0045999999999999375,0.006340170573993886
mdg,peace,sad,A1,DB,-0.40980000000000005,0.49478564937587044
mdg,peace,safety,A1,DB,0.022599999999999953,0.027103299740598885
mdg,peace,sandstorm,A1,DB,-0.2712,0.3404794640825721
mdg,peace,sick,A1,DB,-0.23359999999999992,0.2798353895288379
mdg,peace,tree,A1,DB,-0.021999999999999964,0.031782761008573746
mdg,peach,sad,A1,DB,-0.4052,0.5082551526583479
mdg,peach,safety,A1,DB,0.027200000000000113,0.03381982158367003
mdg,peach,sandstorm,A1,DB,-0.26659999999999995,0.34868765854564154
mdg,peach,sick,A1,DB,-0.2290000000000001,0.2846636246776264
mdg,peach,tree,A1,DB,-0.01739999999999997,0.026520515944055356
mdg,sad,safety,A1,DB,0.4324,0.4786366155179631
mdg,sad,sandstorm,A1,DB,0.13860000000000006,0.1753857979150335
mdg,sad,sick,A1,DB,0.17620000000000013,0.2100762772018021
mdg,sad,tree,A1,DB,0.38780000000000003,0.5089711740278626
mdg,safety,sandstorm,A1,DB,-0.29379999999999995,0.33672193662316774
mdg,safety,sick,A1,DB,-0.2562,0.2824447522793041
mdg,safety,tree,A1,DB,-0.04459999999999997,0.05757873972370153
mdg,sandstorm,sick,A1,DB,0.03759999999999997,0.04530187946077091
mdg,sandstorm,tree,A1,DB,0.24920000000000003,0.3415747897777388
mdg,sick,tree,A1,DB,0.2116,0.27419032907961194
mdg,angry,banana,A1,DC,0.10039999999999999,0.15498859436444778
mdg,angry,death,A1,DC,-0.46140000000000003,0.572769963353962
mdg,angry,happy,A1,DC,0.21340000000000003,0.2745349812233773
mdg,angry,justice,A1,DC,0.07739999999999997,0.10389454530810194
mdg,angry,lightning,A1,DC,0.06000000000000005,0.07471077164711071
mdg,angry,mango,A1,DC,0.2288,0.3206276151109697
mdg,angry,peace,A1,DC,0.16179999999999994,0.1987446481587576
mdg,angry,peach,A1,DC,0.1038,0.13716058270056752
mdg,angry,sad,A1,DC,-0.2782000000000001,0.3343304932148681
mdg,angry,safety,A1,DC,0.04839999999999989,0.0582026143944836
mdg,angry,sandstorm,A1,DC,-0.16499999999999992,0.20488190238154097
mdg,angry,sick,A1,DC,-0.11480000000000001,0.13512821912494521
mdg,angry,tree,A1,DC,0.20800000000000002,0.26299825282162437
mdg,banana,death,A1,DC,-0.5618000000000001,0.8007855014534693
mdg,banana,happy,A1,DC,0.11299999999999993,0.18909703106572207
mdg,banana,justice,A1,DC,-0.022999999999999965,0.040504917242164706
mdg,banana,lightning,A1,DC,-0.04040000000000005,0.06277140978778206
mdg,banana,mango,A1,DC,0.12840000000000001,0.2516371611978627
mdg,banana,peace,A1,DC,0.061399999999999955,0.0946013885124315
mdg,banana,peach,A1,DC,0.003400000000000014,0.005853777860246101
mdg,banana,sad,A1,DC,-0.37860000000000005,0.5351832582839426
mdg,banana,safety,A1,DC,-0.052000000000000046,0.07650321850148067
mdg,banana,sandstorm,A1,DC,-0.2653999999999999,0.39901716717386687
mdg,banana,sick,A1,DC,-0.21519999999999995,0.30141627289512396
mdg,banana,tree,A1,DC,0.10759999999999997,0.17478760493604506
mdg,death,happy,A1,DC,0.6748000000000001,0.7843492656669868
mdg,death,justice,A1,DC,0.5388,0.6922513079577446
mdg,death,lightning,A1,DC,0.5214000000000001,0.6308130513778449
mdg,death,mango,A1,DC,0.6902,0.8462207875472849
mdg,death,peace,A1,DC,0.6232,0.7142057335940768
mdg,death,peach,A1,DC,0.5652,0.7071369357947015
mdg,death,sad,A1,DC,0.18320000000000003,0.24583344143160168
mdg,death,safety,A1,DC,0.5098,0.5998274857250563
mdg,death,sandstorm,A1,DC,0.2964000000000001,0.3933112103844123
mdg,death,sick,A1,DC,0.34660000000000013,0.4246519498473502
mdg,death,tree,A1,DC,0.6693999999999999,0.7697352247753992
mdg,happy,justice,A1,DC,-0.136,0.19278757331524532
mdg,happy,lightning,A1,DC,-0.15340000000000004,0.19945326407117397
mdg,happy,mango,A1,DC,0.01540000000000008,0.023833371551139404
mdg,happy,peace,A1,DC,-0.05160000000000009,0.0673824101899243
mdg,happy,peach,A1,DC,-0.10959999999999992,0.15355996232660574
mdg,happy,sad,A1,DC,-0.49160000000000004,0.5786389019051847
mdg,happy,safety,A1,DC,-0.16500000000000004,0.20613934591005267
