concept_a,concept_b,category,color_a,color_b,deltaS_mg,deltaS_us,extremeness
angry,banana,MG_high__US_high,DR,SY,0.907979590107588,0.9999624728939507,1.9079420630015387
angry,banana,MG_high__US_high,SR,SY,0.8822666038287053,0.9998208772364514,1.8820874810651567
angry,banana,MG_high__US_high,BK,SY,0.8554048281528628,0.9912926450558168,1.8466974732086796
angry,banana,MG_high__US_high,DR,LY,0.8421650383645749,0.9989105609934528,1.8410755993580277
angry,banana,MG_high__US_high,DR,SH,0.859970007115161,0.976504768841848,1.836474775957009
angry,banana,MG_high__US_low,DO,MG,0.5515189764627466,0.12270026150198854,0.4288187149607581
angry,banana,MG_high__US_low,DG,DO,0.505842010493204,0.1353215231623075,0.3705204873308965
angry,banana,MG_high__US_low,LO,SH,0.5191286917453057,0.14933088004997908,0.36979781169532666
angry,banana,MG_high__US_low,DO,SO,0.3866012311763307,0.06757460670692567,0.31902662446940505
angry,banana,MG_high__US_low,MG,MO,0.3316373620429954,0.018106137236397757,0.3135312248065976
angry,banana,MG_low__US_high,LY,SG,0.011109079562282798,0.7860378595430935,0.7749287799808107
angry,banana,MG_low__US_high,MB,MR,0.07899133846656925,0.6775520594528734,0.5985607209863042
angry,banana,MG_low__US_low,LC,SB,0.0238708787643247,0,-0.0238708787643247
angry,banana,MG_low__US_low,DB,LR,0.019821385596064334,0.011099318521084811,-0.030920704117149145
angry,banana,MG_low__US_low,SB,SC,0.0011384745093210302,0.03153431273304119,-0.03267278724236222
angry,banana,MG_low__US_low,LB,SB,0.028617966078913648,0.011850845486455874,-0.04046881156536952
angry,banana,MG_low__US_low,LB,MC,0.011749120479769282,0.030141421450525507,-0.04189054193029479
angry,death,MG_high__US_high,A1,SR,0.7161158906122456,0.8928807761596786,1.6089966667719242
angry,death,MG_high__US_high,BK,SR,0.6975789804805024,0.8856725798641765,1.5832515603446788
angry,death,MG_high__US_high,SR,WH,0.6903986360685348,0.8506409395958707,1.5410395756644055
angry,death,MG_high__US_high,A1,DR,0.7092940756209647,0.7892287227775769,1.4985227983985416
angry,death,MG_high__US_high,BK,DR,0.6900881234986467,0.759735848430366,1.4498239719290127
angry,death,MG_high__US_low,LC,MP,0.4615394185107078,0.0021723834736959713,0.4593670350370118
angry,death,MG_high__US_low,MG,MP,0.46354880795639186,0.012156116803934358,0.4513926911524575
angry,death,MG_high__US_low,MP,SG,0.4864582473598013,0.03624261337035439,0.4502156339894469
angry,death,MG_high__US_low,DP,SH,0.4547591866899214,0.007503865559365774,0.4472553211305556
angry,death,MG_high__US_low,DP,LR,0.5093588392098731,0.06612463586369838,0.44323420334617475
angry,death,MG_low__US_high,BK,SP,0.05237537657602992,0.6446344657661371,0.5922590891901072
angry,death,MG_low__US_high,BK,DP,0.03793640154353395,0.5924056094987098,0.5544692079551758
angry,death,MG_low__US_high,BK,MP,0.0636008603442782,0.5981179210822587,0.5345170607379806
angry,death,MG_low__US_low,DH,DY,0.005247950563525894,0.007572078670250892,-0.012820029233776786
angry,death,MG_low__US_low,LB,MY,0.0079114187617218,0.011273486883393635,-0.019184905645115435
angry,death,MG_low__US_low,DH,SG,0.02226082793579387,0.005420845602629232,-0.0276816735384231
angry,death,MG_low__US_low,DY,SG,0.015145845012521197,0.01305115597837081,-0.028197000990892007
angry,death,MG_low__US_low,LC,MG,0.013149836153913519,0.016353699691134482,-0.029503535845048
angry,happy,MG_high__US_high,BK,WH,0.8771686813729314,0.929619578178424,1.8067882595513554
angry,happy,MG_high__US_high,BK,SB,0.7701789412775968,0.9819831847798437,1.7521621260574405
angry,happy,MG_high__US_high,BK,LY,0.7596059887120112,0.9853603912519249,1.744966379963936
angry,happy,MG_high__US_high,DR,WH,0.8317495215100279,0.8837509753632098,1.7155004968732377
angry,happy,MG_high__US_high,BK,SG,0.7263573342808276,0.9784991727493952,1.7048565070302228
angry,happy,MG_high__US_low,MC,WH,0.5467191809477769,0.038576110320657886,0.508143070627119
angry,happy,MG_high__US_low,MP,WH,0.5778970048827765,0.0704264134510828,0.5074705914316937
angry,happy,MG_high__US_low,MY,WH,0.4905379682618829,0.0011973007370522648,0.48934066752483063
angry,happy,MG_high__US_low,MG,WH,0.5087341067513294,0.020554157248163785,0.48817994950316557
angry,happy,MG_high__US_low,MH,WH,0.6099938912661118,0.12330591111972078,0.48668798014639103
angry,happy,MG_low__US_high,A3,SC,0.01804677273389621,0.6054123116609558,0.5873655389270596
angry,happy,MG_low__US_high,DY,SP,0.06225947866383441,0.6319074343177078,0.5696479556538734
angry,happy,MG_low__US_high,A3,LY,0.06000819473713648,0.622403753067645,0.5623955583305085
angry,happy,MG_low__US_high,LP,MO,0.035058733658821284,0.5862343637637517,0.5511756301049304
angry,happy,MG_low__US_high,A3,SB,0.0796781389273824,0.5919937679896332,0.5123156290622508
angry,happy,MG_low__US_low,DY,MR,0.0067834829016236164,0.013609328899317763,-0.02039281180094138
angry,happy,MG_low__US_low,LB,LH,0.017221479352272695,0.008292367607005746,-0.02551384695927844
angry,happy,MG_low__US_low,SC,SY,0.0035078005396214085,0.030419068286664908,-0.033926868826286316
angry,happy,MG_low__US_low,LC,LG,0.024591876129031576,0.010915965068094335,-0.03550784119712591
angry,happy,MG_low__US_low,SG,SY,0.01904886283064572,0.019109512652363048,-0.038158375483008766
angry,justice,MG_high__US_high,DR,WH,0.7736157885211896,0.8968765774804393,1.6704923660016289
angry,justice,MG_high__US_high,SR,WH,0.7380088586554163,0.8878988799963425,1.6259077386517589
angry,justice,MG_high__US_high,A3,DR,0.6919481387653508,0.8478193470477058,1.5397674858130566
angry,justice,MG_high__US_high,DY,WH,0.7826964845339184,0.7084001709940484,1.4910966555279668
angry,justice,MG_high__US_high,A3,SR,0.6519421860499421,0.8363246450143325,1.4882668310642746
angry,justice,MG_high__US_low,A3,DC,0.5714629138659073,0.11363903014841364,0.45782388371749366
angry,justice,MG_high__US_low,A3,MB,0.4344626057423364,0.012698306285020555,0.42176429945731586
angry,justice,MG_high__US_low,A3,DG,0.5560855479390954,0.14134908812253766,0.4147364598165577
angry,justice,MG_high__US_low,A3,DB,0.40505553985601295,0.009015731885994027,0.3960398079700189
angry,justice,MG_high__US_low,A3,MC,0.48580691056855607,0.11261479443908179,0.3731921161294743
angry,justice,MG_low__US_high,DC,MR,0.008222452480010689,0.6504784351433495,0.6422559826633387
angry,justice,MG_low__US_high,DG,MR,0.01178999912284362,0.6169161083177452,0.6051261091949016
angry,justice,MG_low__US_low,LG,LP,0.01350348907546467,0.005943327060567549,-0.01944681613603222
angry,justice,MG_low__US_low,DC,DG,0.004305301499287761,0.03367060994947724,-0.037975911448765
angry,justice,MG_low__US_low,LP,MG,7.619497078721338e-4,0.03783325169338947,-0.0385952014012616
angry,justice,MG_low__US_low,MG,MP,0.033989065966931964,0.005808381787691497,-0.03979744775462346
angry,justice,MG_low__US_low,DB,MB,0.04112122905113402,0.0034223939199851117,-0.044543622971119134
angry,lightning,MG_high__US_high,DR,WH,0.5248762946290606,0.9993753099917688,1.5242516046208294
angry,lightning,MG_high__US_high,DR,LY,0.46285473161942936,0.9922109285566756,1.455065660176105
angry,lightning,MG_high__US_high,BK,WH,0.5035072926942079,0.9095801694937373,1.4130874621879452
angry,lightning,MG_high__US_high,DG,WH,0.44170951221841825,0.9680119176445647,1.409721429862983
angry,lightning,MG_high__US_high,SR,WH,0.4161078547864694,0.9932903109670117,1.409398165753481
angry,lightning,MG_low__US_high,MR,SY,0.030398724960177648,0.865509770223069,0.8351110452628914
angry,lightning,MG_low__US_high,LH,MR,0.04319827288573569,0.8101622721735748,0.7669639992878392
angry,lightning,MG_low__US_high,DG,SR,0.04020853942085156,0.7887817408307929,0.7485732014099413
angry,lightning,MG_low__US_high,LY,MP,0.052944492147508126,0.7985683176487504,0.7456238255012422
angry,lightning,MG_low__US_high,MG,SY,0.016010910733383232,0.7551510702229121,0.7391401594895288
angry,lightning,MG_low__US_low,MH,SG,0.0018090944372710083,0.020016616602080983,-0.02182571103935199
angry,lightning,MG_low__US_low,LR,SP,0.017413647824946088,0.009618169763915052,-0.02703181758886114
angry,lightning,MG_low__US_low,A1,SG,0.027365866455066667,0.0016737737129772778,-0.029039640168043945
angry,lightning,MG_low__US_low,A2,SP,0.022559286705282178,0.011374114383727596,-0.033933401089009774
angry,lightning,MG_low__US_low,A1,MH,0.02622234185322303,0.01097706712511659,-0.03719940897833962
angry,mango,MG_high__US_high,BK,SG,0.8226679529418601,0.9321700317080608,1.754837984649921
angry,mango,MG_high__US_high,DR,SG,0.8367037944599001,0.8963955269736337,1.7330993214335337
angry,mango,MG_high__US_high,BK,MG,0.7404668653613604,0.9179922535919343,1.6584591189532947
angry,mango,MG_high__US_high,BK,DG,0.7650353822306597,0.8887033004157245,1.6537386826463842
angry,mango,MG_high__US_high,BK,LY,0.716658556758186,0.9328152535947254,1.6494738103529114
angry,mango,MG_high__US_low,LR,SY,0.4342917228430392,0.01725804420977073,0.41703367863326846
angry,mango,MG_high__US_low,MO,SO,0.34869560882948325,0.029419502086990734,0.3192761067424925
angry,mango,MG_high__US_low,DY,SG,0.450329358097056,0.1416240523360084,0.3087053057610476
angry,mango,MG_high__US_low,DG,DY,0.3649019596520429,0.05903808264215099,0.3058638770098919
angry,mango,MG_high__US_low,LH,SG,0.38479385990151327,0.09875532380323238,0.2860385360982809
angry,mango,MG_low__US_high,DB,LO,0.029267151864939445,0.7954149527276482,0.7661478008627087
angry,mango,MG_low__US_high,LO,SC,0.012527362506692397,0.7659443897507914,0.753417027244099
angry,mango,MG_low__US_high,LO,SB,0.03421187095899181,0.7797174616484244,0.7455055906894326
angry,mango,MG_low__US_high,LB,LO,0.02222653959134302,0.7615860498195879,0.7393595102282449
angry,mango,MG_low__US_high,LO,WH,0.005427885544063038,0.7418394346539001,0.7364115491098371
angry,mango,MG_low__US_low,MG,SH,0.0033451486330722258,0.018156709965486906,-0.02150185859855913
angry,mango,MG_low__US_low,DC,MP,0.01975127658418302,0.012367461031668248,-0.03211873761585127
angry,mango,MG_low__US_low,A3,SP,0.001792550474546184,0.03428841606708227,-0.036080966541628456
angry,mango,MG_low__US_low,MB,MP,0.026491552182783318,0.011334784722448088,-0.037826336905231406
angry,mango,MG_low__US_low,A3,MR,0.023628385522261874,0.014681368369616088,-0.03830975389187796
angry,peace,MG_high__US_high,DR,WH,0.9011483056494503,0.9832539595307395,1.8844022651801897
angry,peace,MG_high__US_high,BK,WH,0.8695353749256145,0.9671899902687491,1.8367253651943636
angry,peace,MG_high__US_high,A3,DR,0.8383414257144977,0.9670785414547083,1.805419967169206
angry,peace,MG_high__US_high,SR,WH,0.8360541563203183,0.9645816524356305,1.8006358087559489
angry,peace,MG_high__US_high,A3,BK,0.7972639189773592,0.942474375420927,1.7397382943982862
angry,peace,MG_high__US_low,LP,WH,0.5716763581403481,0.06317367034889987,0.5085026877914482
angry,peace,MG_high__US_low,MB,WH,0.5172693902125831,0.016380711568054318,0.5008886786445288
angry,peace,MG_high__US_low,MC,WH,0.4683065513446403,0.004522271923683929,0.46378427942095635
angry,peace,MG_high__US_low,A3,DB,0.5009943840633766,0.03748973775214148,0.4635046463112351
angry,peace,MG_high__US_low,MG,WH,0.5313249268262987,0.10273858712795025,0.4285863396983485
angry,peace,MG_low__US_high,SB,SH,0.03379732084260961,0.6816635625020462,0.6478662416594365
angry,peace,MG_low__US_high,LP,SO,0.046744022011489805,0.6427365911281446,0.5959925691166548
angry,peace,MG_low__US_high,LC,SH,0.03172297356568721,0.6184309412837647,0.5867079677180775
angry,peace,MG_low__US_low,DG,MY,0.018836445391856804,0.010275771925625177,-0.02911221731748198
angry,peace,MG_low__US_low,DG,LR,9.601606099340909e-4,0.046020447075694415,-0.046980607685628506
angry,peace,MG_low__US_low,MO,SY,0.0061758748974511946,0.04471274939855596,-0.05088862429600716
angry,peace,MG_low__US_low,BK,SR,0.04218106608176497,0.008747586717801514,-0.05092865279956649
angry,peace,MG_low__US_low,LH,LO,0.03449076800609885,0.01814873300027392,-0.05263950100637277
angry,peach,MG_high__US_high,BK,SG,0.7032764852682121,0.9378548894407774,1.6411313747089895
angry,peach,MG_high__US_high,DR,SG,0.5975280998322869,0.9747376747960106,1.5722657746282975
angry,peach,MG_high__US_high,BK,LG,0.6268180417329823,0.9417885305931548,1.568606572326137
angry,peach,MG_high__US_high,BK,MG,0.6221213450457457,0.9274278843875814,1.549549229433327
angry,peach,MG_high__US_high,BK,MY,0.559733365740803,0.9816119887346266,1.5413453544754296
angry,peach,MG_high__US_low,LP,SG,0.4057942995819577,0.09694268084557578,0.3088516187363819
angry,peach,MG_high__US_low,MR,SG,0.3421272175741019,0.07099809319151174,0.2711291243825902
angry,peach,MG_high__US_low,DG,SP,0.341741303346855,0.14892462340038537,0.19281667994646962
angry,peach,MG_low__US_high,LO,MB,0.023353946538033465,0.9860715337844421,0.9627175872464087
angry,peach,MG_low__US_high,LO,MC,0.02122070864740383,0.9830939911356309,0.961873282488227
angry,peach,MG_low__US_high,LC,LO,0.030837686495595484,0.9864464832889432,0.9556087967933478
angry,peach,MG_low__US_high,DB,LO,0.034505493491816086,0.9850550208706341,0.950549527378818
angry,peach,MG_low__US_high,LO,MP,0.04444436752564179,0.9836863789926196,0.9392420114669777
angry,peach,MG_low__US_low,DH,LB,0.005919270714247027,0.008005711573619845,-0.013924982287866872
angry,peach,MG_low__US_low,LC,WH,0.007884565239516972,0.0071509025087292954,-0.015035467748246267
angry,peach,MG_low__US_low,DY,SP,0.019385939407646324,8.502994604606129e-4,-0.020236238868106937
angry,peach,MG_low__US_low,LC,SB,0.024459666698482208,0.001871854156712649,-0.026331520855194857
angry,peach,MG_low__US_low,DH,SH,0.004855244394757152,0.026259317957197048,-0.0311145623519542
angry,sad,MG_high__US_high,A1,SR,0.6777099425028639,0.9593194196336414,1.6370293621365053
angry,sad,MG_high__US_high,MP,SR,0.714235832607216,0.9164054339628189,1.630641266570035
angry,sad,MG_high__US_high,A2,SR,0.6626179553455656,0.9324481853709472,1.5950661407165128
angry,sad,MG_high__US_high,A3,SR,0.6005189081133382,0.930686011511765,1.5312049196251032
angry,sad,MG_high__US_high,SR,WH,0.6343620772680088,0.8939299200925976,1.5282919973606064
angry,sad,MG_high__US_low,LG,MP,0.4648910020114936,0.06877844316374193,0.39611255884775165
angry,sad,MG_high__US_low,MP,SC,0.4243451063589987,0.04823547518878568,0.376109631170213
angry,sad,MG_high__US_low,MG,MP,0.4004530844287728,0.04191560161071095,0.35853748281806186
angry,sad,MG_high__US_low,DG,MP,0.38009587722156324,0.03149102525869618,0.34860485196286706
angry,sad,MG_high__US_low,A1,DB,0.34479184312359057,0.014660678248663184,0.3301311648749274
angry,sad,MG_low__US_high,MB,MR,0.07055023678077538,0.7653612255722966,0.6948109887915213
angry,sad,MG_low__US_high,LC,SO,0.07446981936290342,0.7105085949532339,0.6360387755903305
angry,sad,MG_low__US_high,MR,SB,0.06738446972949319,0.6819346309336689,0.6145501612041757
angry,sad,MG_low__US_high,LC,MR,0.0025946027313822895,0.6148790656304519,0.6122844628990696
angry,sad,MG_low__US_high,MB,SG,0.036958083866612534,0.6222223751428593,0.5852642912762467
angry,sad,MG_low__US_low,DG,MG,0.003659066823878232,0.0069934725720894875,-0.01065253939596772
angry,sad,MG_low__US_low,DH,MY,0.004022687343661013,0.010509106056525885,-0.014531793400186899
angry,sad,MG_low__US_low,DP,WH,0,0.017984050204431723,-0.017984050204431723
angry,sad,MG_low__US_low,MG,SC,0.023663385057047348,0.005595977537980135,-0.029259362595027483
angry,sad,MG_low__US_low,DY,MH,0.004056156892755736,0.03300779540723764,-0.037063952299993375
angry,safety,MG_high__US_high,DR,SB,0.5451066008889385,0.9015774911637189,1.4466840920526574
angry,safety,MG_high__US_high,DR,WH,0.5764915383506362,0.8690203892036132,1.4455119275542494
angry,safety,MG_high__US_high,DR,SG,0.5289397877676345,0.9066516346403661,1.4355914224080006
angry,safety,MG_high__US_high,BK,WH,0.49874179164805454,0.9116878410431006,1.4104296326911552
angry,safety,MG_high__US_high,BK,SB,0.4646359395919415,0.9373515725112669,1.4019875121032084
angry,safety,MG_low__US_high,A1,LC,0.06441274590850332,0.6428988932655668,0.5784861473570635
angry,safety,MG_low__US_high,A1,MC,0.07980624869615549,0.5953755083900325,0.515569259693877
angry,safety,MG_low__US_low,DH,MY,0.0025463727872794273,0.0016009011985476107,-0.004147273985827038
angry,safety,MG_low__US_low,MH,SY,0.00606542792802367,0.00592536178112768,-0.01199078970915135
angry,safety,MG_low__US_low,DG,LG,0.010414992458802619,0.010785065258058335,-0.021200057716860954
angry,safety,MG_low__US_low,DB,SC,0.011376255662510104,0.01561049236705947,-0.026986748029569574
angry,safety,MG_low__US_low,DG,LB,0.009151605729471601,0.019750911345196853,-0.028902517074668455
angry,sandstorm,MG_high__US_high,MY,SR,0.7631302351430509,0.9965711279295424,1.7597013630725933
angry,sandstorm,MG_high__US_high,MO,SR,0.7381792332490604,0.9878536154884567,1.7260328487375172
angry,sandstorm,MG_high__US_high,DR,MY,0.720593684467226,0.993523663050542,1.714117347517768
angry,sandstorm,MG_high__US_high,LO,SR,0.7173031783659249,0.9951663493077441,1.712469527673669
angry,sandstorm,MG_high__US_high,LY,SR,0.721847167895272,0.9722213083837141,1.6940684762789862
angry,sandstorm,MG_high__US_low,A2,MC,0.3388542838890747,0.13352091059434357,0.20533337329473111
angry,sandstorm,MG_low__US_low,DC,LP,2.89723733574887e-4,0.018070440637982355,-0.01836016437155724
angry,sandstorm,MG_low__US_low,LP,MG,0.0044783564902453055,0.01820189522332294,-0.022680251713568245
angry,sandstorm,MG_low__US_low,MH,SO,0.009173352689064329,0.02222658038749703,-0.03139993307656136
angry,sandstorm,MG_low__US_low,MG,SC,0.02929967374443887,0.007754407605966573,-0.03705408135040544
angry,sandstorm,MG_low__US_low,DC,MG,0.005133174748954916,0.03244847648580329,-0.03758165123475821
angry,sick,MG_high__US_high,MH,SR,0.42636412985265815,0.9294502975159136,1.3558144273685717
angry,sick,MG_high__US_high,DH,SR,0.42504002560093945,0.9237511610102564,1.348791186611196
angry,sick,MG_high__US_high,MG,SR,0.47241731644759155,0.8247731677976633,1.2971904842452548
angry,sick,MG_high__US_high,MY,SR,0.4339430549140335,0.8577152670281154,1.291658321942149
angry,sick,MG_high__US_high,LH,SR,0.4516689083808141,0.8316263936883996,1.2832953020692137
angry,sick,MG_high__US_low,SY,WH,0.5120931145114467,0.07312346893713229,0.4389696455743144
angry,sick,MG_high__US_low,DP,SO,0.43425578122740416,0.025397886462807273,0.4088578947645969
angry,sick,MG_high__US_low,LB,SY,0.40230914890423725,0.031252499574038195,0.37105664933019905
angry,sick,MG_high__US_low,MP,SY,0.44609149009278687,0.08059400453937693,0.36549748555340994
angry,sick,MG_high__US_low,A3,SY,0.3837908620271391,0.026271312753468334,0.35751954927367074
angry,sick,MG_low__US_high,MH,SP,0.025385021988975298,0.8366482776087938,0.8112632556198185
angry,sick,MG_low__US_high,MH,SB,0.010614386730440684,0.8113979633577784,0.8007835766273377
angry,sick,MG_low__US_high,LP,MH,0.010963380002466272,0.8061114027593028,0.7951480227568366
angry,sick,MG_low__US_high,DH,SP,0.027618441620640644,0.822317422387985,0.7946989807673444
angry,sick,MG_low__US_high,DH,SB,0.013023322876074106,0.7945994101577267,0.7815760872816526
angry,sick,MG_low__US_low,A3,LB,0.00418814896112224,0.002968419826060442,-0.007156568787182682
angry,sick,MG_low__US_low,LO,LY,0.0019831131876597574,0.011042849819306255,-0.013025963006966013
angry,sick,MG_low__US_low,LP,SB,0.0015616527545870285,0.017331402582752398,-0.018893055337339426
angry,sick,MG_low__US_low,A2,LB,0.008035637460268141,0.011501809106653882,-0.019537446566922023
angry,sick,MG_low__US_low,A2,A3,0.011485881157323297,0.008686961481759292,-0.02017284263908259
angry,tree,MG_high__US_high,DR,SG,0.9143565774457363,0.9923690122979192,1.9067255897436555
angry,tree,MG_high__US_high,SG,SR,0.9019844748277119,0.9930464944062443,1.8950309692339562
angry,tree,MG_high__US_high,DG,DR,0.8929180720547727,0.9995306171716964,1.8924486892264691
angry,tree,MG_high__US_high,DR,MG,0.8857438323613518,0.9947716809217788,1.8805155132831306
angry,tree,MG_high__US_high,DG,SR,0.8790068052895139,0.9996028258663803,1.8786096311558942
angry,tree,MG_high__US_low,MH,SG,0.43182141376552585,0.004255208581998515,0.42756620518352734
angry,tree,MG_high__US_low,MG,MH,0.36683477535643894,0.04247601228695941,0.32435876306947953
angry,tree,MG_low__US_high,MH,MY,0.049598422271717124,0.6892278377669379,0.6396294154952207
angry,tree,MG_low__US_high,A2,SC,0.05031889320015703,0.5854348386542647,0.5351159454541077
angry,tree,MG_low__US_low,DC,LH,0.013881202669389303,9.99640100584287e-4,-0.01488084276997359
angry,tree,MG_low__US_low,DB,MP,0.004531776186931902,0.01803141457358426,-0.02256319076051616
angry,tree,MG_low__US_low,MP,WH,0.012616468889449672,0.010548974720292259,-0.02316544360974193
angry,tree,MG_low__US_low,LR,SP,0.02574941788685714,0.002026307414115802,-0.027775725300972942
angry,tree,MG_low__US_low,MB,SY,0.012445539648315407,0.015951050004236134,-0.02839658965255154
banana,death,MG_high__US_high,BK,SY,0.9992195395328343,0.9999999996894307,1.999219539222265
banana,death,MG_high__US_high,A1,SY,0.9919924438203498,0.9999999685517611,1.9919924123721109
banana,death,MG_high__US_high,BK,SH,0.9844500017810902,0.9932658150749432,1.9777158168560334
banana,death,MG_high__US_high,BK,SG,0.9805245930223971,0.9950558453705609,1.975580438392958
banana,death,MG_high__US_high,BK,MG,0.9636951258069342,0.9959754108607506,1.9596705366676848
banana,death,MG_high__US_low,DO,MG,0.5633342168642379,0.06989579082492053,0.49343842603931737
banana,death,MG_high__US_low,DP,MR,0.5239681691609257,0.06201868757655632,0.4619494815843694
banana,death,MG_high__US_low,DP,MB,0.46498701728251657,0.009532741477357443,0.4554542758051591
banana,death,MG_high__US_low,MC,SP,0.49632056172898187,0.04421672496965168,0.4521038367593302
banana,death,MG_high__US_low,DC,DP,0.5296099722646845,0.08500728743426578,0.44460268483041876
banana,death,MG_low__US_high,LY,MG,0.035780819353598614,0.9190038177841768,0.8832229984305782
banana,death,MG_low__US_high,DG,LY,0.027158214398042058,0.8718358203351053,0.8446776059370633
banana,death,MG_low__US_high,A2,SP,0.05550584506823292,0.8965365395505456,0.8410306944823127
banana,death,MG_low__US_high,A2,DP,0.027615842756060938,0.8208285011136864,0.7932126583576256
banana,death,MG_low__US_high,DR,LP,0.030601946709323646,0.7127839535082054,0.6821820067988817
banana,death,MG_low__US_low,DC,MR,0.03195476134387043,0.02549090298501122,-0.05744566432888165
banana,death,MG_low__US_low,LC,MC,0.01383489385204939,0.05560259072215645,-0.06943748457420584
banana,death,MG_low__US_low,MH,SO,0.038422781340687884,0.03746594148864246,-0.07588872282933035
banana,death,MG_low__US_low,DY,MO,0.06617776673720166,0.014125095531348053,-0.08030286226854971
banana,death,MG_low__US_low,LH,MY,0.045260167527866046,0.03892651451131224,-0.08418668203917828
banana,happy,MG_high__US_high,SB,SY,0.6949419483211043,0.9379226714364282,1.6328646197575325
banana,happy,MG_high__US_high,SC,SY,0.6162405631980312,0.9461536892715849,1.5623942524696162
banana,happy,MG_high__US_high,SR,SY,0.6390896006592344,0.9060506151118144,1.5451402157710488
banana,happy,MG_high__US_high,BK,SB,0.6006387675810945,0.9105782536923017,1.5112170212733962
banana,happy,MG_high__US_high,SY,WH,0.7279454784355934,0.7799441782580923,1.5078896566936857
banana,happy,MG_high__US_low,MG,WH,0.6609634876128718,0.03944919587568885,0.621514291737183
banana,happy,MG_high__US_low,DB,MG,0.5451177587698317,0.001280407865512645,0.5438373509043191
banana,happy,MG_high__US_low,DP,WH,0.5303837094981083,0.024198908437963906,0.5061848010601444
banana,happy,MG_high__US_low,MB,MG,0.5028476310662713,0.00805020356302344,0.49479742750324784
banana,happy,MG_high__US_low,A3,SH,0.5154656282775194,0.02973373568054205,0.48573189259697735
banana,happy,MG_low__US_high,DO,LG,0.020064379812459565,0.8026404168663184,0.7825760370538588
banana,happy,MG_low__US_high,A1,LG,0.029989472421327434,0.7719360802583566,0.7419466078370291
banana,happy,MG_low__US_high,A2,LG,0.032059960690122624,0.7644230169876953,0.7323630562975727
banana,happy,MG_low__US_high,MG,SY,0.04953151958521196,0.7598973823296038,0.7103658627443918
banana,happy,MG_low__US_high,DY,SG,0.0030839756349572145,0.6912606155354699,0.6881766399005127
banana,happy,MG_low__US_low,A1,A2,0.004732523816362522,0.016643130668333617,-0.02137565448469614
banana,happy,MG_low__US_low,DP,SO,0.03006999662981169,0.0029712250107544746,-0.033041221640566165
banana,happy,MG_low__US_low,MC,SO,0.02382143454467789,0.03247230946994817,-0.05629374401462606
banana,happy,MG_low__US_low,DH,MY,0.021685656651450946,0.0355760390139262,-0.057261695665377144
banana,happy,MG_low__US_low,LC,LP,0.02593438194520875,0.03631473938823948,-0.06224912133344823
banana,justice,MG_high__US_high,A3,SY,0.9091777570568669,0.9808475739921649,1.8900253310490318
banana,justice,MG_high__US_high,SY,WH,0.9000012440104483,0.9834985204377804,1.8834997644482288
banana,justice,MG_high__US_high,MB,SY,0.8009730859364115,0.9834050069731073,1.7843780929095188
banana,justice,MG_high__US_high,SB,SY,0.7989687191497938,0.9812336892988569,1.7802024084486507
banana,justice,MG_high__US_high,LB,SY,0.7978864667799914,0.9805352690914884,1.7784217358714798
banana,justice,MG_high__US_low,DG,LC,0.5737970637413257,0.02918628175859772,0.5446107819827279
banana,justice,MG_high__US_low,DG,LP,0.5222417287391161,0.025482172705610262,0.49675955603350586
banana,justice,MG_high__US_low,DG,SP,0.48927908625389693,0.0068550179595188165,0.4824240682943781
banana,justice,MG_high__US_low,DG,SR,0.5685262698241138,0.10009334249607704,0.46843292732803676
banana,justice,MG_high__US_low,DG,MR,0.49620056948659386,0.03558620099115778,0.4606143684954361
banana,justice,MG_low__US_low,DC,MC,0.006268426295757967,0.006547938816126919,-0.012816365111884886
banana,justice,MG_low__US_low,DY,MY,0.0040376165277027365,0.01834849963339491,-0.022386116161097647
banana,justice,MG_low__US_low,DH,SO,0.04045115405626709,0.0018926305261417475,-0.04234378458240884
banana,justice,MG_low__US_low,BK,SC,0.029027054881406,0.017883650728919898,-0.0469107056103259
banana,justice,MG_low__US_low,A2,DR,0.046224801409066485,0.0032031669091796555,-0.04942796831824614
banana,lightning,MG_high__US_high,SY,WH,0.7487020001257321,0.9747770802434348,1.7234790803691669
banana,lightning,MG_high__US_high,SG,WH,0.6606861832347422,0.9669238111317993,1.6276099943665414
banana,lightning,MG_high__US_high,A3,SY,0.7389300892459583,0.8700722932652307,1.609002382511189
banana,lightning,MG_high__US_high,DG,WH,0.590135699608608,0.9767230648185903,1.5668587644271983
banana,lightning,MG_high__US_high,A1,SY,0.7512744733793086,0.8108005297998511,1.5620750031791597
banana,lightning,MG_high__US_low,MO,SG,0.501624008413398,0.017319906443325594,0.48430410197007245
banana,lightning,MG_high__US_low,MO,SH,0.4620904382964628,0.013465195165780042,0.44862524313068275
banana,lightning,MG_high__US_low,DR,LG,0.4613155646432341,0.01970878417637212,0.44160678046686197
banana,lightning,MG_high__US_low,DO,MH,0.44327888546524935,0.015852999241495136,0.4274258862237542
banana,lightning,MG_high__US_low,DO,SH,0.5542958156875526,0.1286671815084628,0.4256286341790898
banana,lightning,MG_low__US_high,DP,WH,0.04036805030795754,0.9566498159852479,0.9162817656772904
banana,lightning,MG_low__US_high,MP,WH,0.050499966744764535,0.9599397357098223,0.9094397689650577
banana,lightning,MG_low__US_high,MR,WH,0.02849698509388565,0.936927330257554,0.9084303451636684
banana,lightning,MG_low__US_high,DR,WH,0.06404639946272622,0.9524745564990993,0.888428157036373
