conA,conB,col1,col2,x1_us,x2_us,x3_us,x4_us,dX_us,p_gt0_us,dS_us,x1_mg,x2_mg,x3_mg,x4_mg,dX_mg,p_gt0_mg,dS_mg,dS_diff
mango,tree,LB,LG,0.0486,0.1262,0.1298,0.3894,0.182,0.6658,0.3315,0.2242,0.422,0.2656,0.5152,0.0518,0.5322,0.0644,0.2671
peace,peach,LB,LG,0.7542,0.5842,0.054,0.1348,0.2508,0.6969,0.3937,0.4376,0.452,0.2988,0.441,0.1278,0.5725,0.1449,0.2488
peace,sad,LB,LG,0.7542,0.5842,0.3498,0.146,-0.0338,0.4771,0.0457,0.4376,0.452,0.2766,0.1734,-0.1176,0.4257,0.1485,-0.1028
peace,safety,LB,LG,0.7542,0.5842,0.4148,0.429,0.1842,0.6072,0.2143,0.4376,0.452,0.3254,0.3512,0.0114,0.5066,0.0131,0.2012
peace,sandstorm,LB,LG,0.7542,0.5842,0.0938,0.0802,0.1564,0.6281,0.2561,0.4376,0.452,0.1938,0.1682,-0.04,0.4734,0.0533,0.2028
peace,sick,LB,LG,0.7542,0.5842,0.1804,0.3106,0.3002,0.6946,0.3891,0.4376,0.452,0.373,0.3378,-0.0496,0.4717,0.0565,0.3326
peace,tree,LB,LG,0.7542,0.5842,0.1298,0.3894,0.4296,0.7657,0.5313,0.4376,0.452,0.2656,0.5152,0.2352,0.6328,0.2656,0.2657
peach,sad,LB,LG,0.054,0.1348,0.3498,0.146,-0.2846,0.2514,0.4972,0.2988,0.441,0.2766,0.1734,-0.2454,0.3407,0.3187,0.1785
peach,safety,LB,LG,0.054,0.1348,0.4148,0.429,-0.0666,0.451,0.0981,0.2988,0.441,0.3254,0.3512,-0.1164,0.4305,0.1389,-0.0408
peach,sandstorm,LB,LG,0.054,0.1348,0.0938,0.0802,-0.0944,0.3528,0.2945,0.2988,0.441,0.1938,0.1682,-0.1678,0.3836,0.2328,0.0617
peach,sick,LB,LG,0.054,0.1348,0.1804,0.3106,0.0494,0.5462,0.0923,0.2988,0.441,0.373,0.3378,-0.1774,0.396,0.208,-0.1157
peach,tree,LB,LG,0.054,0.1348,0.1298,0.3894,0.1788,0.6613,0.3226,0.2988,0.441,0.2656,0.5152,0.1074,0.5641,0.1282,0.1944
sad,safety,LB,LG,0.3498,0.146,0.4148,0.429,0.218,0.6345,0.2689,0.2766,0.1734,0.3254,0.3512,0.129,0.5866,0.1733,0.0956
sad,sandstorm,LB,LG,0.3498,0.146,0.0938,0.0802,0.1902,0.6764,0.3528,0.2766,0.1734,0.1938,0.1682,0.0776,0.5648,0.1297,0.2231
sad,sick,LB,LG,0.3498,0.146,0.1804,0.3106,0.334,0.7319,0.4637,0.2766,0.1734,0.373,0.3378,0.068,0.5453,0.0906,0.3731
sad,tree,LB,LG,0.3498,0.146,0.1298,0.3894,0.4634,0.8032,0.6064,0.2766,0.1734,0.2656,0.5152,0.3528,0.7251,0.4502,0.1562
safety,sandstorm,LB,LG,0.4148,0.429,0.0938,0.0802,-0.0278,0.4792,0.0416,0.3254,0.3512,0.1938,0.1682,-0.0514,0.4633,0.0734,-0.0318
safety,sick,LB,LG,0.4148,0.429,0.1804,0.3106,0.116,0.5725,0.1449,0.3254,0.3512,0.373,0.3378,-0.061,0.4635,0.0731,0.0718
safety,tree,LB,LG,0.4148,0.429,0.1298,0.3894,0.2454,0.6498,0.2996,0.3254,0.3512,0.2656,0.5152,0.2238,0.6331,0.2661,0.0335
sandstorm,sick,LB,LG,0.0938,0.0802,0.1804,0.3106,0.1438,0.635,0.2699,0.1938,0.1682,0.373,0.3378,-0.0096,0.4932,0.0135,0.2564
sandstorm,tree,LB,LG,0.0938,0.0802,0.1298,0.3894,0.2732,0.7419,0.4838,0.1938,0.1682,0.2656,0.5152,0.2752,0.6889,0.3777,0.1061
sick,tree,LB,LG,0.1804,0.3106,0.1298,0.3894,0.1294,0.594,0.188,0.373,0.3378,0.2656,0.5152,0.2848,0.6656,0.3312,-0.1432
angry,banana,LB,LH,0.0746,0.091,0.0416,0.4324,0.3744,0.8264,0.6527,0.1918,0.2452,0.128,0.4714,0.29,0.7058,0.4117,0.241
angry,death,LB,LH,0.0746,0.091,0.0902,0.088,-0.0186,0.468,0.0641,0.1918,0.2452,0.185,0.2336,-0.0048,0.4961,0.0077,0.0564
angry,happy,LB,LH,0.0746,0.091,0.5664,0.5776,-0.0052,0.4961,0.0078,0.1918,0.2452,0.4598,0.499,-0.0142,0.491,0.018,-0.0102
angry,justice,LB,LH,0.0746,0.091,0.355,0.1824,-0.189,0.3308,0.3384,0.1918,0.2452,0.39,0.3668,-0.0766,0.4495,0.1009,0.2375
angry,lightning,LB,LH,0.0746,0.091,0.2592,0.4064,0.1308,0.6074,0.2147,0.1918,0.2452,0.322,0.3102,-0.0652,0.4547,0.0907,0.124
angry,mango,LB,LH,0.0746,0.091,0.0486,0.2614,0.1964,0.7229,0.4458,0.1918,0.2452,0.2242,0.3468,0.0692,0.5501,0.1002,0.3456
angry,peace,LB,LH,0.0746,0.091,0.7542,0.5494,-0.2212,0.323,0.3541,0.1918,0.2452,0.4376,0.4758,-0.0152,0.4903,0.0194,0.3347
angry,peach,LB,LH,0.0746,0.091,0.054,0.2424,0.172,0.7035,0.4069,0.1918,0.2452,0.2988,0.3076,-0.0446,0.4685,0.063,0.3439
angry,sad,LB,LH,0.0746,0.091,0.3498,0.1354,-0.2308,0.2858,0.4284,0.1918,0.2452,0.2766,0.293,-0.037,0.4733,0.0534,0.375
angry,safety,LB,LH,0.0746,0.091,0.4148,0.3592,-0.072,0.4446,0.1108,0.1918,0.2452,0.3254,0.3446,-0.0342,0.4766,0.0468,0.064
angry,sandstorm,LB,LH,0.0746,0.091,0.0938,0.2318,0.1216,0.6435,0.2871,0.1918,0.2452,0.1938,0.4296,0.1824,0.6287,0.2574,0.0297
angry,sick,LB,LH,0.0746,0.091,0.1804,0.4288,0.232,0.6972,0.3943,0.1918,0.2452,0.373,0.353,-0.0734,0.4511,0.0978,0.2965
angry,tree,LB,LH,0.0746,0.091,0.1298,0.3512,0.205,0.6932,0.3864,0.1918,0.2452,0.2656,0.3258,0.0068,0.5049,0.0097,0.3767
banana,death,LB,LH,0.0416,0.4324,0.0902,0.088,-0.393,0.1645,0.671,0.128,0.4714,0.185,0.2336,-0.2948,0.2885,0.4229,0.2481
banana,happy,LB,LH,0.0416,0.4324,0.5664,0.5776,-0.3796,0.2723,0.4554,0.128,0.4714,0.4598,0.499,-0.3042,0.3213,0.3575,0.0979
banana,justice,LB,LH,0.0416,0.4324,0.355,0.1824,-0.5634,0.1498,0.7004,0.128,0.4714,0.39,0.3668,-0.3666,0.2811,0.4379,0.2625
banana,lightning,LB,LH,0.0416,0.4324,0.2592,0.4064,-0.2436,0.3378,0.3243,0.128,0.4714,0.322,0.3102,-0.3552,0.2778,0.4445,-0.1202
banana,mango,LB,LH,0.0416,0.4324,0.0486,0.2614,-0.178,0.3518,0.2965,0.128,0.4714,0.2242,0.3468,-0.2208,0.3519,0.2962,3e-4
banana,peace,LB,LH,0.0416,0.4324,0.7542,0.5494,-0.5956,0.1536,0.6927,0.128,0.4714,0.4376,0.4758,-0.3052,0.3201,0.3598,0.3329
banana,peach,LB,LH,0.0416,0.4324,0.054,0.2424,-0.2024,0.3302,0.3397,0.128,0.4714,0.2988,0.3076,-0.3346,0.2869,0.4262,-0.0865
banana,sad,LB,LH,0.0416,0.4324,0.3498,0.1354,-0.6052,0.1242,0.7515,0.128,0.4714,0.2766,0.293,-0.327,0.2876,0.4249,0.3266
banana,safety,LB,LH,0.0416,0.4324,0.4148,0.3592,-0.4464,0.2331,0.5337,0.128,0.4714,0.3254,0.3446,-0.3242,0.2984,0.4033,0.1304
banana,sandstorm,LB,LH,0.0416,0.4324,0.0938,0.2318,-0.2528,0.294,0.412,0.128,0.4714,0.1938,0.4296,-0.1076,0.4272,0.1456,0.2664
banana,sick,LB,LH,0.0416,0.4324,0.1804,0.4288,-0.1424,0.3991,0.2017,0.128,0.4714,0.373,0.353,-0.3634,0.2808,0.4384,-0.2367
banana,tree,LB,LH,0.0416,0.4324,0.1298,0.3512,-0.1694,0.373,0.2541,0.128,0.4714,0.2656,0.3258,-0.2832,0.3155,0.369,-0.1149
death,happy,LB,LH,0.0902,0.088,0.5664,0.5776,0.0134,0.51,0.0199,0.185,0.2336,0.4598,0.499,-0.0094,0.494,0.0121,0.0078
death,justice,LB,LH,0.0902,0.088,0.355,0.1824,-0.1704,0.3479,0.3043,0.185,0.2336,0.39,0.3668,-0.0718,0.4522,0.0956,0.2087
death,lightning,LB,LH,0.0902,0.088,0.2592,0.4064,0.1494,0.6213,0.2426,0.185,0.2336,0.322,0.3102,-0.0604,0.4575,0.085,0.1576
death,mango,LB,LH,0.0902,0.088,0.0486,0.2614,0.215,0.7382,0.4764,0.185,0.2336,0.2242,0.3468,0.074,0.5542,0.1084,0.368
death,peace,LB,LH,0.0902,0.088,0.7542,0.5494,-0.2026,0.3381,0.3239,0.185,0.2336,0.4376,0.4758,-0.0104,0.4933,0.0134,0.3105
death,peach,LB,LH,0.0902,0.088,0.054,0.2424,0.1906,0.72,0.4399,0.185,0.2336,0.2988,0.3076,-0.0398,0.4716,0.0569,0.383
death,sad,LB,LH,0.0902,0.088,0.3498,0.1354,-0.2122,0.3033,0.3934,0.185,0.2336,0.2766,0.293,-0.0322,0.4765,0.0471,0.3463
death,safety,LB,LH,0.0902,0.088,0.4148,0.3592,-0.0534,0.4591,0.0818,0.185,0.2336,0.3254,0.3446,-0.0294,0.4797,0.0406,0.0412
death,sandstorm,LB,LH,0.0902,0.088,0.0938,0.2318,0.1402,0.662,0.3239,0.185,0.2336,0.1938,0.4296,0.1872,0.6336,0.2671,0.0568
death,sick,LB,LH,0.0902,0.088,0.1804,0.4288,0.2506,0.7099,0.4197,0.185,0.2336,0.373,0.353,-0.0686,0.4538,0.0924,0.3273
death,tree,LB,LH,0.0902,0.088,0.1298,0.3512,0.2236,0.7072,0.4143,0.185,0.2336,0.2656,0.3258,0.0116,0.5084,0.0168,0.3975
happy,justice,LB,LH,0.5664,0.5776,0.355,0.1824,-0.1838,0.3884,0.2232,0.4598,0.499,0.39,0.3668,-0.0624,0.4651,0.0698,0.1534
happy,lightning,LB,LH,0.5664,0.5776,0.2592,0.4064,0.136,0.5791,0.1582,0.4598,0.499,0.322,0.3102,-0.051,0.4704,0.0593,0.0989
happy,mango,LB,LH,0.5664,0.5776,0.0486,0.2614,0.2016,0.6344,0.2689,0.4598,0.499,0.2242,0.3468,0.0834,0.5498,0.0995,0.1694
happy,peace,LB,LH,0.5664,0.5776,0.7542,0.5494,-0.216,0.3758,0.2484,0.4598,0.499,0.4376,0.4758,-0.001,0.4995,0.0011,0.2473
happy,peach,LB,LH,0.5664,0.5776,0.054,0.2424,0.1772,0.6198,0.2397,0.4598,0.499,0.2988,0.3076,-0.0304,0.4821,0.0357,0.204
happy,sad,LB,LH,0.5664,0.5776,0.3498,0.1354,-0.2256,0.3607,0.2786,0.4598,0.499,0.2766,0.293,-0.0228,0.4864,0.0272,0.2514
happy,safety,LB,LH,0.5664,0.5776,0.4148,0.3592,-0.0668,0.4624,0.0752,0.4598,0.499,0.3254,0.3446,-0.02,0.4885,0.023,0.0522
happy,sandstorm,LB,LH,0.5664,0.5776,0.0938,0.2318,0.1268,0.5857,0.1714,0.4598,0.499,0.1938,0.4296,0.1966,0.6152,0.2303,-0.0589
happy,sick,LB,LH,0.5664,0.5776,0.1804,0.4288,0.2372,0.6403,0.2806,0.4598,0.499,0.373,0.353,-0.0592,0.4666,0.0668,0.2138
happy,tree,LB,LH,0.5664,0.5776,0.1298,0.3512,0.2102,0.6304,0.2608,0.4598,0.499,0.2656,0.3258,0.021,0.5124,0.0248,0.236
justice,lightning,LB,LH,0.355,0.1824,0.2592,0.4064,0.3198,0.7013,0.4025,0.39,0.3668,0.322,0.3102,0.0114,0.5068,0.0137,0.3888
justice,mango,LB,LH,0.355,0.1824,0.0486,0.2614,0.3854,0.7812,0.5624,0.39,0.3668,0.2242,0.3468,0.1458,0.5895,0.179,0.3834
justice,peace,LB,LH,0.355,0.1824,0.7542,0.5494,-0.0322,0.4788,0.0423,0.39,0.3668,0.4376,0.4758,0.0614,0.5345,0.0689,-0.0266
justice,peach,LB,LH,0.355,0.1824,0.054,0.2424,0.361,0.7695,0.5389,0.39,0.3668,0.2988,0.3076,0.032,0.5194,0.0388,0.5001
justice,sad,LB,LH,0.355,0.1824,0.3498,0.1354,-0.0418,0.4697,0.0606,0.39,0.3668,0.2766,0.293,0.0396,0.5244,0.0488,0.0118
justice,safety,LB,LH,0.355,0.1824,0.4148,0.3592,0.117,0.5731,0.1462,0.39,0.3668,0.3254,0.3446,0.0424,0.5251,0.0502,0.096
justice,sandstorm,LB,LH,0.355,0.1824,0.0938,0.2318,0.3106,0.7346,0.4693,0.39,0.3668,0.1938,0.4296,0.259,0.6551,0.3101,0.1592
justice,sick,LB,LH,0.355,0.1824,0.1804,0.4288,0.421,0.7654,0.5309,0.39,0.3668,0.373,0.353,0.0032,0.5019,0.0037,0.5272
justice,tree,LB,LH,0.355,0.1824,0.1298,0.3512,0.394,0.7636,0.5272,0.39,0.3668,0.2656,0.3258,0.0834,0.5509,0.1018,0.4254
lightning,mango,LB,LH,0.2592,0.4064,0.0486,0.2614,0.0656,0.5484,0.0969,0.322,0.3102,0.2242,0.3468,0.1344,0.5865,0.173,-0.0761
lightning,peace,LB,LH,0.2592,0.4064,0.7542,0.5494,-0.352,0.2917,0.4165,0.322,0.3102,0.4376,0.4758,0.05,0.5292,0.0583,0.3582
lightning,peach,LB,LH,0.2592,0.4064,0.054,0.2424,0.0412,0.5308,0.0616,0.322,0.3102,0.2988,0.3076,0.0206,0.5131,0.0262,0.0354
lightning,sad,LB,LH,0.2592,0.4064,0.3498,0.1354,-0.3616,0.2696,0.4608,0.322,0.3102,0.2766,0.293,0.0282,0.5182,0.0364,0.4244
lightning,safety,LB,LH,0.2592,0.4064,0.4148,0.3592,-0.2028,0.3809,0.2383,0.322,0.3102,0.3254,0.3446,0.031,0.5192,0.0383,0.2
lightning,sandstorm,LB,LH,0.2592,0.4064,0.0938,0.2318,-0.0092,0.4932,0.0136,0.322,0.3102,0.1938,0.4296,0.2476,0.6552,0.3104,-0.2968
lightning,sick,LB,LH,0.2592,0.4064,0.1804,0.4288,0.1012,0.565,0.13,0.322,0.3102,0.373,0.353,-0.0082,0.495,0.0099,0.1201
lightning,tree,LB,LH,0.2592,0.4064,0.1298,0.3512,0.0742,0.5502,0.1005,0.322,0.3102,0.2656,0.3258,0.072,0.546,0.092,0.0085
mango,peace,LB,LH,0.0486,0.2614,0.7542,0.5494,-0.4176,0.2198,0.5605,0.2242,0.3468,0.4376,0.4758,-0.0844,0.4495,0.1011,0.4594
mango,peach,LB,LH,0.0486,0.2614,0.054,0.2424,-0.0244,0.476,0.0481,0.2242,0.3468,0.2988,0.3076,-0.1138,0.4257,0.1486,-0.1005
mango,sad,LB,LH,0.0486,0.2614,0.3498,0.1354,-0.4272,0.1847,0.6305,0.2242,0.3468,0.2766,0.293,-0.1062,0.4293,0.1414,0.4891
mango,safety,LB,LH,0.0486,0.2614,0.4148,0.3592,-0.2684,0.3194,0.3612,0.2242,0.3468,0.3254,0.3446,-0.1034,0.4343,0.1314,0.2298
mango,sandstorm,LB,LH,0.0486,0.2614,0.0938,0.2318,-0.0748,0.4279,0.1443,0.2242,0.3468,0.1938,0.4296,0.1132,0.5749,0.1499,-0.0056
mango,sick,LB,LH,0.0486,0.2614,0.1804,0.4288,0.0356,0.5277,0.0554,0.2242,0.3468,0.373,0.353,-0.1426,0.4116,0.1768,-0.1214
mango,tree,LB,LH,0.0486,0.2614,0.1298,0.3512,0.0086,0.5072,0.0145,0.2242,0.3468,0.2656,0.3258,-0.0624,0.4587,0.0825,-0.068
peace,peach,LB,LH,0.7542,0.5494,0.054,0.2424,0.3932,0.7692,0.5384,0.4376,0.4758,0.2988,0.3076,-0.0294,0.4827,0.0346,0.5038
peace,sad,LB,LH,0.7542,0.5494,0.3498,0.1354,-0.0096,0.4935,0.013,0.4376,0.4758,0.2766,0.293,-0.0218,0.487,0.0261,-0.0131
peace,safety,LB,LH,0.7542,0.5494,0.4148,0.3592,0.1492,0.5881,0.1763,0.4376,0.4758,0.3254,0.3446,-0.019,0.4891,0.0219,0.1544
peace,sandstorm,LB,LH,0.7542,0.5494,0.0938,0.2318,0.3428,0.7375,0.475,0.4376,0.4758,0.1938,0.4296,0.1976,0.6161,0.2322,0.2428
peace,sick,LB,LH,0.7542,0.5494,0.1804,0.4288,0.4532,0.7678,0.5357,0.4376,0.4758,0.373,0.353,-0.0582,0.4671,0.0658,0.4699
peace,tree,LB,LH,0.7542,0.5494,0.1298,0.3512,0.4262,0.7655,0.531,0.4376,0.4758,0.2656,0.3258,0.022,0.5131,0.0261,0.5049
peach,sad,LB,LH,0.054,0.2424,0.3498,0.1354,-0.4028,0.1952,0.6096,0.2988,0.3076,0.2766,0.293,0.0076,0.505,0.0099,0.5997
peach,safety,LB,LH,0.054,0.2424,0.4148,0.3592,-0.244,0.3332,0.3336,0.2988,0.3076,0.3254,0.3446,0.0104,0.5065,0.013,0.3206
peach,sandstorm,LB,LH,0.054,0.2424,0.0938,0.2318,-0.0504,0.4503,0.0995,0.2988,0.3076,0.1938,0.4296,0.227,0.6445,0.289,-0.1895
peach,sick,LB,LH,0.054,0.2424,0.1804,0.4288,0.06,0.5473,0.0945,0.2988,0.3076,0.373,0.353,-0.0288,0.4824,0.0353,0.0592
peach,tree,LB,LH,0.054,0.2424,0.1298,0.3512,0.033,0.5282,0.0563,0.2988,0.3076,0.2656,0.3258,0.0514,0.5333,0.0665,-0.0102
sad,safety,LB,LH,0.3498,0.1354,0.4148,0.3592,0.1588,0.6012,0.2025,0.2766,0.293,0.3254,0.3446,0.0028,0.5018,0.0036,0.1989
sad,sandstorm,LB,LH,0.3498,0.1354,0.0938,0.2318,0.3524,0.771,0.5419,0.2766,0.293,0.1938,0.4296,0.2194,0.6424,0.2847,0.2572
sad,sick,LB,LH,0.3498,0.1354,0.1804,0.4288,0.4628,0.794,0.588,0.2766,0.293,0.373,0.353,-0.0364,0.4773,0.0453,0.5427
sad,tree,LB,LH,0.3498,0.1354,0.1298,0.3512,0.4358,0.7944,0.5889,0.2766,0.293,0.2656,0.3258,0.0438,0.5289,0.0577,0.5312
safety,sandstorm,LB,LH,0.4148,0.3592,0.0938,0.2318,0.1936,0.6327,0.2655,0.3254,0.3446,0.1938,0.4296,0.2166,0.6345,0.269,-0.0035
safety,sick,LB,LH,0.4148,0.3592,0.1804,0.4288,0.304,0.6808,0.3615,0.3254,0.3446,0.373,0.353,-0.0392,0.4766,0.0468,0.3147
safety,tree,LB,LH,0.4148,0.3592,0.1298,0.3512,0.277,0.6731,0.3462,0.3254,0.3446,0.2656,0.3258,0.041,0.5258,0.0516,0.2946
sandstorm,sick,LB,LH,0.0938,0.2318,0.1804,0.4288,0.1104,0.5855,0.1711,0.1938,0.4296,0.373,0.353,-0.2558,0.3454,0.3093,-0.1382
sandstorm,tree,LB,LH,0.0938,0.2318,0.1298,0.3512,0.0834,0.57,0.1399,0.1938,0.4296,0.2656,0.3258,-0.1756,0.3863,0.2275,-0.0876
sick,tree,LB,LH,0.1804,0.4288,0.1298,0.3512,-0.027,0.4809,0.0383,0.373,0.353,0.2656,0.3258,0.0802,0.5494,0.0988,-0.0605
angry,banana,LB,LO,0.0746,0.0888,0.0416,0.2646,0.2088,0.7358,0.4716,0.1918,0.2472,0.128,0.2138,0.0304,0.5262,0.0523,0.4193
angry,death,LB,LO,0.0746,0.0888,0.0902,0.1082,0.0038,0.5062,0.0125,0.1918,0.2472,0.185,0.1808,-0.0596,0.4498,0.1004,-0.0879
angry,happy,LB,LO,0.0746,0.0888,0.5664,0.506,-0.0746,0.4449,0.1102,0.1918,0.2472,0.4598,0.4274,-0.0878,0.4441,0.1119,-0.0017
angry,justice,LB,LO,0.0746,0.0888,0.355,0.193,-0.1762,0.3431,0.3138,0.1918,0.2472,0.39,0.3086,-0.1368,0.4082,0.1835,0.1303
angry,lightning,LB,LO,0.0746,0.0888,0.2592,0.266,-0.0074,0.4932,0.0137,0.1918,0.2472,0.322,0.3296,-0.0478,0.4671,0.0658,-0.0521
angry,mango,LB,LO,0.0746,0.0888,0.0486,0.511,0.4482,0.8658,0.7316,0.1918,0.2472,0.2242,0.2952,0.0156,0.5116,0.0233,0.7083
angry,peace,LB,LO,0.0746,0.0888,0.7542,0.5356,-0.2328,0.3146,0.3708,0.1918,0.2472,0.4376,0.4486,-0.0444,0.4717,0.0567,0.3141
angry,peach,LB,LO,0.0746,0.0888,0.054,0.7756,0.7074,0.9889,0.9779,0.1918,0.2472,0.2988,0.286,-0.0682,0.4514,0.0972,0.8807
angry,sad,LB,LO,0.0746,0.0888,0.3498,0.1774,-0.1866,0.331,0.338,0.1918,0.2472,0.2766,0.2626,-0.0694,0.4491,0.1018,0.2362
angry,safety,LB,LO,0.0746,0.0888,0.4148,0.3326,-0.0964,0.4248,0.1505,0.1918,0.2472,0.3254,0.2774,-0.1034,0.4272,0.1456,0.0049
angry,sandstorm,LB,LO,0.0746,0.0888,0.0938,0.6782,0.5702,0.9342,0.8684,0.1918,0.2472,0.1938,0.5244,0.2752,0.6883,0.3767,0.4917
angry,sick,LB,LO,0.0746,0.0888,0.1804,0.2968,0.1022,0.5991,0.1982,0.1918,0.2472,0.373,0.3082,-0.1202,0.4187,0.1626,0.0356
angry,tree,LB,LO,0.0746,0.0888,0.1298,0.2118,0.0678,0.5802,0.1604,0.1918,0.2472,0.2656,0.2852,-0.0358,0.4739,0.0522,0.1082
banana,death,LB,LO,0.0416,0.2646,0.0902,0.1082,-0.205,0.2769,0.4461,0.128,0.2138,0.185,0.1808,-0.09,0.417,0.166,0.2801
banana,happy,LB,LO,0.0416,0.2646,0.5664,0.506,-0.2834,0.3161,0.3678,0.128,0.2138,0.4598,0.4274,-0.1182,0.4209,0.1582,0.2096
banana,justice,LB,LO,0.0416,0.2646,0.355,0.193,-0.385,0.2211,0.5578,0.128,0.2138,0.39,0.3086,-0.1672,0.3817,0.2366,0.3212
banana,lightning,LB,LO,0.0416,0.2646,0.2592,0.266,-0.2162,0.3319,0.3363,0.128,0.2138,0.322,0.3296,-0.0782,0.4429,0.1142,0.2221
banana,mango,LB,LO,0.0416,0.2646,0.0486,0.511,0.2394,0.6932,0.3864,0.128,0.2138,0.2242,0.2952,-0.0148,0.4881,0.0238,0.3626
banana,peace,LB,LO,0.0416,0.2646,0.7542,0.5356,-0.4416,0.2074,0.5852,0.128,0.2138,0.4376,0.4486,-0.0748,0.4498,0.1005,0.4847
banana,peach,LB,LO,0.0416,0.2646,0.054,0.7756,0.4986,0.8963,0.7927,0.128,0.2138,0.2988,0.286,-0.0986,0.4252,0.1497,0.643
banana,sad,LB,LO,0.0416,0.2646,0.3498,0.1774,-0.3954,0.2113,0.5775,0.128,0.2138,0.2766,0.2626,-0.0998,0.4217,0.1565,0.421
banana,safety,LB,LO,0.0416,0.2646,0.4148,0.3326,-0.3052,0.2945,0.411,0.128,0.2138,0.3254,0.2774,-0.1338,0.4,0.2,0.211
banana,sandstorm,LB,LO,0.0416,0.2646,0.0938,0.6782,0.3614,0.7883,0.5766,0.128,0.2138,0.1938,0.5244,0.2448,0.6796,0.3593,0.2173
banana,sick,LB,LO,0.0416,0.2646,0.1804,0.2968,-0.1066,0.4114,0.1772,0.128,0.2138,0.373,0.3082,-0.1506,0.3924,0.2151,-0.0379
banana,tree,LB,LO,0.0416,0.2646,0.1298,0.2118,-0.141,0.3673,0.2654,0.128,0.2138,0.2656,0.2852,-0.0662,0.4484,0.1033,0.1621
death,happy,LB,LO,0.0902,0.1082,0.5664,0.506,-0.0784,0.4431,0.1138,0.185,0.1808,0.4598,0.4274,-0.0282,0.4812,0.0375,0.0763
death,justice,LB,LO,0.0902,0.1082,0.355,0.193,-0.18,0.3438,0.3124,0.185,0.1808,0.39,0.3086,-0.0772,0.4455,0.109,0.2034
death,lightning,LB,LO,0.0902,0.1082,0.2592,0.266,-0.0112,0.4899,0.0201,0.185,0.1808,0.322,0.3296,0.0118,0.5085,0.017,0.0031
death,mango,LB,LO,0.0902,0.1082,0.0486,0.511,0.4444,0.8565,0.713,0.185,0.1808,0.2242,0.2952,0.0752,0.5591,0.1183,0.5947
death,peace,LB,LO,0.0902,0.1082,0.7542,0.5356,-0.2366,0.3155,0.369,0.185,0.1808,0.4376,0.4486,0.0152,0.5101,0.0202,0.3488
death,peach,LB,LO,0.0902,0.1082,0.054,0.7756,0.7036,0.9847,0.9695,0.185,0.1808,0.2988,0.286,-0.0086,0.4935,0.0129,0.9566
death,sad,LB,LO,0.0902,0.1082,0.3498,0.1774,-0.1904,0.3321,0.3357,0.185,0.1808,0.2766,0.2626,-0.0098,0.4924,0.0152,0.3205
death,safety,LB,LO,0.0902,0.1082,0.4148,0.3326,-0.1002,0.4233,0.1533,0.185,0.1808,0.3254,0.2774,-0.0438,0.4674,0.0651,0.0882
death,sandstorm,LB,LO,0.0902,0.1082,0.0938,0.6782,0.5664,0.9261,0.8521,0.185,0.1808,0.1938,0.5244,0.3348,0.7352,0.4704,0.3817
death,sick,LB,LO,0.0902,0.1082,0.1804,0.2968,0.0984,0.5927,0.1854,0.185,0.1808,0.373,0.3082,-0.0606,0.4569,0.0863,0.0991
death,tree,LB,LO,0.0902,0.1082,0.1298,0.2118,0.064,0.5726,0.1451,0.185,0.1808,0.2656,0.2852,0.0238,0.5183,0.0366,0.1085
happy,justice,LB,LO,0.5664,0.506,0.355,0.193,-0.1016,0.4385,0.123,0.4598,0.4274,0.39,0.3086,-0.049,0.4719,0.0562,0.0668
happy,lightning,LB,LO,0.5664,0.506,0.2592,0.266,0.0672,0.5409,0.0819,0.4598,0.4274,0.322,0.3296,0.04,0.5232,0.0465,0.0354
happy,mango,LB,LO,0.5664,0.506,0.0486,0.511,0.5228,0.7943,0.5887,0.4598,0.4274,0.2242,0.2952,0.1034,0.5633,0.1265,0.4622
happy,peace,LB,LO,0.5664,0.506,0.7542,0.5356,-0.1582,0.4091,0.1819,0.4598,0.4274,0.4376,0.4486,0.0434,0.5239,0.0477,0.1342
happy,peach,LB,LO,0.5664,0.506,0.054,0.7756,0.782,0.9112,0.8224,0.4598,0.4274,0.2988,0.286,0.0196,0.5117,0.0234,0.799
happy,sad,LB,LO,0.5664,0.506,0.3498,0.1774,-0.112,0.4316,0.1367,0.4598,0.4274,0.2766,0.2626,0.0184,0.5112,0.0224,0.1143
happy,safety,LB,LO,0.5664,0.506,0.4148,0.3326,-0.0218,0.4877,0.0246,0.4598,0.4274,0.3254,0.2774,-0.0156,0.4908,0.0185,0.0061
happy,sandstorm,LB,LO,0.5664,0.506,0.0938,0.6782,0.6448,0.851,0.702,0.4598,0.4274,0.1938,0.5244,0.363,0.7058,0.4116,0.2904
happy,sick,LB,LO,0.5664,0.506,0.1804,0.2968,0.1768,0.6092,0.2184,0.4598,0.4274,0.373,0.3082,-0.0324,0.4813,0.0373,0.1811
happy,tree,LB,LO,0.5664,0.506,0.1298,0.2118,0.1424,0.5947,0.1894,0.4598,0.4274,0.2656,0.2852,0.052,0.5314,0.0629,0.1265
justice,lightning,LB,LO,0.355,0.193,0.2592,0.266,0.1688,0.6159,0.2319,0.39,0.3086,0.322,0.3296,0.089,0.554,0.1081,0.1238
justice,mango,LB,LO,0.355,0.193,0.0486,0.511,0.6244,0.8708,0.7416,0.39,0.3086,0.2242,0.2952,0.1524,0.5977,0.1954,0.5462
