conA,conB,col1,col2,x1_us,x2_us,x3_us,x4_us,dX_us,p_gt0_us,dS_us,x1_mg,x2_mg,x3_mg,x4_mg,dX_mg,p_gt0_mg,dS_mg,dS_diff
lightning,sad,A3,MR,0.51,0.1142,0.4174,0.2122,0.1906,0.6272,0.2544,0.4028,0.3922,0.4436,0.3108,-0.1222,0.4299,0.1402,0.1142
lightning,safety,A3,MR,0.51,0.1142,0.3274,0.272,0.3404,0.7184,0.4369,0.4028,0.3922,0.4706,0.2926,-0.1674,0.404,0.192,0.2449
lightning,sandstorm,A3,MR,0.51,0.1142,0.3636,0.2128,0.245,0.6643,0.3287,0.4028,0.3922,0.3534,0.2294,-0.1134,0.43120000000000003,0.1376,0.1911
lightning,sick,A3,MR,0.51,0.1142,0.242,0.2618,0.4156,0.7721,0.5442,0.4028,0.3922,0.4454,0.3438,-0.091,0.4483,0.1035,0.4407
lightning,tree,A3,MR,0.51,0.1142,0.1328,0.144,0.407,0.808,0.616,0.4028,0.3922,0.1714,0.1986,0.0378,0.5256,0.0512,0.5648
mango,peace,A3,MR,0.0602,0.4012,0.5726,0.3496,-0.564,0.1778,0.6444,0.1944,0.2792,0.7084,0.2714,-0.5218,0.1771,0.6458,-0.0014
mango,peach,A3,MR,0.0602,0.4012,0.0976,0.5626,0.124,0.5928,0.1855,0.1944,0.2792,0.23,0.3786,0.0638,0.5444,0.0887,0.0968
mango,sad,A3,MR,0.0602,0.4012,0.4174,0.2122,-0.5462,0.1671,0.6659,0.1944,0.2792,0.4436,0.3108,-0.2176,0.3605,0.279,0.3869
mango,safety,A3,MR,0.0602,0.4012,0.3274,0.272,-0.3964,0.2421,0.5158,0.1944,0.2792,0.4706,0.2926,-0.2628,0.3323,0.3355,0.1803
mango,sandstorm,A3,MR,0.0602,0.4012,0.3636,0.2128,-0.4918,0.1878,0.6245,0.1944,0.2792,0.3534,0.2294,-0.2088,0.3562,0.2876,0.3369
mango,sick,A3,MR,0.0602,0.4012,0.242,0.2618,-0.3212,0.2737,0.4526,0.1944,0.2792,0.4454,0.3438,-0.1864,0.3815,0.2369,0.2157
mango,tree,A3,MR,0.0602,0.4012,0.1328,0.144,-0.3298,0.2265,0.547,0.1944,0.2792,0.1714,0.1986,-0.0576,0.4531,0.0938,0.4532
peace,peach,A3,MR,0.5726,0.3496,0.0976,0.5626,0.688,0.8651,0.7302,0.7084,0.2714,0.23,0.3786,0.5856,0.8341,0.6682,0.062
peace,sad,A3,MR,0.5726,0.3496,0.4174,0.2122,0.0178,0.5108,0.0217,0.7084,0.2714,0.4436,0.3108,0.3042,0.6832,0.3663,-0.3446
peace,safety,A3,MR,0.5726,0.3496,0.3274,0.272,0.1676,0.6008,0.2016,0.7084,0.2714,0.4706,0.2926,0.259,0.6583,0.3166,-0.115
peace,sandstorm,A3,MR,0.5726,0.3496,0.3636,0.2128,0.0722,0.5445,0.089,0.7084,0.2714,0.3534,0.2294,0.313,0.6998,0.3996,-0.3106
peace,sick,A3,MR,0.5726,0.3496,0.242,0.2618,0.2428,0.6505,0.3009,0.7084,0.2714,0.4454,0.3438,0.3354,0.6979,0.3958,-0.0949
peace,tree,A3,MR,0.5726,0.3496,0.1328,0.144,0.2342,0.6648,0.3297,0.7084,0.2714,0.1714,0.1986,0.4642,0.812,0.6239,-0.2942
peach,sad,A3,MR,0.0976,0.5626,0.4174,0.2122,-0.6702,0.1237,0.7525,0.23,0.3786,0.4436,0.3108,-0.2814,0.3317,0.3366,0.4159
peach,safety,A3,MR,0.0976,0.5626,0.3274,0.272,-0.5204,0.1851,0.6299,0.23,0.3786,0.4706,0.2926,-0.3266,0.3059,0.3882,0.2417
peach,sandstorm,A3,MR,0.0976,0.5626,0.3636,0.2128,-0.6158,0.1396,0.7207,0.23,0.3786,0.3534,0.2294,-0.2726,0.3265,0.3469,0.3738
peach,sick,A3,MR,0.0976,0.5626,0.242,0.2618,-0.4452,0.2086,0.5829,0.23,0.3786,0.4454,0.3438,-0.2502,0.3513,0.2975,0.2854
peach,tree,A3,MR,0.0976,0.5626,0.1328,0.144,-0.4538,0.1605,0.679,0.23,0.3786,0.1714,0.1986,-0.1214,0.4102,0.1797,0.4993
sad,safety,A3,MR,0.4174,0.2122,0.3274,0.272,0.1498,0.5963,0.1926,0.4436,0.3108,0.4706,0.2926,-0.0452,0.4734,0.0533,0.1393
sad,sandstorm,A3,MR,0.4174,0.2122,0.3636,0.2128,0.0544,0.5359,0.0718,0.4436,0.3108,0.3534,0.2294,0.0088,0.5055,0.0109,0.0609
sad,sick,A3,MR,0.4174,0.2122,0.242,0.2618,0.225,0.6499,0.2997,0.4436,0.3108,0.4454,0.3438,0.0312,0.5181,0.0362,0.2635
sad,tree,A3,MR,0.4174,0.2122,0.1328,0.144,0.2164,0.6675,0.335,0.4436,0.3108,0.1714,0.1986,0.16,0.6098,0.2197,0.1153
safety,sandstorm,A3,MR,0.3274,0.272,0.3636,0.2128,-0.0954,0.4373,0.1253,0.4706,0.2926,0.3534,0.2294,0.054,0.5337,0.0675,0.0578
safety,sick,A3,MR,0.3274,0.272,0.242,0.2618,0.0752,0.5511,0.1022,0.4706,0.2926,0.4454,0.3438,0.0764,0.5444,0.0889,0.0133
safety,tree,A3,MR,0.3274,0.272,0.1328,0.144,0.0666,0.5529,0.1058,0.4706,0.2926,0.1714,0.1986,0.2052,0.6406,0.2811,-0.1753
sandstorm,sick,A3,MR,0.3636,0.2128,0.242,0.2618,0.1706,0.6168,0.2336,0.3534,0.2294,0.4454,0.3438,0.0224,0.5138,0.0275,0.2061
sandstorm,tree,A3,MR,0.3636,0.2128,0.1328,0.144,0.162,0.6301,0.2602,0.3534,0.2294,0.1714,0.1986,0.1512,0.6127,0.2254,0.0348
sick,tree,A3,MR,0.242,0.2618,0.1328,0.144,-0.0086,0.4926,0.0148,0.4454,0.3438,0.1714,0.1986,0.1288,0.5874,0.1748,-0.16
angry,banana,A3,MY,0.1376,0.1148,0.0678,0.446,0.401,0.8191,0.6383,0.2608,0.208,0.187,0.4714,0.3372,0.7235,0.447,0.1913
angry,death,A3,MY,0.1376,0.1148,0.4332,0.1268,-0.2836,0.2678,0.4645,0.2608,0.208,0.424,0.1964,-0.1748,0.379,0.2421,0.2224
angry,happy,A3,MY,0.1376,0.1148,0.3008,0.4698,0.1918,0.6409,0.2818,0.2608,0.208,0.5554,0.3434,-0.1592,0.3982,0.2036,0.0782
angry,justice,A3,MY,0.1376,0.1148,0.4376,0.2954,-0.1194,0.4103,0.1794,0.2608,0.208,0.69,0.2708,-0.3664,0.2593,0.4815,-0.3021
angry,lightning,A3,MY,0.1376,0.1148,0.51,0.305,-0.1822,0.3664,0.2672,0.2608,0.208,0.4028,0.311,-0.039,0.4742,0.0516,0.21560000000000001
angry,mango,A3,MY,0.1376,0.1148,0.0602,0.5876,0.5502,0.8986,0.7973,0.2608,0.208,0.1944,0.382,0.2404,0.6664,0.3329,0.4644
angry,peace,A3,MY,0.1376,0.1148,0.5726,0.4304,-0.1194,0.4154,0.1693,0.2608,0.208,0.7084,0.3072,-0.3484,0.2718,0.4564,-0.2871
angry,peach,A3,MY,0.1376,0.1148,0.0976,0.6116,0.5368,0.8901,0.7801,0.2608,0.208,0.23,0.338,0.1608,0.6128,0.2255,0.5546
angry,sad,A3,MY,0.1376,0.1148,0.4174,0.2374,-0.1572,0.3769,0.2461,0.2608,0.208,0.4436,0.2558,-0.135,0.4096,0.1808,0.0653
angry,safety,A3,MY,0.1376,0.1148,0.3274,0.3212,0.0166,0.513,0.026,0.2608,0.208,0.4706,0.3096,-0.1082,0.4296,0.1408,-0.1148
angry,sandstorm,A3,MY,0.1376,0.1148,0.3636,0.725,0.3842,0.7769,0.5538,0.2608,0.208,0.3534,0.5384,0.2378,0.6492,0.2984,0.2554
angry,sick,A3,MY,0.1376,0.1148,0.242,0.5162,0.297,0.7198,0.4396,0.2608,0.208,0.4454,0.2784,-0.1142,0.4243,0.1514,0.2882
angry,tree,A3,MY,0.1376,0.1148,0.1328,0.2668,0.1568,0.6507,0.3013,0.2608,0.208,0.1714,0.3272,0.2086,0.6514,0.3029,-0.0016
banana,death,A3,MY,0.0678,0.446,0.4332,0.1268,-0.6846,0.1046,0.7907,0.187,0.4714,0.424,0.1964,-0.512,0.199,0.6021,0.1886
banana,happy,A3,MY,0.0678,0.446,0.3008,0.4698,-0.2092,0.3655,0.269,0.187,0.4714,0.5554,0.3434,-0.4964,0.2234,0.5532,-0.2842
banana,justice,A3,MY,0.0678,0.446,0.4376,0.2954,-0.5204,0.1945,0.6109,0.187,0.4714,0.69,0.2708,-0.7036,0.1228,0.7544,-0.1435
banana,lightning,A3,MY,0.0678,0.446,0.51,0.305,-0.5832,0.1697,0.6606,0.187,0.4714,0.4028,0.311,-0.3762,0.278,0.4439,0.2167
banana,mango,A3,MY,0.0678,0.446,0.0602,0.5876,0.1492,0.6121,0.2242,0.187,0.4714,0.1944,0.382,-0.0968,0.4357,0.1286,0.0956
banana,peace,A3,MY,0.0678,0.446,0.5726,0.4304,-0.5204,0.2053,0.5895,0.187,0.4714,0.7084,0.3072,-0.6856,0.1312,0.7376,-0.1481
banana,peach,A3,MY,0.0678,0.446,0.0976,0.6116,0.1358,0.6014,0.2028,0.187,0.4714,0.23,0.338,-0.1764,0.3844,0.2312,-0.0284
banana,sad,A3,MY,0.0678,0.446,0.4174,0.2374,-0.5582,0.1689,0.6622,0.187,0.4714,0.4436,0.2558,-0.4722,0.226,0.5481,0.1141
banana,safety,A3,MY,0.0678,0.446,0.3274,0.3212,-0.3844,0.2573,0.4853,0.187,0.4714,0.4706,0.3096,-0.4454,0.2452,0.5097,-0.0244
banana,sandstorm,A3,MY,0.0678,0.446,0.3636,0.725,-0.0168,0.4885,0.0229,0.187,0.4714,0.3534,0.5384,-0.0994,0.4398,0.1204,-0.0975
banana,sick,A3,MY,0.0678,0.446,0.242,0.5162,-0.104,0.43,0.1399,0.187,0.4714,0.4454,0.2784,-0.4514,0.2386,0.5229,-0.383
banana,tree,A3,MY,0.0678,0.446,0.1328,0.2668,-0.2442,0.3133,0.3734,0.187,0.4714,0.1714,0.3272,-0.1286,0.4118,0.1765,0.1969
death,happy,A3,MY,0.4332,0.1268,0.3008,0.4698,0.4754,0.7778,0.5556,0.424,0.1964,0.5554,0.3434,0.0156,0.5096,0.0191,0.5365
death,justice,A3,MY,0.4332,0.1268,0.4376,0.2954,0.1642,0.6049,0.2097,0.424,0.1964,0.69,0.2708,-0.1916,0.3757,0.2486,-0.0389
death,lightning,A3,MY,0.4332,0.1268,0.51,0.305,0.1014,0.5646,0.1292,0.424,0.1964,0.4028,0.311,0.1358,0.5843,0.1686,-0.0394
death,mango,A3,MY,0.4332,0.1268,0.0602,0.5876,0.8338,0.939,0.8781,0.424,0.1964,0.1944,0.382,0.4152,0.7567,0.5134,0.3647
death,peace,A3,MY,0.4332,0.1268,0.5726,0.4304,0.1642,0.6005,0.2009,0.424,0.1964,0.7084,0.3072,-0.1736,0.3881,0.2238,-0.0229
death,peach,A3,MY,0.4332,0.1268,0.0976,0.6116,0.8204,0.9344,0.8688,0.424,0.1964,0.23,0.338,0.3356,0.7124,0.4248,0.444
death,sad,A3,MY,0.4332,0.1268,0.4174,0.2374,0.1264,0.584,0.1679,0.424,0.1964,0.4436,0.2558,0.0398,0.5253,0.0506,0.1173
death,safety,A3,MY,0.4332,0.1268,0.3274,0.3212,0.3002,0.6905,0.3811,0.424,0.1964,0.4706,0.3096,0.0666,0.5411,0.0823,0.2988
death,sandstorm,A3,MY,0.4332,0.1268,0.3636,0.725,0.6678,0.8677,0.7354,0.424,0.1964,0.3534,0.5384,0.4126,0.7356,0.4713,0.2641
death,sick,A3,MY,0.4332,0.1268,0.242,0.5162,0.5806,0.832,0.664,0.424,0.1964,0.4454,0.2784,0.0606,0.5381,0.0762,0.5878
death,tree,A3,MY,0.4332,0.1268,0.1328,0.2668,0.4404,0.8025,0.605,0.424,0.1964,0.1714,0.3272,0.3834,0.7474,0.4948,0.1102
happy,justice,A3,MY,0.3008,0.4698,0.4376,0.2954,-0.3112,0.3221,0.3558,0.5554,0.3434,0.69,0.2708,-0.2072,0.3753,0.2495,0.1063
happy,lightning,A3,MY,0.3008,0.4698,0.51,0.305,-0.374,0.291,0.418,0.5554,0.3434,0.4028,0.311,0.1202,0.5699,0.1398,0.2782
happy,mango,A3,MY,0.3008,0.4698,0.0602,0.5876,0.3584,0.7239,0.4478,0.5554,0.3434,0.1944,0.382,0.3996,0.7325,0.4649,-0.0171
happy,peace,A3,MY,0.3008,0.4698,0.5726,0.4304,-0.3112,0.3281,0.3437,0.5554,0.3434,0.7084,0.3072,-0.1892,0.3867,0.2266,0.1171
happy,peach,A3,MY,0.3008,0.4698,0.0976,0.6116,0.345,0.7151,0.4303,0.5554,0.3434,0.23,0.338,0.32,0.6898,0.3795,0.0508
happy,sad,A3,MY,0.3008,0.4698,0.4174,0.2374,-0.349,0.2969,0.4062,0.5554,0.3434,0.4436,0.2558,0.0242,0.5144,0.0287,0.3775
happy,safety,A3,MY,0.3008,0.4698,0.3274,0.3212,-0.1752,0.3955,0.209,0.5554,0.3434,0.4706,0.3096,0.051,0.5295,0.059,0.15
happy,sandstorm,A3,MY,0.3008,0.4698,0.3636,0.725,0.1924,0.6152,0.2305,0.5554,0.3434,0.3534,0.5384,0.397,0.7151,0.4302,-0.1997
happy,sick,A3,MY,0.3008,0.4698,0.242,0.5162,0.1052,0.5632,0.1264,0.5554,0.3434,0.4454,0.2784,0.045,0.5264,0.0529,0.0735
happy,tree,A3,MY,0.3008,0.4698,0.1328,0.2668,-0.035,0.4761,0.0478,0.5554,0.3434,0.1714,0.3272,0.3678,0.7221,0.4441,-0.3963
justice,lightning,A3,MY,0.4376,0.2954,0.51,0.305,-0.0628,0.463,0.0741,0.69,0.2708,0.4028,0.311,0.3274,0.696,0.392,-0.3179
justice,mango,A3,MY,0.4376,0.2954,0.0602,0.5876,0.6696,0.8684,0.7367,0.69,0.2708,0.1944,0.382,0.6068,0.8452,0.6905,0.0462
justice,peace,A3,MY,0.4376,0.2954,0.5726,0.4304,0,0.5,0,0.69,0.2708,0.7084,0.3072,0.018,0.5118,0.0235,-0.0235
justice,peach,A3,MY,0.4376,0.2954,0.0976,0.6116,0.6562,0.8619,0.7238,0.69,0.2708,0.23,0.338,0.5272,0.8105,0.621,0.1028
justice,sad,A3,MY,0.4376,0.2954,0.4174,0.2374,-0.0378,0.4768,0.0463,0.69,0.2708,0.4436,0.2558,0.2314,0.644,0.2879,-0.2416
justice,safety,A3,MY,0.4376,0.2954,0.3274,0.3212,0.136,0.582,0.1639,0.69,0.2708,0.4706,0.3096,0.2582,0.6555,0.3111,-0.1472
justice,sandstorm,A3,MY,0.4376,0.2954,0.3636,0.725,0.5036,0.7798,0.5596,0.69,0.2708,0.3534,0.5384,0.6042,0.8217,0.6435,-0.0839
justice,sick,A3,MY,0.4376,0.2954,0.242,0.5162,0.4164,0.7368,0.4736,0.69,0.2708,0.4454,0.2784,0.2522,0.6546,0.3091,0.1645
justice,tree,A3,MY,0.4376,0.2954,0.1328,0.2668,0.2762,0.6832,0.3664,0.69,0.2708,0.1714,0.3272,0.575,0.841,0.6821,-0.3157
lightning,mango,A3,MY,0.51,0.305,0.0602,0.5876,0.7324,0.887,0.7741,0.4028,0.311,0.1944,0.382,0.2794,0.6711,0.3423,0.4318
lightning,peace,A3,MY,0.51,0.305,0.5726,0.4304,0.0628,0.5357,0.0714,0.4028,0.311,0.7084,0.3072,-0.3094,0.3154,0.3692,-0.2978
lightning,peach,A3,MY,0.51,0.305,0.0976,0.6116,0.719,0.8812,0.7623,0.4028,0.311,0.23,0.338,0.1998,0.6239,0.2479,0.5144
lightning,sad,A3,MY,0.51,0.305,0.4174,0.2374,0.025,0.5152,0.0304,0.4028,0.311,0.4436,0.2558,-0.096,0.4421,0.1158,-0.0854
lightning,safety,A3,MY,0.51,0.305,0.3274,0.3212,0.1988,0.6179,0.2357,0.4028,0.311,0.4706,0.3096,-0.0692,0.4592,0.0815,0.1542
lightning,sandstorm,A3,MY,0.51,0.305,0.3636,0.725,0.5664,0.8051,0.6103,0.4028,0.311,0.3534,0.5384,0.2768,0.6567,0.3134,0.2969
lightning,sick,A3,MY,0.51,0.305,0.242,0.5162,0.4792,0.7651,0.5302,0.4028,0.311,0.4454,0.2784,-0.0752,0.455,0.0899,0.4403
lightning,tree,A3,MY,0.51,0.305,0.1328,0.2668,0.339,0.7185,0.4371,0.4028,0.311,0.1714,0.3272,0.2476,0.6575,0.315,0.1221
mango,peace,A3,MY,0.0602,0.5876,0.5726,0.4304,-0.6696,0.1428,0.7145,0.1944,0.382,0.7084,0.3072,-0.5888,0.1644,0.6712,0.0433
mango,peach,A3,MY,0.0602,0.5876,0.0976,0.6116,-0.0134,0.4898,0.0205,0.1944,0.382,0.23,0.338,-0.0796,0.4464,0.1071,-0.0866
mango,sad,A3,MY,0.0602,0.5876,0.4174,0.2374,-0.7074,0.1099,0.7802,0.1944,0.382,0.4436,0.2558,-0.3754,0.2722,0.4557,0.3245
mango,safety,A3,MY,0.0602,0.5876,0.3274,0.3212,-0.5336,0.1805,0.6389,0.1944,0.382,0.4706,0.3096,-0.3486,0.2922,0.4156,0.2233
mango,sandstorm,A3,MY,0.0602,0.5876,0.3636,0.725,-0.166,0.3872,0.2256,0.1944,0.382,0.3534,0.5384,-0.0026,0.4984,0.0032,0.2224
mango,sick,A3,MY,0.0602,0.5876,0.242,0.5162,-0.2532,0.3324,0.3353,0.1944,0.382,0.4454,0.2784,-0.3546,0.2857,0.4286,-0.0933
mango,tree,A3,MY,0.0602,0.5876,0.1328,0.2668,-0.3934,0.2134,0.5731,0.1944,0.382,0.1714,0.3272,-0.0318,0.4776,0.0447,0.5284
peace,peach,A3,MY,0.5726,0.4304,0.0976,0.6116,0.6562,0.8509,0.7017,0.7084,0.3072,0.23,0.338,0.5092,0.8,0.6,0.1017
peace,sad,A3,MY,0.5726,0.4304,0.4174,0.2374,-0.0378,0.4777,0.0445,0.7084,0.3072,0.4436,0.2558,0.2134,0.6321,0.2642,-0.2197
peace,safety,A3,MY,0.5726,0.4304,0.3274,0.3212,0.136,0.5789,0.1578,0.7084,0.3072,0.4706,0.3096,0.2402,0.6441,0.2881,-0.1303
peace,sandstorm,A3,MY,0.5726,0.4304,0.3636,0.725,0.5036,0.7709,0.5418,0.7084,0.3072,0.3534,0.5384,0.5862,0.8126,0.6251,-0.0833
peace,sick,A3,MY,0.5726,0.4304,0.242,0.5162,0.4164,0.7289,0.4578,0.7084,0.3072,0.4454,0.2784,0.2342,0.6429,0.2857,0.1721
peace,tree,A3,MY,0.5726,0.4304,0.1328,0.2668,0.2762,0.675,0.3499,0.7084,0.3072,0.1714,0.3272,0.557,0.8308,0.6617,-0.3118
peach,sad,A3,MY,0.0976,0.6116,0.4174,0.2374,-0.694,0.1161,0.7679,0.23,0.338,0.4436,0.2558,-0.2958,0.317,0.366,0.4019
peach,safety,A3,MY,0.0976,0.6116,0.3274,0.3212,-0.5202,0.1883,0.6234,0.23,0.338,0.4706,0.3096,-0.269,0.337,0.326,0.2974
peach,sandstorm,A3,MY,0.0976,0.6116,0.3636,0.725,-0.1526,0.3968,0.2064,0.23,0.338,0.3534,0.5384,0.077,0.5472,0.0943,0.1121
peach,sick,A3,MY,0.0976,0.6116,0.242,0.5162,-0.2398,0.3418,0.3164,0.23,0.338,0.4454,0.2784,-0.275,0.3309,0.3383,-0.0219
peach,tree,A3,MY,0.0976,0.6116,0.1328,0.2668,-0.38,0.2236,0.5527,0.23,0.338,0.1714,0.3272,0.0478,0.5334,0.0669,0.4858
sad,safety,A3,MY,0.4174,0.2374,0.3274,0.3212,0.1738,0.6075,0.2149,0.4436,0.2558,0.4706,0.3096,0.0268,0.5161,0.0321,0.1828
sad,sandstorm,A3,MY,0.4174,0.2374,0.3636,0.725,0.5414,0.8039,0.6079,0.4436,0.2558,0.3534,0.5384,0.3728,0.7095,0.419,0.1889
sad,sick,A3,MY,0.4174,0.2374,0.242,0.5162,0.4542,0.762,0.524,0.4436,0.2558,0.4454,0.2784,0.0208,0.5127,0.0253,0.4987
sad,tree,A3,MY,0.4174,0.2374,0.1328,0.2668,0.314,0.7136,0.4272,0.4436,0.2558,0.1714,0.3272,0.3436,0.717,0.4341,-0.0069
safety,sandstorm,A3,MY,0.3274,0.3212,0.3636,0.725,0.3676,0.7173,0.4345,0.4706,0.3096,0.3534,0.5384,0.346,0.6914,0.3828,0.0517
safety,sick,A3,MY,0.3274,0.3212,0.242,0.5162,0.2804,0.6683,0.3366,0.4706,0.3096,0.4454,0.2784,-0.006,0.4964,0.0071,0.3295
safety,tree,A3,MY,0.3274,0.3212,0.1328,0.2668,0.1402,0.598,0.1961,0.4706,0.3096,0.1714,0.3272,0.3168,0.6961,0.3921,-0.196
sandstorm,sick,A3,MY,0.3636,0.725,0.242,0.5162,-0.0872,0.4458,0.1084,0.3534,0.5384,0.4454,0.2784,-0.352,0.3029,0.3941,-0.2857
sandstorm,tree,A3,MY,0.3636,0.725,0.1328,0.2668,-0.2274,0.3422,0.3156,0.3534,0.5384,0.1714,0.3272,-0.0292,0.4815,0.0371,0.2785
sick,tree,A3,MY,0.242,0.5162,0.1328,0.2668,-0.1402,0.402,0.1961,0.4454,0.2784,0.1714,0.3272,0.3228,0.7028,0.4057,-0.2096
angry,banana,A3,SB,0.1376,0.0806,0.0678,0.0452,0.0344,0.5583,0.1167,0.2608,0.1782,0.187,0.1002,-0.0042,0.4962,0.0076,0.1091
angry,death,A3,SB,0.1376,0.0806,0.4332,0.0698,-0.3064,0.2361,0.5278,0.2608,0.1782,0.424,0.1692,-0.1722,0.3763,0.2475,0.2803
angry,happy,A3,SB,0.1376,0.0806,0.3008,0.6352,0.3914,0.7813,0.5627,0.2608,0.1782,0.5554,0.5384,0.0656,0.5417,0.0835,0.4792
angry,justice,A3,SB,0.1376,0.0806,0.4376,0.3844,0.0038,0.5028,0.0056,0.2608,0.1782,0.69,0.3332,-0.2742,0.3171,0.3657,-0.3601
angry,lightning,A3,SB,0.1376,0.0806,0.51,0.2398,-0.2132,0.3346,0.3308,0.2608,0.1782,0.4028,0.3236,0.0034,0.5023,0.0046,0.3262
